Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000167371,PRRT2,257,-0.8429,591,0.58235,743,0.89211,487,0.17023,248,-0.8943,337,-0.4188,408,-0.1175,283,-0.6927
ENSG00000280789,PAGR1,46,0.49787,36,0.11189,9,-1.9365,23,-0.6454,28,-0.2979,79,1.44406,39,0.21468,11,-1.7569
ENSG00000103502,CDIPT,125,0.34956,97,-0.0784,106,0.07405,83,-0.3075,87,-0.2303,156,0.73491,86,-0.2463,70,-0.5674
ENSG00000174938,SEZ6L2,260,-0.6054,416,0.16682,558,0.63749,707,1.05524,250,-0.6670,287,-0.4508,232,-0.7837,301,-0.3774
ENSG00000174939,ASPHD1,131,0.24578,97,-0.2609,112,-0.0049,120,0.09900,213,1.09032,53,-1.1754,100,-0.1876,89,-0.3734
ENSG00000174943,KCTD13,26,-0.8759,52,0.23648,52,0.21211,37,-0.3405,52,0.21810,53,0.22708,30,-0.6543,58,0.37998
ENSG00000149932,TMEM219,142,-0.5068,164,-0.3147,189,-0.0480,166,-0.2607,248,0.39259,193,-0.0158,275,0.56610,216,0.16406
ENSG00000149930,TAOK2,89,0.11302,85,0.03556,84,0.02537,84,0.01419,73,-0.2120,83,0.00064,77,-0.1204,88,0.09476
ENSG00000149929,HIRIP3,12,-1.3358,34,0.30891,18,-0.7361,40,0.54169,27,-0.1131,36,0.37394,32,0.16910,26,-0.1472
ENSG00000169592,INO80E,73,0.40972,54,-0.0937,40,-0.5614,85,0.66101,32,-0.8909,33,-0.8706,53,-0.1157,89,0.73995
ENSG00000149927,DOC2A,178,-0.6368,432,0.98482,252,-0.0834,380,0.59641,157,-0.8284,204,-0.4234,168,-0.7228,187,-0.5535
ENSG00000149926,TLCD3B,10,-1.3816,31,0.37284,29,0.22239,23,-0.1802,38,0.66018,11,-1.3260,19,-0.4884,38,0.64263
ENSG00000149923,PPP4C,49,0.28155,52,0.43028,28,-0.6285,27,-0.6722,33,-0.3460,35,-0.2484,20,-1.1249,76,1.03254
ENSG00000090238,YPEL3,296,-0.2081,345,0.04673,493,0.63581,449,0.47677,293,-0.2224,279,-0.3027,285,-0.2655,244,-0.5099
ENSG00000102882,MAPK3,329,0.10082,373,0.35648,212,-0.5984,266,-0.2458,317,0.04069,339,0.15035,364,0.26396,212,-0.6021
ENSG00000102879,CORO1A,49,-0.8071,148,1.20336,71,-0.2496,91,0.15886,47,-0.8663,74,-0.1672,56,-0.6108,58,-0.5453
ENSG00000169217,CD2BP2,57,-0.1717,80,0.44466,68,0.10702,67,0.07286,66,0.06117,56,-0.2184,40,-0.7463,59,-0.1138
ENSG00000169221,TBC1D10B,89,-0.2880,96,-0.1791,208,1.14811,189,0.97492,79,-0.4752,61,-0.8683,57,-0.9758,81,-0.4259
ENSG00000179965,ZNF771,28,-0.3821,30,-0.3091,56,0.73010,28,-0.3656,29,-0.3316,45,0.37391,28,-0.4104,48,0.48845
ENSG00000179958,DCTPP1,97,0.86368,62,0.12354,46,-0.3596,61,0.07406,43,-0.4570,58,-0.0003,71,0.32620,22,-1.5033
ENSG00000179918,SEPHS2,59,0.54203,63,0.78884,32,-0.4468,43,0.04136,13,-1.7740,36,-0.2692,35,-0.2768,36,-0.2552
ENSG00000169957,ZNF768,24,-0.1829,21,-0.4452,23,-0.2286,29,0.14696,33,0.36664,15,-0.8411,18,-0.6051,56,1.25210
ENSG00000229809,ZNF688,31,0.29463,33,0.43856,35,0.44900,20,-0.4569,19,-0.5404,15,-0.9076,19,-0.4738,32,0.31424
ENSG00000156858,PRR14,11,-1.1919,26,0.15467,21,-0.2013,40,0.83120,11,-1.1885,30,0.36527,19,-0.4078,33,0.49810
ENSG00000080603,SRCAP,41,0.11029,28,-0.5678,24,-0.7291,55,0.58624,19,-1.0865,37,-0.0574,68,0.97901,45,0.26858
ENSG00000156873,PHKG2,21,-0.6847,37,0.29397,49,0.71102,21,-0.6884,46,0.59208,29,-0.1679,13,-1.3591,35,0.14514
ENSG00000103549,RNF40,109,0.27421,76,-0.3347,124,0.50171,129,0.56748,62,-0.6265,81,-0.1908,86,-0.0980,82,-0.1839
ENSG00000099385,BCL7C,74,0.58945,18,-1.7405,63,0.31404,40,-0.4099,89,0.88926,46,-0.2007,50,-0.0607,70,0.48975
ENSG00000099364,FBXL19,70,-0.2129,68,-0.2917,118,0.64335,60,-0.4491,69,-0.2247,69,-0.2333,88,0.16003,109,0.50758
ENSG00000099365,STX1B,170,-1.2478,279,-0.5423,632,0.86224,646,0.90137,332,-0.2120,291,-0.4202,448,0.27332,332,-0.2110
ENSG00000103496,STX4,82,0.60930,38,-0.7187,34,-0.7814,51,-0.1804,72,0.38676,32,-0.8781,99,0.93878,65,0.22319
ENSG00000167397,VKORC1,98,0.95230,49,-0.2217,56,0.00660,47,-0.2578,40,-0.5379,53,-0.0817,38,-0.6101,71,0.40059
ENSG00000103507,BCKDK,48,0.07957,38,-0.3456,21,-1.1899,70,0.70123,38,-0.2975,61,0.46427,53,0.25912,45,-0.0256
ENSG00000103510,KAT8,100,0.62029,79,0.26577,62,-0.1539,67,-0.0463,38,-0.9311,66,-0.0715,59,-0.2474,69,-0.0007
ENSG00000089280,FUS,210,0.57638,165,0.19949,126,-0.2613,118,-0.3658,105,-0.5473,145,-0.0364,172,0.23740,130,-0.2165
ENSG00000140688,C16orf58,44,-0.5412,68,0.14835,49,-0.3732,65,0.06516,71,0.20446,67,0.12513,38,-0.7687,91,0.63449
ENSG00000069329,VPS35,85,-0.8896,193,0.49430,111,-0.4715,239,0.79589,150,0.01069,142,-0.0772,105,-0.5617,125,-0.2865
ENSG00000166123,GPT2,53,-1.1180,112,0.04534,28,-2.0777,38,-1.6107,66,-0.7818,225,1.24655,164,0.68466,183,0.86973
ENSG00000069345,DNAJA2,75,-0.6002,162,0.75455,106,-0.0585,107,-0.0482,78,-0.5479,126,0.21247,111,0.00608,66,-0.8051
ENSG00000171208,NETO2,15,-1.3383,58,0.91710,32,-0.2330,44,0.31103,20,-0.9625,54,0.64385,21,-0.8604,28,-0.4474
ENSG00000129636,ITFG1,137,-0.5821,310,0.89787,177,-0.1752,322,0.82096,129,-0.6718,162,-0.3199,159,-0.3450,74,-1.5258
ENSG00000102893,PHKB,26,-0.6763,27,-0.6482,36,-0.1521,40,-0.0088,31,-0.4026,48,0.29993,35,-0.2045,88,1.36872
ENSG00000102910,LONP2,41,-1.0985,88,0.09823,57,-0.6110,69,-0.2957,70,-0.2735,158,1.08119,93,0.18034,87,0.06472
ENSG00000102921,N4BP1,49,0.15415,53,0.33341,53,0.27268,39,-0.2083,37,-0.3100,63,0.58181,23,-1.0329,31,-0.5713
ENSG00000121274,TENT4B,21,-0.8531,47,0.51061,31,-0.2515,42,0.26646,34,-0.0677,30,-0.2836,35,-0.0592,37,0.03399
ENSG00000166164,BRD7,57,0.07981,54,-0.0145,30,-0.9059,38,-0.5809,60,0.14442,71,0.44164,78,0.59428,48,-0.2041
ENSG00000083799,CYLD,13,-2.1897,79,0.64128,56,-0.0250,77,0.49511,53,-0.1182,51,-0.1767,57,0.00793,47,-0.3138
ENSG00000103449,SALL1,1,-4.0650,24,-0.0808,4,-2.5719,6,-1.9882,21,-0.2811,36,0.61650,41,0.80772,67,1.74416
ENSG00000177200,CHD9,113,1.74489,35,-0.3555,39,-0.1219,20,-1.1646,17,-1.4057,54,0.39763,36,-0.2578,32,-0.4233
ENSG00000103479,RBL2,36,0.26416,34,0.19784,33,0.11255,13,-1.3217,33,0.08682,51,0.83422,14,-1.1989,29,-0.0931
ENSG00000166971,AKTIP,63,-0.0877,62,-0.1438,58,-0.2353,50,-0.4509,69,0.04617,85,0.39417,91,0.50726,62,-0.1186
ENSG00000140718,FTO,61,-0.1512,91,0.59487,38,-0.8627,53,-0.3594,81,0.30502,81,0.31857,46,-0.5872,59,-0.1886
ENSG00000087258,GNAO1,525,-0.5199,824,0.23355,1167,0.79333,850,0.25351,576,-0.3748,745,0.03686,556,-0.4317,486,-0.6408
ENSG00000159461,AMFR,27,-1.7819,124,0.68563,72,-0.3143,76,-0.2336,63,-0.5227,133,0.69585,87,-0.0163,82,-0.1036
ENSG00000167005,NUDT21,60,-0.7834,114,0.24758,96,-0.0545,130,0.44116,89,-0.1755,93,-0.1177,114,0.21356,87,-0.2197
ENSG00000087263,OGFOD1,25,-0.2554,35,0.32552,38,0.43580,32,0.14276,38,0.43529,17,-0.8720,27,-0.1109,17,-0.8844
ENSG00000125124,BBS2,53,-0.4566,57,-0.3985,38,-0.9753,40,-0.8765,28,-1.4102,160,1.41794,75,0.10170,129,1.01163
ENSG00000087250,MT3,4629,-0.7271,5968,-0.3703,3581,-1.1220,2835,-1.4758,5347,-0.5020,9266,0.38745,16648,1.43408,11693,0.78617
ENSG00000125148,MT2A,721,-0.6364,822,-0.4821,404,-1.5198,254,-2.2127,890,-0.3050,1557,0.61573,1962,1.02246,2254,1.27783
ENSG00000169715,MT1E,489,-0.4199,370,-0.9454,236,-1.5367,231,-1.5685,548,-0.2408,1357,1.31237,1205,1.09246,920,0.61412
ENSG00000205364,MT1M,206,-0.2117,141,-0.8831,70,-1.8678,62,-2.0442,215,-0.1417,372,0.77520,526,1.40561,379,0.80394
ENSG00000198417,MT1F,119,-0.0122,117,-0.0499,34,-1.9160,18,-2.8498,131,0.14260,204,0.89857,171,0.59094,168,0.56034
ENSG00000125144,MT1G,113,-0.2008,88,-0.6533,21,-2.7397,10,-3.8207,110,-0.2508,227,0.96861,233,1.01433,263,1.23910
ENSG00000187193,MT1X,107,-0.2276,75,-0.8641,43,-1.6068,37,-1.8396,82,-0.6399,249,1.20732,173,0.56573,267,1.33971
ENSG00000102900,NUP93,10,-2.1077,80,1.51098,39,-0.0185,28,-0.5142,18,-1.2146,47,0.27324,25,-0.7330,28,-0.5160
ENSG00000051108,HERPUD1,123,1.57855,51,0.04402,21,-1.3081,38,-0.4333,54,0.12961,30,-0.8118,36,-0.5211,46,-0.1550
ENSG00000140848,CPNE2,40,0.19127,25,-0.5823,39,0.14949,19,-0.9274,55,0.74622,54,0.69892,23,-0.6681,37,0.07684
ENSG00000172775,FAM192A,107,-0.1851,101,-0.3248,158,0.44496,119,-0.0242,111,-0.1381,118,-0.0329,132,0.15110,139,0.22611
ENSG00000102931,ARL2BP,64,-0.5379,91,0.00584,119,0.44924,114,0.37762,84,-0.1101,102,0.19714,70,-0.4085,79,-0.2168
ENSG00000102934,PLLP,98,0.80944,29,-1.2239,69,0.23321,24,-1.3868,133,1.36802,25,-1.3426,57,-0.0994,77,0.40715
ENSG00000006210,CX3CL1,173,-0.5002,409,1.11683,255,0.11582,331,0.54971,122,-1.0385,138,-0.8584,179,-0.4494,121,-1.0605
ENSG00000005194,CIAPIN1,10,-1.7710,24,-0.4643,50,0.77062,50,0.77782,19,-0.7537,45,0.61054,20,-0.6778,39,0.37017
ENSG00000088682,COQ9,48,0.08815,39,-0.2661,30,-0.6378,25,-0.9145,26,-0.8417,71,0.74477,32,-0.5628,97,1.31944
ENSG00000102978,POLR2C,46,-0.3374,58,0.05463,26,-1.1879,77,0.51531,60,0.10739,55,-0.0358,78,0.53891,49,-0.2270
ENSG00000205336,ADGRG1,174,-0.6295,184,-0.6108,99,-1.4978,112,-1.3016,208,-0.3499,666,1.67381,207,-0.3599,500,1.12139
ENSG00000140859,KIFC3,13,-1.9475,63,0.52280,45,-0.1091,55,0.21526,58,0.31343,52,0.12961,58,0.30721,25,-1.0135
ENSG00000103005,USB1,12,-1.3064,21,-0.5622,39,0.53284,45,0.74916,23,-0.3614,13,-1.1572,42,0.65757,40,0.57022
ENSG00000070761,CFAP20,17,-1.5868,66,0.58089,51,0.06865,67,0.51092,38,-0.3912,38,-0.4084,65,0.45934,32,-0.6494
ENSG00000070770,CSNK2A2,50,0.25955,61,0.72688,18,-1.2899,52,0.32392,21,-1.0607,43,0.01224,53,0.35855,22,-1.0154
ENSG00000103034,NDRG4,394,-1.0590,704,-0.1715,1013,0.44640,1233,0.78422,728,-0.0981,854,0.16137,656,-0.2644,674,-0.2202
ENSG00000125107,CNOT1,34,-0.6025,54,0.11537,70,0.55033,65,0.42836,49,-0.0488,26,-1.0095,44,-0.2139,57,0.19669
ENSG00000103042,SLC38A7,6,-2.2159,47,1.04084,31,0.13716,38,0.48278,12,-1.2667,30,0.08039,23,-0.3237,19,-0.5812
ENSG00000125166,GOT2,78,-0.9831,222,0.83562,121,-0.2987,198,0.50413,97,-0.6379,147,0.01088,124,-0.2661,104,-0.5310
ENSG00000150394,CDH8,87,0.23939,96,0.47312,100,0.48436,96,0.41278,54,-0.5239,41,-0.9330,71,-0.0786,32,-1.2891
ENSG00000140937,CDH11,59,1.25710,25,-0.2436,15,-0.9399,37,0.42498,27,-0.0642,30,0.09018,10,-1.5087,26,-0.1009
ENSG00000166548,TK2,34,-0.6914,49,-0.1668,31,-0.8544,46,-0.2255,58,0.14510,61,0.20809,77,0.59697,76,0.57979
ENSG00000183723,CMTM4,105,-0.1664,130,0.21302,85,-0.4909,118,0.02742,78,-0.6235,121,0.05846,202,0.93543,76,-0.6631
ENSG00000135720,DYNC1LI2,95,-0.6506,79,-1.0231,224,0.74580,169,0.26669,356,1.60583,65,-1.2297,58,-1.3932,164,0.22336
ENSG00000159593,NAE1,24,-0.5632,40,0.24548,21,-0.8134,42,0.31510,17,-1.1494,38,0.13210,66,1.07643,27,-0.4178
ENSG00000166595,CIAO2B,103,-0.2200,136,0.27092,81,-0.6019,110,-0.1145,166,0.56855,131,0.16742,122,0.05071,77,-0.6666
ENSG00000172831,CES2,60,0.34452,28,-0.9330,45,-0.1121,50,0.05848,84,0.93210,68,0.57089,30,-0.7661,42,-0.2290
ENSG00000125149,C16orf70,36,0.06798,41,0.32600,23,-0.6692,58,0.84264,25,-0.4927,32,-0.1474,37,0.10966,19,-0.9043
ENSG00000140939,NOL3,52,0.81076,18,-0.9724,28,-0.1868,31,-0.0175,29,-0.1348,31,-0.0626,35,0.14522,44,0.53834
ENSG00000196123,KIAA0895L,33,-1.0150,72,0.26649,85,0.51111,75,0.29928,60,-0.0691,66,0.08993,57,-0.1477,43,-0.6000
ENSG00000205250,E2F4,44,0.66092,40,0.59854,9,-1.8445,19,-0.6861,32,0.14157,19,-0.7073,24,-0.3070,38,0.41927
ENSG00000168701,TMEM208,42,-0.4404,65,0.30162,22,-1.4214,60,0.12635,39,-0.5609,37,-0.6372,92,0.84779,78,0.54691
ENSG00000159720,ATP6V0D1,308,-0.2840,399,0.15087,507,0.53091,566,0.72126,280,-0.4342,304,-0.3040,303,-0.3140,246,-0.6399
ENSG00000276075,AC027682.6,27,-0.0875,17,-0.8912,52,0.99977,39,0.49572,24,-0.2570,19,-0.6309,37,0.40102,26,-0.1636
ENSG00000039523,RIPOR1,96,-0.5703,131,-0.0861,173,0.38241,178,0.43733,150,0.15323,107,-0.3853,146,0.09969,121,-0.2037
ENSG00000102974,CTCF,19,-0.5163,17,-0.7765,23,-0.2413,25,-0.0757,30,0.19378,52,1.13883,30,0.21996,25,-0.0609
ENSG00000159753,CARMIL2,38,-0.7769,78,0.41620,77,0.32727,87,0.53472,68,0.13858,43,-0.5863,49,-0.3756,46,-0.4963
ENSG00000102977,ACD,6,-2.5259,42,0.54520,32,0.00186,28,-0.1816,25,-0.3803,30,-0.0784,50,0.74589,31,-0.0575
ENSG00000102981,PARD6A,32,-0.6853,63,0.46608,54,0.14490,38,-0.4416,69,0.54152,58,0.24518,38,-0.4147,31,-0.7212
ENSG00000102901,CENPT,43,0.60058,26,-0.2679,35,0.24085,34,0.22267,32,0.09144,25,-0.2832,14,-1.1232,34,0.23096
ENSG00000168286,THAP11,7,-2.5536,34,-0.2017,24,-0.7029,55,0.60291,54,0.58434,50,0.46122,33,-0.2221,51,0.47292
ENSG00000102898,NUTF2,124,-0.0090,113,-0.1769,169,0.50158,87,-0.5763,150,0.30152,133,0.10360,143,0.22104,91,-0.5043
ENSG00000038358,EDC4,48,-0.3837,74,0.33042,65,0.07150,101,0.82533,60,-0.0402,41,-0.6281,36,-0.8370,57,-0.1345
ENSG00000205220,PSMB10,166,0.74699,73,-0.6622,82,-0.4149,71,-0.6385,159,0.67922,117,0.16660,119,0.18662,95,-0.1820
ENSG00000103066,PLA2G15,19,-0.3530,27,0.28311,14,-0.7778,48,1.23045,16,-0.5646,30,0.38215,10,-1.3145,19,-0.2981
ENSG00000103056,SMPD3,36,-0.0001,55,0.81637,31,-0.2251,43,0.28616,28,-0.4205,33,-0.1635,25,-0.5557,20,-0.9411
ENSG00000184939,ZFP90,46,0.12103,37,-0.2487,43,0.00910,60,0.58119,42,-0.0291,23,-0.9676,58,0.50211,37,-0.2092
ENSG00000141076,UTP4,54,1.03690,36,0.39664,38,0.46287,18,-0.7249,13,-1.2425,37,0.41660,12,-1.3283,17,-0.8537
ENSG00000132612,VPS4A,179,-0.2391,253,0.38183,306,0.64827,264,0.39612,125,-0.7976,130,-0.7377,185,-0.1848,172,-0.3033
ENSG00000132604,TERF2,57,-0.2418,86,0.49626,74,0.18272,100,0.68584,53,-0.3525,39,-0.8378,65,-0.0167,36,-0.9446
ENSG00000103018,CYB5B,63,-0.6520,85,-0.1922,126,0.46565,127,0.47596,65,-0.5847,90,-0.0865,101,0.09649,112,0.26778
ENSG00000181019,NQO1,45,-0.3089,34,-0.8610,22,-1.4068,28,-1.0485,31,-0.8969,145,1.71785,100,1.00145,58,0.06978
ENSG00000198373,WWP2,95,1.35735,33,-0.4563,24,-0.8874,39,-0.1705,49,0.20777,29,-0.6436,23,-0.9810,63,0.62930
ENSG00000223496,EXOSC6,184,0.01878,168,-0.1439,255,0.56220,154,-0.2637,196,0.12593,193,0.09878,118,-0.6800,199,0.14694
ENSG00000090861,AARS,53,-1.6575,173,0.19299,216,0.54260,223,0.59430,179,0.22888,121,-0.4066,136,-0.2215,129,-0.3007
ENSG00000168872,DDX19A,27,-0.2860,42,0.48307,14,-1.2783,29,-0.1670,42,0.44152,47,0.61619,31,-0.0458,17,-1.0078
ENSG00000157350,ST3GAL2,12,-1.8587,61,0.68390,64,0.66785,45,0.07067,38,-0.1667,37,-0.2174,27,-0.7161,39,-0.1322
ENSG00000103051,COG4,2,-4.0708,24,-0.5539,31,-0.1406,29,-0.2191,49,0.61441,65,1.11846,39,0.25494,38,0.21894
ENSG00000189091,SF3B3,36,-0.5430,66,0.51576,53,0.06711,45,-0.1953,48,-0.0890,56,0.17246,27,-0.9996,59,0.24818
ENSG00000157368,IL34,62,-0.0113,106,1.07287,58,-0.1037,64,0.04160,34,-0.9226,38,-0.7892,87,0.54984,6,-3.3553
ENSG00000132613,MTSS2,270,0.59762,118,-0.8160,134,-0.5492,94,-1.0923,232,0.34043,270,0.59313,225,0.28691,237,0.37651
ENSG00000103043,VAC14,21,-1.5697,71,0.36704,59,0.02396,102,0.94876,52,-0.1777,59,0.02132,42,-0.5100,47,-0.3307
ENSG00000172137,CALB2,32,-0.9451,76,0.48848,21,-1.5476,19,-1.7560,81,0.51307,148,1.61746,51,-0.2440,27,-1.1846
ENSG00000040199,PHLPP2,11,-1.6579,60,1.29603,15,-1.1722,51,0.76240,9,-1.8518,38,0.24175,22,-0.6059,24,-0.4477
ENSG00000166747,AP1G1,12,-1.7925,42,0.08293,47,0.25704,48,0.27018,27,-0.6513,43,0.10084,38,-0.0752,63,0.75199
ENSG00000182149,IST1,89,0.26281,88,0.27324,40,-0.9762,67,-0.2009,41,-0.9662,120,0.77481,79,0.06000,70,-0.1148
ENSG00000140829,DHX38,37,0.56661,22,-0.2654,14,-0.9437,35,0.50198,16,-0.7051,39,0.68132,7,-1.9277,40,0.71568
ENSG00000103035,PSMD7,35,-1.2571,77,-0.0375,112,0.59349,84,0.11635,88,0.19020,63,-0.3486,55,-0.5525,114,0.62679
ENSG00000090863,GLG1,157,-0.1931,178,0.00557,188,0.09053,205,0.23398,192,0.12823,172,-0.0540,193,0.13735,135,-0.4395
ENSG00000103091,WDR59,18,-0.4496,27,0.17699,18,-0.5060,19,-0.4276,40,0.80363,35,0.59106,14,-0.8161,22,-0.1347
ENSG00000186187,ZNRF1,50,-0.0952,67,0.42525,62,0.24607,78,0.61752,38,-0.5477,43,-0.3613,34,-0.7086,43,-0.3478
ENSG00000166816,LDHD,18,-0.8253,20,-0.7274,47,0.74657,18,-0.7972,17,-0.9091,50,0.83970,30,-0.0321,53,0.92961
ENSG00000184517,ZFP1,26,-0.0717,26,-0.1048,20,-0.5445,30,0.13378,29,0.07472,34,0.34910,23,-0.2899,34,0.35467
ENSG00000050820,BCAR1,59,-0.2242,95,0.65584,72,0.10457,66,-0.0419,53,-0.3792,67,-0.0050,49,-0.5203,53,-0.3811
ENSG00000153774,CFDP1,17,-2.1966,100,0.56448,82,0.14923,68,-0.1561,97,0.42726,70,-0.1016,63,-0.2606,75,-0.0001
ENSG00000166822,TMEM170A,13,-1.2095,22,-0.4247,18,-0.7384,25,-0.2074,28,-0.0301,48,0.86406,27,-0.0656,53,1.04239
ENSG00000034713,GABARAPL2,225,-0.2780,305,0.24455,172,-0.7040,194,-0.5166,263,-0.0308,288,0.11818,338,0.38205,322,0.30134
ENSG00000065427,KARS,48,-0.1549,53,0.02453,67,0.40725,47,-0.1860,47,-0.1624,57,0.13091,50,-0.0865,50,-0.0684
ENSG00000166848,TERF2IP,191,-0.7272,375,0.40763,254,-0.2864,371,0.33177,253,-0.2924,336,0.16744,332,0.14618,242,-0.3585
ENSG00000152910,CNTNAP4,1,-4.4695,24,-0.1633,47,0.95622,29,0.12278,37,0.55707,17,-0.6830,23,-0.2417,37,0.53060
ENSG00000103111,MON1B,71,-0.0415,73,-0.0086,141,1.11620,64,-0.2125,82,0.17819,63,-0.2539,45,-0.7500,47,-0.6885
ENSG00000171724,VAT1L,41,-0.0130,20,-1.2314,64,0.72835,103,1.62358,43,0.07622,23,-0.8896,13,-1.7023,42,0.05636
ENSG00000178573,MAF,11,-2.0340,37,-0.1736,42,0.01954,10,-2.0700,66,0.78071,72,0.93814,36,-0.2223,59,0.60886
ENSG00000166446,CDYL2,1,-4.4820,73,1.63536,22,-0.6859,54,0.76202,11,-1.7427,33,-0.0343,26,-0.4343,14,-1.3178
ENSG00000103121,CMC2,58,0.26858,59,0.33765,40,-0.3256,28,-0.9072,42,-0.2753,43,-0.2363,59,0.28355,57,0.24553
ENSG00000166454,ATMIN,153,0.61398,112,0.11693,97,-0.1387,105,-0.0111,65,-0.7567,98,-0.1180,122,0.24181,85,-0.3446
ENSG00000140905,GCSH,85,-0.6235,79,-0.8103,100,-0.3656,53,-1.3412,159,0.37951,137,0.14078,173,0.52674,268,1.30369
ENSG00000153815,CMIP,221,-0.1075,285,0.35637,348,0.64674,284,0.30237,149,-0.7302,208,-0.2036,145,-0.7663,201,-0.2593
ENSG00000197943,PLCG2,66,0.60361,16,-1.7259,59,0.43353,28,-0.7692,58,0.38868,50,0.15386,60,0.46536,57,0.35943
ENSG00000135698,MPHOSPH6,49,0.03140,42,-0.2425,41,-0.2585,40,-0.2862,61,0.36724,53,0.16140,53,0.15536,53,0.13797
ENSG00000140945,CDH13,22,-1.7931,157,1.73397,51,-0.5156,59,-0.2887,51,-0.5209,65,-0.1370,53,-0.4761,25,-1.5845
ENSG00000230989,HSBP1,204,-0.1804,195,-0.2855,162,-0.5386,259,0.21141,204,-0.1763,283,0.35988,336,0.64966,212,-0.1175
ENSG00000103154,NECAB2,164,0.04811,298,1.30355,36,-2.2695,72,-1.2373,135,-0.2734,162,0.02286,203,0.39339,70,-1.2811
ENSG00000140943,MBTPS1,116,1.03709,47,-0.4962,43,-0.5792,101,0.78900,42,-0.6165,62,-0.0195,48,-0.4345,58,-0.1260
ENSG00000103160,HSDL1,16,-1.9053,54,-0.1186,73,0.38634,104,1.00391,44,-0.4384,47,-0.3174,77,0.48555,49,-0.2696
ENSG00000103168,TAF1C,25,-0.3177,37,0.37335,35,0.22652,34,0.20525,9,-1.8597,52,0.91273,17,-0.9099,27,-0.1859
ENSG00000103175,WFDC1,60,0.66242,24,-0.8610,26,-0.6410,18,-1.1876,43,0.12367,55,0.52850,65,0.80724,43,0.13349
ENSG00000103187,COTL1,77,0.44785,50,-0.3077,46,-0.3966,30,-1.0319,76,0.42968,80,0.50463,45,-0.4388,76,0.42027
ENSG00000135686,KLHL36,8,-2.1962,42,0.37881,31,-0.1810,44,0.41392,19,-0.8794,48,0.53224,27,-0.3912,49,0.57274
ENSG00000103194,USP10,16,-1.6872,68,0.61111,54,0.13111,56,0.19297,47,-0.0853,68,0.51457,32,-0.7054,38,-0.4233
ENSG00000153786,ZDHHC7,6,-2.2532,18,-0.7117,15,-0.8692,46,0.88512,35,0.39833,34,0.36790,28,0.06429,44,0.79632
ENSG00000135709,KIAA0513,235,-0.0507,238,-0.0320,230,-0.0871,379,0.74943,211,-0.2248,183,-0.4450,238,-0.0316,230,-0.0870
ENSG00000131149,GSE1,0,-5.5526,37,0.86357,28,0.24909,34,0.57418,19,-0.3564,25,0.06972,22,-0.1051,13,-0.9694
ENSG00000131148,EMC8,16,-0.8835,30,0.07366,37,0.40536,23,-0.3276,15,-0.9745,31,0.12665,36,0.37111,40,0.53882
ENSG00000131143,COX4I1,934,0.06538,758,-0.3063,790,-0.2048,749,-0.2886,1186,0.46162,772,-0.2421,1061,0.27515,1067,0.28461
ENSG00000103264,FBXO31,52,-0.4110,103,0.82426,62,-0.1537,85,0.36773,49,-0.5312,54,-0.3571,37,-0.9344,66,-0.0413
ENSG00000140941,MAP1LC3B,113,-0.6763,172,-0.0047,164,-0.0823,184,0.10660,173,0.00820,110,-0.7143,219,0.39244,246,0.58789
ENSG00000140948,ZCCHC14,48,0.36481,46,0.35251,26,-0.6186,24,-0.7300,51,0.46807,23,-0.7792,42,0.15025,39,0.00673
ENSG00000154118,JPH3,206,-0.0508,194,-0.1664,258,0.31462,238,0.18520,225,0.09069,199,-0.1044,241,0.20504,158,-0.4687
ENSG00000103257,SLC7A5,206,0.67683,123,-0.1990,124,-0.1566,172,0.37627,137,-0.0026,73,-0.9909,115,-0.2805,161,0.26159
ENSG00000179588,ZFPM1,32,-0.4684,50,0.28381,18,-1.3277,45,0.05078,41,-0.0894,48,0.15765,67,0.73108,38,-0.2077
ENSG00000167508,MVD,56,-0.6665,70,-0.3533,135,0.76269,130,0.69780,74,-0.2237,41,-1.1525,91,0.10617,102,0.28481
ENSG00000260630,SNAI3-AS1,9,-1.8328,17,-1.0182,45,0.61380,59,1.05793,30,-0.0926,27,-0.2091,32,0.02741,45,0.60662
ENSG00000198931,APRT,69,0.18017,72,0.29385,40,-0.6712,62,0.01556,63,0.03005,70,0.21938,61,-0.0218,45,-0.4900
ENSG00000167515,TRAPPC2L,151,0.65773,119,0.30576,85,-0.2827,108,0.09658,80,-0.3785,75,-0.4901,70,-0.5893,107,0.08504
ENSG00000176715,ACSF3,18,-0.7110,28,-0.0749,39,0.51369,31,0.10414,40,0.54780,35,0.32016,18,-0.6863,22,-0.4425
ENSG00000167522,ANKRD11,113,0.00227,117,0.06924,95,-0.2663,106,-0.1037,171,0.69902,100,-0.1874,116,0.04933,79,-0.5709
ENSG00000197912,SPG7,102,-0.2185,118,0.01435,94,-0.3537,114,-0.0481,120,0.03956,138,0.27506,129,0.16339,120,0.04256
