Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000082397,EPB41L3,156,0.48112,159,0.38100,82,-0.6758,107,-0.4064
ENSG00000173482,PTPRM,64,0.41591,49,-0.1123,32,-0.7770,51,-0.0951
ENSG00000206418,RAB12,27,0.47084,21,-0.0349,11,-1.0063,21,-0.1238
ENSG00000178127,NDUFV2,212,0.33773,155,-0.2642,132,-0.5179,180,-0.0363
ENSG00000101745,ANKRD12,119,0.26122,89,-0.2825,71,-0.6273,109,0.07456
ENSG00000017797,RALBP1,59,-0.0542,57,-0.1032,56,-0.1295,64,0.13813
ENSG00000168461,RAB31,34,-0.9964,82,0.61254,99,0.93606,57,0.00995
ENSG00000101558,VAPA,331,0.55492,273,0.07686,195,-0.4650,221,-0.4027
ENSG00000154856,APCDD1,17,-0.7920,43,0.85703,25,-0.0235,28,0.21697
ENSG00000134265,NAPG,102,1.08088,36,-0.9440,32,-1.1053,55,-0.4454
ENSG00000141404,GNAL,147,1.05779,63,-0.6679,53,-0.9172,77,-0.5397
ENSG00000255112,CHMP1B,98,0.36366,100,0.29483,56,-0.6319,75,-0.2575
ENSG00000154889,MPPE1,21,0.25157,15,-0.3561,6,-1.7899,22,0.33925
ENSG00000141385,AFG3L2,77,0.97886,25,-1.0951,29,-0.8828,45,-0.3543
ENSG00000134278,SPIRE1,66,0.21553,71,0.29026,63,0.09044,51,-0.3682
ENSG00000128789,PSMG2,50,0.33729,30,-0.5461,33,-0.4425,44,0.03109
ENSG00000085415,SEH1L,72,0.65293,54,-0.0145,31,-0.8462,47,-0.3554
ENSG00000168675,LDLRAD4,38,-0.0393,46,0.25907,20,-1.0375,42,0.23639
ENSG00000101654,RNMT,76,0.51235,42,-0.5778,24,-1.4227,63,0.10154
ENSG00000167088,SNRPD1,69,0.16374,53,-0.2764,65,0.02350,62,-0.0570
ENSG00000101752,MIB1,41,0.31794,21,-0.8371,30,-0.2611,37,0.06848
ENSG00000134508,CABLES1,19,-1.1206,61,0.94717,23,-0.6238,43,0.57542
ENSG00000101782,RIOK3,22,-0.1633,33,0.55552,20,-0.3059,24,-0.0008
ENSG00000141458,NPC1,10,-1.3284,74,2.45796,42,1.25538,9,-1.7055
ENSG00000141447,OSBPL1A,104,1.10617,53,-0.3650,60,-0.1763,44,-0.9451
ENSG00000154059,IMPACT,21,0.10298,34,0.88985,17,-0.2139,16,-0.4752
ENSG00000134504,KCTD1,50,0.69176,42,0.20295,23,-0.7483,30,-0.5196
ENSG00000171885,AQP4,43,-2.2662,520,2.27578,252,0.83599,119,-0.5943
ENSG00000170558,CDH2,86,0.73021,63,-0.0113,39,-0.7483,52,-0.4643
ENSG00000118276,B4GALT6,93,0.58298,41,-0.8784,24,-1.6639,77,0.14947
ENSG00000101746,NOL4,48,0.77878,18,-1.0461,17,-1.1252,33,-0.1024
ENSG00000134769,DTNA,89,-0.2336,108,0.13958,130,0.44282,97,-0.0530
ENSG00000166974,MAPRE2,405,0.96994,165,-0.7931,132,-1.1342,235,-0.3596
ENSG00000172466,ZNF24,20,-0.5205,57,1.31086,28,0.07238,23,-0.3314
ENSG00000141429,GALNT1,34,0.78434,27,0.21057,19,-0.3746,17,-0.7456
ENSG00000141425,RPRD1A,124,0.06758,116,-0.0457,98,-0.3158,123,0.07258
ENSG00000141424,SLC39A6,37,0.34758,55,0.92288,15,-1.1139,26,-0.4770
ENSG00000134759,ELP2,40,0.22787,45,0.36208,22,-0.7322,34,-0.1301
ENSG00000134775,FHOD3,48,1.17834,22,-0.5167,16,-0.9972,22,-0.7006
ENSG00000134779,TPGS2,125,0.37732,48,-1.2274,60,-0.8874,117,0.27740
ENSG00000101489,CELF4,275,0.17686,269,0.09522,186,-0.4912,251,-0.0293
ENSG00000078142,PIK3C3,30,0.13298,30,0.08169,21,-0.5140,29,0.02404
ENSG00000152214,RIT2,30,1.55448,0,-5.3851,3,-2.4324,14,-0.3876
ENSG00000132872,SYT4,361,0.88022,128,-1.0487,103,-1.3767,236,-0.1565
ENSG00000141469,SLC14A1,8,-1.2928,53,2.17927,23,0.63984,11,-0.8594
ENSG00000152234,ATP5F1A,479,0.57260,337,-0.1666,210,-0.9087,346,-0.1978
ENSG00000141622,RNF165,31,0.44931,45,0.94593,10,-1.4145,20,-0.5368
ENSG00000101638,ST8SIA5,51,0.98360,45,0.43805,18,-0.9892,23,-0.9088
ENSG00000078043,PIAS2,30,-0.0403,47,0.71244,23,-0.4048,28,-0.1639
ENSG00000167220,HDHD2,67,0.21624,86,0.58791,69,0.22417,47,-0.5902
ENSG00000134049,IER3IP1,35,0.43662,27,-0.1399,25,-0.2444,26,-0.2686
ENSG00000175387,SMAD2,48,0.23778,75,0.94727,37,-0.2141,32,-0.6504
ENSG00000134030,CTIF,111,0.33292,118,0.34397,60,-0.7328,87,-0.2228
ENSG00000141627,DYM,29,-0.0731,34,0.19382,16,-0.9458,33,0.27469
ENSG00000177576,C18orf32,176,0.28085,137,-0.1954,139,-0.1794,148,-0.1184
ENSG00000265681,RPL17,640,-0.5979,1089,0.39069,1188,0.53835,884,0.07450
ENSG00000167315,ACAA2,8,-1.6985,40,1.13620,18,-0.1355,25,0.60453
ENSG00000141644,MBD1,40,0.37989,41,0.30710,24,-0.5288,30,-0.3103
ENSG00000154832,CXXC1,22,0.20687,35,0.88524,19,-0.1397,16,-0.6055
ENSG00000141639,MAPK4,19,-0.4134,21,-0.1416,20,-0.1673,27,0.46697
ENSG00000134042,MRO,14,-1.2204,45,0.88265,36,0.49052,29,0.24483
ENSG00000082212,ME2,45,0.50458,43,0.30825,25,-0.5809,30,-0.4220
ENSG00000141646,SMAD4,30,0.35870,41,0.80077,24,-0.0772,19,-0.7352
ENSG00000187323,DCC,37,2.06294,0,-5.8484,4,-2.2714,12,-0.9259
ENSG00000134046,MBD2,22,0.40467,22,0.28297,22,0.24970,14,-0.6329
ENSG00000041353,RAB27B,78,1.00384,34,-0.6515,23,-1.2427,44,-0.4122
ENSG00000196628,TCF4,223,0.68198,122,-0.4965,86,-1.0476,157,-0.1646
ENSG00000091164,TXNL1,151,0.59452,70,-0.8113,50,-1.3123,120,0.06380
ENSG00000091157,WDR7,171,1.16437,90,-0.2858,40,-1.5326,82,-0.6534
ENSG00000177511,ST8SIA3,180,0.89012,77,-0.7622,46,-1.5368,114,-0.2085
ENSG00000066926,FECH,22,1.09566,13,-0.1591,22,0.73499,6,-1.5848
ENSG00000134440,NARS,168,0.91595,83,-0.5134,56,-1.1135,98,-0.3878
ENSG00000049759,NEDD4L,104,0.51505,72,-0.2329,34,-1.3764,82,-0.0190
ENSG00000074657,ZNF532,34,0.56255,23,-0.2702,44,0.82016,18,-0.8969
ENSG00000166562,SEC11C,173,0.66817,149,0.21821,104,-0.3543,100,-0.6271
ENSG00000074695,LMAN1,24,0.62110,9,-1.0203,19,0.10403,16,-0.3306
ENSG00000101542,CDH20,32,0.79866,17,-0.4351,23,-0.0286,17,-0.6283
ENSG00000134444,RELCH,62,1.40310,24,-0.6240,17,-1.1633,24,-0.8818
ENSG00000081913,PHLPP1,23,-0.2487,61,1.50981,36,0.58009,16,-1.0131
ENSG00000119537,KDSR,32,0.10203,55,1.01577,39,0.41581,21,-0.8588
ENSG00000119541,VPS4B,62,0.49919,65,0.43818,30,-0.7679,42,-0.4291
ENSG00000171451,DSEL,27,0.75728,18,-0.1151,23,0.27941,13,-0.8542
ENSG00000166479,TMX3,54,1.39390,30,-0.1135,20,-0.7276,18,-1.1990
ENSG00000206052,DOK6,50,-0.6969,83,0.26956,55,-0.3971,87,0.59181
ENSG00000141668,CBLN2,34,0.94880,20,-0.2363,1,-3.8892,21,-0.2356
ENSG00000166342,NETO1,52,1.47585,14,-1.1333,12,-1.3261,21,-0.7862
ENSG00000263958,AC091138.1,26,0.67171,9,-1.1309,13,-0.5509,18,-0.1198
ENSG00000075336,TIMM21,27,0.58750,22,0.11798,13,-0.6953,18,-0.3850
ENSG00000166347,CYB5A,25,0.11537,31,0.42900,16,-0.6060,23,-0.0922
ENSG00000133313,CNDP2,85,-0.0011,126,0.64974,60,-0.5444,81,-0.1203
ENSG00000150656,CNDP1,3,-3.5874,147,3.66407,49,1.03843,8,-2.2650
ENSG00000180011,ZADH2,32,0.29445,17,-0.8080,15,-0.9575,31,0.28021
ENSG00000197971,MBP,449,-3.1660,10641,2.51475,11264,2.65842,571,-3.0255
ENSG00000263146,LINC01896,10,-1.5226,41,0.94099,43,1.00454,24,0.07741
ENSG00000166377,ATP9B,24,1.14338,10,-0.5646,11,-0.5215,10,-0.7845
ENSG00000122490,SLC66A2,105,-0.1368,143,0.39463,98,-0.2246,114,0.03029
ENSG00000226742,HSBP1L1,13,-0.3350,6,-1.3557,14,-0.1031,19,0.70108
ENSG00000141759,TXNL4A,213,0.09750,153,-0.4494,210,0.04899,207,0.05053
ENSG00000101546,RBFA,20,0.54778,8,-1.0784,9,-0.7998,16,0.06067
ENSG00000105556,MIER2,29,1.06716,24,0.42841,18,-0.0890,10,-1.3472
ENSG00000183186,C2CD4C,39,0.26382,25,-0.5174,15,-1.2361,38,0.28826
ENSG00000129946,SHC2,69,0.25043,67,0.14447,74,0.30766,51,-0.4355
ENSG00000141933,TPGS1,65,0.17650,60,-0.0239,43,-0.5503,61,0.03723
ENSG00000099804,CDC34,122,0.59285,86,-0.1479,56,-0.8093,85,-0.2502
ENSG00000172270,BSG,632,0.52869,626,0.36158,361,-0.5268,410,-0.4910
ENSG00000099822,HCN2,79,-0.3417,147,0.76091,79,-0.2697,94,0.02273
ENSG00000099821,POLRMT,58,0.23713,86,0.84950,42,-0.3538,42,-0.5315
ENSG00000070423,RNF126,58,0.34582,43,-0.2574,52,0.06751,45,-0.2572
ENSG00000099864,PALM,157,-0.7454,290,0.39411,298,0.43945,248,0.23093
ENSG00000011304,PTBP1,14,-0.3722,40,1.53895,20,0.33171,12,-0.7723
ENSG00000129951,PLPPR3,90,-0.0702,149,0.78084,68,-0.5000,88,-0.1473
ENSG00000175221,MED16,61,0.01135,76,0.37507,48,-0.3624,59,-0.0447
ENSG00000198858,R3HDM4,67,0.16754,80,0.40169,55,-0.2059,56,-0.2577
ENSG00000065268,WDR18,45,0.07077,63,0.61858,27,-0.7593,42,-0.1089
ENSG00000182087,TMEM259,118,0.49255,130,0.51968,77,-0.3374,74,-0.6027
ENSG00000099817,POLR2E,148,-0.0397,115,-0.4235,113,-0.4503,171,0.34327
ENSG00000167468,GPX4,620,-0.2823,777,0.14910,593,-0.2875,789,0.28740
ENSG00000118046,STK11,69,-0.2676,105,0.48174,90,0.23144,75,-0.0849
ENSG00000099625,CBARP,51,0.37853,34,-0.4040,29,-0.6049,43,-0.0037
ENSG00000099624,ATP5F1D,426,-0.0504,525,0.30523,354,-0.3340,442,0.03464
ENSG00000167470,MIDN,31,-0.1535,51,0.70116,15,-1.1867,35,0.14243
ENSG00000099622,CIRBP,273,-0.3779,537,0.82881,339,0.05462,314,-0.1109
ENSG00000228300,FAM174C,36,0.03911,31,-0.2184,30,-0.2268,37,0.13176
ENSG00000160953,PWWP3A,52,-0.3940,123,1.14722,56,-0.1723,58,-0.2169
ENSG00000115286,NDUFS7,166,-0.1202,215,0.33546,203,0.23929,166,-0.1430
ENSG00000130005,GAMT,93,-0.2802,200,1.07835,106,-0.0079,93,-0.3297
ENSG00000071626,DAZAP1,41,-0.0873,88,1.24409,46,0.13465,32,-0.6940
ENSG00000115268,RPS15,656,-0.8013,1381,0.56675,1629,0.85379,964,-0.0462
ENSG00000115266,APC2,156,0.55260,147,0.29576,98,-0.3639,98,-0.5373
ENSG00000119559,C19orf25,60,0.11035,75,0.44290,55,-0.0532,51,-0.2828
ENSG00000115255,REEP6,24,0.64045,17,-0.0696,30,0.87450,11,-1.1195
ENSG00000071655,MBD3,44,-0.9887,136,1.03547,94,0.39284,75,0.05454
ENSG00000127540,UQCR11,646,-0.4328,817,0.04045,860,0.12530,889,0.29784
ENSG00000079313,REXO1,39,-0.1133,34,-0.3025,47,0.23143,43,0.11326
ENSG00000129911,KLF16,70,0.21642,44,-0.5599,44,-0.5654,68,0.18615
ENSG00000129968,ABHD17A,129,-0.6319,225,0.40319,263,0.66233,178,0.02687
ENSG00000227500,SCAMP4,41,0.69521,51,0.85656,19,-0.7348,20,-0.9129
ENSG00000133275,CSNK1G2,61,0.12706,68,0.27573,52,-0.1789,54,-0.1678
ENSG00000133243,BTBD2,166,-0.3406,255,0.44166,195,-0.0019,203,0.09530
ENSG00000099875,MKNK2,18,0.18424,20,0.27378,20,0.25403,14,-0.4045
ENSG00000065000,AP3D1,154,0.75654,131,0.26423,69,-0.7521,86,-0.6191
ENSG00000104886,PLEKHJ1,74,0.07312,91,0.38338,59,-0.3074,69,-0.1237
ENSG00000104897,SF3A2,14,-0.3577,34,1.26679,17,0.10362,13,-0.4478
ENSG00000104904,OAZ1,715,-0.0331,748,0.04802,527,-0.5102,779,0.18699
ENSG00000130332,LSM7,93,-0.2362,91,-0.2134,100,-0.0622,116,0.30907
ENSG00000005206,SPPL2B,33,0.54011,52,1.19610,21,-0.3091,15,-1.1517
ENSG00000099800,TIMM13,107,-0.3797,167,0.44068,133,0.06594,133,0.10014
ENSG00000176533,GNG7,55,-0.5190,107,0.67101,139,1.13691,58,-0.5098
ENSG00000176490,DIRAS1,148,0.35664,103,-0.3365,57,-1.2280,134,0.14246
ENSG00000141873,SLC39A3,62,0.76411,44,-0.0144,24,-0.9729,37,-0.4410
ENSG00000104969,SGTA,108,0.06199,143,0.51488,97,-0.1216,95,-0.2483
ENSG00000172009,THOP1,93,0.27392,106,0.42497,63,-0.4326,73,-0.2945
ENSG00000104964,TLE5,517,-0.3636,636,0.05147,618,0.00361,685,0.28795
ENSG00000088256,GNA11,59,-0.6782,115,0.55891,76,-0.1257,93,0.34284
ENSG00000125912,NCLN,51,0.29754,53,0.26343,30,-0.6295,42,-0.1784
ENSG00000161082,CELF5,187,0.66924,109,-0.4039,57,-1.3904,134,-0.1127
ENSG00000141905,NFIC,44,-0.7995,98,0.65467,87,0.44841,69,0.12945
ENSG00000129932,DOHH,36,-0.3601,94,1.34078,52,0.29568,34,-0.5955
ENSG00000105325,FZR1,66,0.23177,85,0.57373,39,-0.6846,54,-0.2567
ENSG00000161091,MFSD12,88,0.37959,81,0.13024,47,-0.7265,69,-0.1716
ENSG00000186111,PIP5K1C,172,0.34340,131,-0.1916,101,-0.5982,145,-0.0439
ENSG00000183617,MRPL54,42,-0.3443,59,0.26091,51,0.02548,53,0.17355
ENSG00000007264,MATK,60,-0.3172,74,0.09200,51,-0.5149,81,0.41206
ENSG00000105278,ZFR2,29,0.48109,23,-0.0703,12,-1.0083,23,-0.1196
ENSG00000167654,ATCAY,259,0.54664,201,-0.0302,92,-1.2373,193,-0.1525
ENSG00000167657,DAPK3,59,0.77343,59,0.55540,30,-0.5257,29,-0.8723
ENSG00000167658,EEF2,374,-0.6487,721,0.55799,670,0.43377,532,0.08083
ENSG00000105229,PIAS4,30,1.04571,23,0.29157,20,0.08554,10,-1.3230
ENSG00000178951,ZBTB7A,95,-0.3888,156,0.51442,95,-0.2991,124,0.20603
ENSG00000126934,MAP2K2,166,0.32030,150,0.06801,122,-0.2613,131,-0.2309
ENSG00000089847,ANKRD24,20,-0.6240,33,0.28921,19,-0.5793,34,0.58426
ENSG00000105255,FSD1,120,0.72607,29,-1.7241,39,-1.2715,92,0.10014
ENSG00000008382,MPND,50,0.18445,55,0.29764,36,-0.4018,43,-0.1552
ENSG00000141985,SH3GL1,48,-0.0607,43,-0.2121,32,-0.6462,56,0.34848
ENSG00000167671,UBXN6,208,0.05615,151,-0.4657,162,-0.3571,221,0.24141
ENSG00000167674,HDGFL2,58,0.41551,63,0.43089,28,-0.8440,42,-0.3197
ENSG00000167680,SEMA6B,154,-0.1200,182,0.18571,122,-0.4589,175,0.18945
ENSG00000185361,TNFAIP8L1,37,0.06628,28,-0.4121,28,-0.3822,39,0.22375
ENSG00000074842,MYDGF,96,0.77355,56,-0.3482,34,-1.0912,61,-0.2971
ENSG00000142002,DPP9,22,0.39619,23,0.32692,21,0.18792,14,-0.6160
ENSG00000176840,MIR7-3HG,23,-1.1774,43,0.02215,21,-1.0862,62,1.21958
ENSG00000141965,FEM1A,44,0.31659,42,0.14306,30,-0.3958,35,-0.2138
ENSG00000127663,KDM4B,29,0.93369,13,-0.5824,15,-0.4065,15,-0.5821
ENSG00000130254,SAFB2,64,0.32611,58,0.08985,60,0.12848,47,-0.4023
ENSG00000160633,SAFB,100,0.47368,91,0.17149,58,-0.5412,71,-0.3373
ENSG00000130255,RPL36,737,-0.5575,1283,0.46451,1470,0.69693,939,-0.0798
ENSG00000174917,MICOS13,234,-0.1062,231,-0.0992,200,-0.3312,270,0.25241
ENSG00000167733,HSD11B1L,140,-0.0186,188,0.47152,124,-0.2100,135,-0.1183
ENSG00000196365,LONP1,56,-0.0667,70,0.29276,49,-0.2703,59,0.03345
ENSG00000174886,NDUFA11,234,-0.3471,306,0.16133,280,0.01966,301,0.22221
ENSG00000031823,RANBP3,50,0.28336,71,0.79320,24,-0.9468,38,-0.3675
ENSG00000130382,MLLT1,73,0.02911,107,0.64701,80,0.15168,61,-0.4055
ENSG00000125656,CLPP,47,-0.0148,70,0.65800,27,-0.8813,47,-0.0221
ENSG00000125652,ALKBH7,66,-0.2722,104,0.52513,89,0.27452,72,-0.1235
ENSG00000125651,GTF2F1,72,0.67301,66,0.33923,39,-0.5201,41,-0.6369
ENSG00000088247,KHSRP,41,0.02315,49,0.31506,30,-0.4417,40,-0.0012
ENSG00000125648,SLC25A23,184,-0.2438,232,0.18931,227,0.15434,212,0.06873
ENSG00000104833,TUBB4A,691,0.46862,734,0.43839,458,-0.3294,450,-0.5349
ENSG00000125730,C3,8,-1.8512,67,2.02717,61,1.85820,11,-1.4302
ENSG00000125734,GPR108,21,-0.0638,40,1.07112,24,0.17739,16,-0.6056
ENSG00000171105,INSR,31,0.32813,25,-0.0822,19,-0.5119,26,-0.0955
ENSG00000104880,ARHGEF18,11,-0.7835,35,1.19744,20,0.26310,16,-0.1338
ENSG00000198816,ZNF358,54,-0.9772,136,0.71514,152,0.91474,87,-0.0465
ENSG00000090674,MCOLN1,51,0.47235,38,-0.1362,21,-1.0586,40,-0.0747
ENSG00000032444,PNPLA6,119,0.46167,124,0.40417,71,-0.4987,81,-0.4520
ENSG00000076826,CAMSAP3,39,0.15497,41,0.20289,15,-1.2974,38,0.13821
ENSG00000076924,XAB2,31,0.91759,19,-0.2177,13,-0.7798,17,-0.5752
ENSG00000229833,PET100,205,0.15577,130,-0.6131,150,-0.3875,206,0.20350
ENSG00000181029,TRAPPC5,370,0.33692,302,-0.0855,200,-0.7342,314,-0.0397
ENSG00000142459,EVI5L,49,-0.3482,78,0.49243,75,0.42311,55,-0.1147
ENSG00000183248,PRR36,108,-0.0459,144,0.42714,79,-0.5406,112,0.03640
ENSG00000076984,MAP2K7,24,0.21139,31,0.59265,15,-0.5885,19,-0.2750
ENSG00000260001,TGFBR3L,102,-0.2029,99,-0.1969,82,-0.4991,130,0.42339
ENSG00000104976,SNAPC2,19,-0.0058,25,0.46452,13,-0.6220,19,0.00525
ENSG00000178531,CTXN1,519,-0.1466,626,0.19182,487,-0.2146,584,0.12936
ENSG00000104980,TIMM44,33,0.75272,10,-1.2820,26,0.10536,20,-0.4130
ENSG00000066044,ELAVL1,42,-0.3242,81,0.83645,38,-0.4147,49,0.01149
ENSG00000090661,CERS4,26,-0.2584,73,1.60171,25,-0.2124,22,-0.6814
ENSG00000167775,CD320,42,-0.0682,70,0.78262,24,-0.9522,43,-0.0293
ENSG00000267855,NDUFA7,135,0.13218,96,-0.4516,90,-0.5502,138,0.22731
ENSG00000233927,RPS28,801,-0.8066,1615,0.49072,1868,0.74029,1231,0.06470
ENSG00000185236,RAB11B,134,0.02014,205,0.72447,97,-0.5023,123,-0.1954
ENSG00000099785,MARCH2,41,-0.2818,55,0.25211,59,0.38079,47,-0.0316
ENSG00000099783,HNRNPM,76,0.39857,102,0.80249,49,-0.4240,48,-0.6445
ENSG00000133250,ZNF414,27,0.23458,25,0.04775,18,-0.4351,23,-0.0814
ENSG00000198258,UBL5,423,-0.0116,362,-0.2565,393,-0.1288,451,0.15518
ENSG00000127445,PIN1,490,0.29860,350,-0.3291,287,-0.6371,439,0.05754
ENSG00000105088,OLFM2,102,0.31502,97,0.14251,79,-0.1977,79,-0.2811
ENSG00000080573,COL5A3,36,-0.3176,50,0.31500,19,-1.2091,49,0.48258
ENSG00000130813,SHFL,57,0.19351,61,0.26147,34,-0.6800,51,-0.0638
ENSG00000130811,EIF3G,84,0.22178,68,-0.1855,91,0.28772,68,-0.2614
ENSG00000130816,DNMT1,20,0.29176,13,-0.4977,10,-0.9205,19,0.18937
ENSG00000105364,MRPL4,75,-0.1799,103,0.37564,51,-0.7340,90,0.23154
ENSG00000105376,ICAM5,178,1.29904,37,-1.6444,31,-1.8847,91,-0.4016
ENSG00000267673,FDX2,113,-0.3169,141,0.10801,112,-0.2582,149,0.32325
ENSG00000105401,CDC37,193,0.59749,152,0.03010,92,-0.7666,130,-0.3375
ENSG00000065989,PDE4A,81,0.53384,48,-0.4577,68,0.09719,55,-0.3921
ENSG00000079999,KEAP1,55,0.13782,90,0.94598,51,-0.0118,39,-0.6303
ENSG00000130734,ATG4D,29,0.26811,27,0.07167,13,-1.0542,26,0.03990
ENSG00000129355,CDKN2D,288,0.29806,231,-0.1423,205,-0.3260,242,-0.1030
ENSG00000129353,SLC44A2,52,-0.5312,165,1.56431,67,-0.0161,55,-0.4891
ENSG00000267100,ILF3-DT,19,-0.5048,32,0.44128,20,-0.3224,28,0.34190
ENSG00000129351,ILF3,93,0.12526,136,0.73348,63,-0.5252,78,-0.2924
ENSG00000213339,QTRT1,62,0.49516,85,0.90431,31,-0.7279,36,-0.7205
ENSG00000079805,DNM2,23,-0.2901,81,1.99825,22,-0.3093,17,-1.0045
ENSG00000142453,CARM1,85,0.69120,57,-0.1746,31,-1.0972,57,-0.2726
ENSG00000130733,YIPF2,31,0.32413,39,0.58350,28,0.05150,21,-0.6184
ENSG00000142444,TIMM29,23,0.55170,18,-0.0228,8,-1.2861,17,-0.1511
ENSG00000127616,SMARCA4,77,-0.1331,85,0.05915,72,-0.2255,88,0.17774
ENSG00000105514,RAB3D,35,1.22403,19,-0.2047,8,-1.4380,15,-0.7701
ENSG00000105518,TMEM205,139,0.10379,170,0.41030,99,-0.4737,127,-0.1114
ENSG00000105520,PLPPR2,261,0.78606,126,-0.6322,124,-0.6523,164,-0.3312
ENSG00000130175,PRKCSH,84,-0.0051,146,0.92389,93,0.15578,67,-0.5487
ENSG00000196361,ELAVL3,191,0.05069,185,-0.0114,161,-0.2331,190,0.04615
ENSG00000130159,ECSIT,53,0.35232,49,0.12858,40,-0.2069,40,-0.3085
ENSG00000130165,ELOF1,41,-0.2255,96,1.26165,39,-0.2422,38,-0.4194
ENSG00000173875,ZNF791,16,-0.2559,20,0.18689,9,-0.9535,21,0.43551
ENSG00000123154,WDR83,22,0.71502,14,-0.2653,15,-0.0972,13,-0.5686
ENSG00000105583,WDR83OS,108,0.12178,124,0.30741,97,-0.0878,94,-0.2124
ENSG00000095059,DHPS,63,0.42642,40,-0.4252,31,-0.8255,52,0.01525
ENSG00000105576,TNPO2,119,-0.3615,182,0.40937,117,-0.3134,155,0.24160
ENSG00000123144,TRIR,176,-0.0134,200,0.19984,210,0.27629,164,-0.1929
ENSG00000198356,GET3,123,0.39298,78,-0.4476,55,-0.9995,107,0.09561
ENSG00000171223,JUNB,59,1.00498,61,0.74808,24,-0.7259,22,-1.2220
ENSG00000167815,PRDX2,536,0.29239,433,-0.1318,329,-0.5666,465,-0.0260
ENSG00000132026,RTBDN,55,1.58766,17,-0.9015,9,-1.8272,21,-0.8812
ENSG00000105613,MAST1,124,0.36178,113,0.11508,65,-0.7619,100,-0.1381
ENSG00000105612,DNASE2,18,-0.2161,32,0.83427,13,-0.5782,19,-0.0284
ENSG00000105607,GCDH,18,0.12242,23,0.45564,13,-0.3965,16,-0.1764
ENSG00000179115,FARSA,144,0.74570,96,-0.1545,65,-0.7468,88,-0.4232
ENSG00000179218,CALR,153,0.66857,119,0.05459,88,-0.4229,92,-0.5270
ENSG00000179262,RAD23A,118,-0.0622,154,0.38898,96,-0.3763,122,0.01895
ENSG00000179271,GADD45GIP1,206,-0.0574,264,0.36270,203,-0.0671,205,-0.0823
ENSG00000008441,NFIX,54,-0.8905,155,1.02554,104,0.33040,86,0.02610
ENSG00000104907,TRMT1,29,0.42566,37,0.74509,21,-0.2202,17,-0.7121
ENSG00000160877,NACC1,75,0.49499,38,-0.7190,67,0.17253,53,-0.3078
ENSG00000104915,STX10,39,1.12610,11,-1.2603,19,-0.4253,19,-0.6131
ENSG00000141837,CACNA1A,105,0.90372,38,-1.0083,34,-1.1695,66,-0.2298
ENSG00000104979,C19orf53,173,-0.2159,186,-0.0485,196,0.04284,205,0.19002
ENSG00000187556,NANOS3,44,-0.0846,53,0.25147,49,0.10826,44,-0.0770
ENSG00000132024,CC2D1A,49,0.54673,50,0.43079,23,-0.8061,32,-0.4645
ENSG00000141854,MISP3,17,-0.5132,35,0.76690,29,0.44969,21,-0.1475
ENSG00000141858,SAMD1,30,-0.6516,73,0.94080,51,0.32813,40,-0.0881
ENSG00000072062,PRKACA,145,0.61039,100,-0.1774,47,-1.3581,106,-0.1373
ENSG00000072071,ADGRL1,204,0.65122,171,0.16622,88,-0.8808,130,-0.4238
ENSG00000123143,PKN1,30,-0.2901,50,0.62568,60,0.93035,27,-0.5351
ENSG00000123159,GIPC1,67,0.24334,59,-0.0122,68,0.20707,53,-0.3123
ENSG00000132002,DNAJB1,89,0.42690,85,0.23565,50,-0.6008,65,-0.3017
ENSG00000099797,TECR,223,0.13072,334,0.77828,186,-0.1941,176,-0.4384
ENSG00000099795,NDUFB7,253,-0.2149,346,0.34979,262,-0.1050,288,0.07541
ENSG00000105143,SLC1A6,29,0.60134,29,0.39097,12,-0.9214,18,-0.4712
ENSG00000105135,ILVBL,45,0.64317,36,0.07876,29,-0.2389,27,-0.5767
ENSG00000141867,BRD4,91,0.29647,84,0.08406,59,-0.4821,75,-0.1412
ENSG00000105127,AKAP8,37,0.93750,30,0.27853,19,-0.4712,17,-0.9248
ENSG00000011243,AKAP8L,52,0.19833,66,0.52530,36,-0.4338,43,-0.2734
ENSG00000011451,WIZ,31,-0.4261,69,0.97535,41,0.07503,36,-0.1724
ENSG00000167460,TPM4,52,0.54310,48,0.24822,44,0.11743,31,-0.7008
ENSG00000167461,RAB8A,22,-0.3523,25,-0.0775,24,-0.1723,30,0.39583
ENSG00000105058,FAM32A,85,0.32602,47,-0.7105,51,-0.5799,77,0.12874
ENSG00000072958,AP1M1,108,1.01450,58,-0.3256,47,-0.6436,53,-0.6821
ENSG00000127527,EPS15L1,23,0.18654,19,-0.2101,27,0.40830,19,-0.2778
ENSG00000085872,CHERP,36,0.23353,41,0.37625,17,-0.9860,31,-0.0798
ENSG00000127526,SLC35E1,50,0.76976,32,-0.1820,14,-1.4855,32,-0.2760
ENSG00000214046,SMIM7,61,0.39287,54,0.07121,40,-0.3934,46,-0.2587
ENSG00000072954,TMEM38A,77,1.08156,23,-1.2093,14,-1.9359,45,-0.2453
ENSG00000127511,SIN3B,132,0.81181,76,-0.3318,50,-0.9979,81,-0.3640
ENSG00000099331,MYO9B,11,-0.9793,59,2.07332,41,1.35870,9,-1.5875
