top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,in_rows,in_rows_top20,results
1,pairwise,Sp09D09-Sp09D01,SLC24A2,8.532247422952715,1.1126506443288024e-15,6.929588212879781e-12,5541,-1.4268143408950564,ENSG00000155886,,,
2,pairwise,Sp09D09-Sp09D01,CHGA,7.44686487957208,1.338821355422007e-12,3.3685374706434813e-9,8443,-1.1856047345464233,ENSG00000100604,,,
3,pairwise,Sp09D09-Sp09D01,SORL1,7.299316637944162,3.356145409403814e-12,6.967357869922318e-9,7174,-0.6484186410607231,ENSG00000137642,,,
4,pairwise,Sp09D09-Sp09D01,DCLK1,6.942748746514296,2.945927690507109e-11,4.0771639236618386e-8,7948,-0.6645955593646118,ENSG00000133083,,,
5,pairwise,Sp09D09-Sp09D01,LHFPL6,6.778702058903714,7.813662399741098e-11,9.73269788511751e-8,7960,-1.2004083175128804,ENSG00000183722,,,
6,pairwise,Sp09D09-Sp09D01,NCALD,6.632490305081898,1.839616892606086e-10,1.909522334525117e-7,5348,-0.8007913949361933,ENSG00000104490,,,
7,pairwise,Sp09D09-Sp09D01,STMN2,6.594897156004992,2.2880101353419858e-10,2.192265711216906e-7,5278,-0.6796179460902003,ENSG00000104435,,,
8,pairwise,Sp09D09-Sp09D01,TUBB3,6.129430175042398,3.1734610664396107e-9,2.3252135907983406e-6,9489,-0.6178349107633494,ENSG00000258947,,,
9,pairwise,Sp09D09-Sp09D01,NTNG1,6.015224481893635,5.926292424276352e-9,4.100994357599236e-6,620,-1.7943704151761275,ENSG00000162631,,,
10,pairwise,Sp09D09-Sp09D01,PLCH1,5.982146374188539,7.090376673732196e-9,4.648301676210959e-6,2626,-1.800243557776665,ENSG00000114805,,,
1,pairwise,Sp09D03-Sp09D02,SYT1,8.049940434135785,2.7876122869863053e-14,2.1844761618668886e-11,7625,-0.7722958929295807,ENSG00000067715,,,
2,pairwise,Sp09D03-Sp09D02,EFHD2,7.62366766939795,4.3849688284367923e-13,2.1847668690803474e-10,129,-1.2891094425803953,ENSG00000142634,,,
3,pairwise,Sp09D03-Sp09D02,PGRMC1,7.158322676631669,7.989133044749956e-12,2.487816030135136e-9,12302,-0.5561241562202035,ENSG00000101856,,,
4,pairwise,Sp09D03-Sp09D02,PDE1A,6.989754242999867,2.2213137226586546e-11,6.148596384319156e-9,1830,-0.8698814482486643,ENSG00000115252,,,
5,pairwise,Sp09D03-Sp09D02,SSTR2,6.959132498822381,2.6702201733806006e-11,7.076651591410375e-9,10065,-1.2812757822900522,ENSG00000180616,,,
6,pairwise,Sp09D03-Sp09D02,DIRAS2,6.937030442889616,3.048604731224147e-11,7.749677659617954e-9,5691,-1.4109882633530715,ENSG00000165023,,,
7,pairwise,Sp09D03-Sp09D02,SV2B,6.852933823369774,5.034872886196286e-11,1.2296936602051165e-8,8889,-0.855688856195326,ENSG00000185518,,,
8,pairwise,Sp09D03-Sp09D02,DCLK1,6.771410340661201,8.156966751222868e-11,1.8143424616648577e-8,7948,-0.6481941673747658,ENSG00000133083,,,
9,pairwise,Sp09D03-Sp09D02,SEMA3E,6.729322250237261,1.0448497136148557e-10,2.2439048332390762e-8,4715,-2.2443987813400312,ENSG00000170381,,,
10,pairwise,Sp09D03-Sp09D02,IPCEF1,6.662653820800176,1.5433200133189287e-10,3.112775629031882e-8,4385,-1.4335994907486551,ENSG00000074706,,,
1,pairwise,Sp09D04-Sp09D02,CCN2,12.392283805209862,3.87396497812928e-28,4.825410776757831e-24,4317,-3.1853470301868256,ENSG00000118523,,,
2,pairwise,Sp09D04-Sp09D02,EFHD2,12.21757563693096,1.537006355683232e-27,9.57247558319517e-24,129,-2.0476251521690187,ENSG00000142634,,,
3,pairwise,Sp09D04-Sp09D02,SEMA3E,11.753033407650925,5.842938514708456e-26,1.819491053480213e-22,4715,-3.8852436092056237,ENSG00000170381,,,
4,pairwise,Sp09D04-Sp09D02,TLE4,10.959095615286671,2.6422608325061792e-23,5.485333488282829e-20,5664,-1.9471071521864962,ENSG00000106829,,,
5,pairwise,Sp09D04-Sp09D02,CPLX3,10.530125945730706,6.745118009557659e-22,1.2002455703864314e-18,8788,-2.4913885843022365,ENSG00000213578,,,
6,pairwise,Sp09D04-Sp09D02,KRT17,10.081262054371674,1.8933133073802728e-20,2.9478888195910846e-17,9833,-3.7839178060345913,ENSG00000128422,,,
7,pairwise,Sp09D04-Sp09D02,HS3ST4,10.026493791589848,2.832138435667922e-20,3.9196795949644044e-17,9138,-2.8366799795537445,ENSG00000182601,,,
8,pairwise,Sp09D04-Sp09D02,DIRAS2,9.664058970140736,3.970451221816177e-19,4.94559404189423e-16,5691,-1.9482691702571175,ENSG00000165023,,,
9,pairwise,Sp09D04-Sp09D02,NNAT,9.202477539941764,1.0731794310695183e-17,1.2152293630365381e-14,11403,-1.2465945263469003,ENSG00000053438,,,
10,pairwise,Sp09D04-Sp09D02,PTPRU,8.82910070129266,1.456722140718613e-16,1.3957639219070034e-13,265,-2.1603887681594585,ENSG00000060656,,,
1,pairwise,Sp09D05-Sp09D02,GFAP,11.573742071415632,2.3526031737710378e-25,2.9304025132492045e-21,9897,-1.78852713044059,ENSG00000131095,,,
2,pairwise,Sp09D05-Sp09D02,SPARC,10.569914029875822,5.004853682924853e-22,3.1170228737255985e-18,3674,-1.395240059941516,ENSG00000113140,,,
3,pairwise,Sp09D05-Sp09D02,SNORC,9.946612909682814,5.0869586175916777e-20,1.5840789135180485e-16,2016,-1.5010380951994264,ENSG00000182600,,,
4,pairwise,Sp09D05-Sp09D02,SFRP2,9.755453813859713,2.048603687732331e-19,5.103481506878783e-16,3148,-3.6018742752348487,ENSG00000145423,,,
5,pairwise,Sp09D05-Sp09D02,ID3,9.03724391658163,3.426691890878944e-17,7.113812365464688e-14,194,-1.9152522666209943,ENSG00000117318,,,
6,pairwise,Sp09D05-Sp09D02,AHNAK,8.996145955999113,4.566331707476994e-17,8.125461106904776e-14,6791,-1.1975383574260636,ENSG00000124942,,,
7,pairwise,Sp09D05-Sp09D02,TXNIP,8.537500150290137,1.0736827193228434e-15,1.3803517053711604e-12,721,-1.5135950306071448,ENSG00000265972,,,
8,pairwise,Sp09D05-Sp09D02,CD81,8.532840425961354,1.1081821655195572e-15,1.3803517053711604e-12,6544,-0.5325322000794177,ENSG00000110651,,,
9,pairwise,Sp09D05-Sp09D02,METRN,8.308978075758535,5.007292792120456e-15,5.670076274422945e-12,8944,-0.657270682392511,ENSG00000103260,,,
10,pairwise,Sp09D05-Sp09D02,DDR1,8.202956184716507,1.0148629324716633e-14,9.579804289062686e-12,3937,-0.8859778133550247,ENSG00000204580,,,
1,pairwise,Sp09D06-Sp09D02,CNP,20.540639700300332,8.662834117441369e-57,1.0790426176684969e-52,9841,-2.6742662372586166,ENSG00000173786,,,
2,pairwise,Sp09D06-Sp09D02,CRYAB,20.156775326165565,1.8474870600807507e-55,1.1506149410182916e-51,7107,-2.644231445337997,ENSG00000109846,,,
3,pairwise,Sp09D06-Sp09D02,CLDND1,19.976263393834746,7.823530895922691e-55,3.248330027987101e-51,2425,-2.5630119569690644,ENSG00000080822,,,
4,pairwise,Sp09D06-Sp09D02,PLP1,19.9116423851827,1.3124483507952875e-54,4.0869641643765255e-51,12276,-3.438083177127705,ENSG00000123560,,,
5,pairwise,Sp09D06-Sp09D02,PPP1R14A,19.220307563112254,3.39360867535819e-52,8.454157932052323e-49,10883,-3.255108962482959,ENSG00000167641,,,
6,pairwise,Sp09D06-Sp09D02,SCD,19.15470738132074,5.759550251028952e-52,1.1956826321136104e-48,6353,-1.976931920186603,ENSG00000099194,,,
7,pairwise,Sp09D06-Sp09D02,SOX2-OT,19.134915069383524,6.756556169044255e-52,1.202280909165932e-48,2690,-2.3753059211552685,ENSG00000242808,,,
8,pairwise,Sp09D06-Sp09D02,TF,18.802066599666134,9.942315333169563e-51,1.548018497374501e-47,2556,-3.5711453649026277,ENSG00000091513,,,
9,pairwise,Sp09D06-Sp09D02,RNASE1,18.687771723812475,2.507246784926914e-50,3.158287292834772e-47,8120,-2.7266258977181694,ENSG00000129538,,,
10,pairwise,Sp09D06-Sp09D02,DBNDD2,18.686385027445468,2.535554987824962e-50,3.158287292834772e-47,11443,-2.471934846262368,ENSG00000244274,,,
1,pairwise,Sp09D07-Sp09D02,GFAP,12.147247973074139,2.6728108093420407e-27,3.329253144116446e-23,9897,-1.877152819371167,ENSG00000131095,,,
2,pairwise,Sp09D07-Sp09D02,PLP1,11.572892384437477,2.368146544417222e-25,9.832544452420305e-22,12276,-1.9982563892997849,ENSG00000123560,,,
3,pairwise,Sp09D07-Sp09D02,MOBP,11.365282566860317,1.178042955688433e-24,3.66842576401378e-21,2203,-2.289061047419719,ENSG00000168314,,,
4,pairwise,Sp09D07-Sp09D02,PPP1R14A,11.082884857117524,1.0282962087418487e-23,2.134742929348078e-20,10883,-1.8769729729927498,ENSG00000167641,,,
5,pairwise,Sp09D07-Sp09D02,MBP,10.885723936911182,4.614445271489664e-23,7.184691287709407e-20,10400,-2.18416522482738,ENSG00000197971,,,
6,pairwise,Sp09D07-Sp09D02,CLDND1,10.360393598023549,2.3969298828427043e-21,2.296627586206825e-18,2425,-1.3292682493781758,ENSG00000080822,,,
7,pairwise,Sp09D07-Sp09D02,LINC00844,10.248054173583158,5.522276188374602e-21,4.5856981468262695e-18,6171,-1.4187082006475578,ENSG00000237949,,,
8,pairwise,Sp09D07-Sp09D02,ERMN,10.158938478637163,1.0677777347218542e-20,8.312649664809635e-18,1748,-2.086475152398824,ENSG00000136541,,,
9,pairwise,Sp09D07-Sp09D02,RNASE1,10.135041246365363,1.2737751946306221e-20,9.333025779011194e-18,8120,-1.478745906424412,ENSG00000129538,,,
10,pairwise,Sp09D07-Sp09D02,SCD,10.108813387379783,1.5455688334604293e-20,1.0051682720759779e-17,6353,-1.0433172098577241,ENSG00000099194,,,
1,pairwise,Sp09D08-Sp09D02,HBA1,26.19475177017881,1.3923426211515833e-75,1.7343019689064122e-71,8920,-6.256027954954945,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D02,HBA2,23.966098938650944,2.302098694042611e-68,1.4337470666497382e-64,8919,-6.4224853164938995,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D02,HBB,21.233404693457803,3.5816005124543325e-59,1.4870805327710388e-55,6560,-6.371495716156536,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D02,B2M,15.730758761403997,7.447389921011105e-40,2.319117221402858e-36,8646,-1.5922030050962714,ENSG00000166710,,,
5,pairwise,Sp09D08-Sp09D02,HLA-B,14.486159874293236,1.9136223287097816e-35,4.7672159452818074e-32,3942,-1.76374614768726,ENSG00000234745,,,
6,pairwise,Sp09D08-Sp09D02,TXNIP,14.244536171895136,1.362272629956717e-34,2.8280779797901447e-31,721,-2.525383166447323,ENSG00000265972,,,
7,pairwise,Sp09D08-Sp09D02,FLNA,13.73097924787983,8.703709262190282e-33,1.5487628938548878e-29,12404,-2.5924501602957664,ENSG00000196924,,,
8,pairwise,Sp09D08-Sp09D02,IFITM3,13.582940799463154,2.872539303870669e-32,4.472543696126632e-29,6511,-1.7146599946510275,ENSG00000142089,,,
9,pairwise,Sp09D08-Sp09D02,GFAP,13.412877080881632,1.129255022931984e-31,1.5628889517378658e-28,9897,-2.0727345061256717,ENSG00000131095,,,
10,pairwise,Sp09D08-Sp09D02,CALD1,13.392514895830285,1.3301069458343012e-31,1.6567812117312053e-28,4939,-2.1487072301720636,ENSG00000122786,,,
1,pairwise,Sp09D09-Sp09D02,SERPINI1,7.422649555926182,1.558000211123823e-12,6.468816876586113e-10,2655,-0.642433550396257,ENSG00000163536,,,
2,pairwise,Sp09D09-Sp09D02,ATP1A1,6.8037630641021725,6.738630101989772e-11,1.5140025801480197e-8,692,-0.5643225969851233,ENSG00000163399,,,
3,pairwise,Sp09D09-Sp09D02,RTN3,6.752644495288163,9.110165936678933e-11,1.8602660148733244e-8,6823,-0.43765155752929097,ENSG00000133318,,,
4,pairwise,Sp09D09-Sp09D02,APP,6.587766074304979,2.384439669782804e-10,4.5000879586082734e-8,11586,-0.4323498153915235,ENSG00000142192,,,
5,pairwise,Sp09D09-Sp09D02,ATP1B1,6.567581830024739,2.679542298206901e-10,4.953493800366002e-8,941,-0.4886132868558377,ENSG00000143153,,,
6,pairwise,Sp09D09-Sp09D02,DCLK1,6.443035254313545,5.475159732987205e-10,8.524823704261078e-8,7948,-0.6167604179823245,ENSG00000133083,,,
7,pairwise,Sp09D09-Sp09D02,PRNP,6.37966408581357,7.847546899006749e-10,1.1636790973098578e-7,11274,-0.38489176450168294,ENSG00000171867,,,
8,pairwise,Sp09D09-Sp09D02,ATP6V1B2,6.247213383362654,1.652071551842786e-9,2.286467027750416e-7,5089,-0.5747045556033807,ENSG00000147416,,,
9,pairwise,Sp09D09-Sp09D02,GABRA1,6.131237514921935,3.1420391003606898e-9,3.810701881462783e-7,3705,-0.7434405783721747,ENSG00000022355,,,
10,pairwise,Sp09D09-Sp09D02,TUBB3,6.031411736020269,5.4269640453006865e-9,6.201675609932601e-7,9489,-0.6079548384243267,ENSG00000258947,,,
1,pairwise,Sp09D04-Sp09D03,CCN2,8.557678370478381,9.36161566315841e-16,5.830414235015058e-12,4317,-2.219329453690695,ENSG00000118523,,,
2,pairwise,Sp09D04-Sp09D03,CPLX3,8.177394089899416,1.2023870255903845e-14,4.9923109302512764e-11,8788,-1.9520154314560747,ENSG00000213578,,,
3,pairwise,Sp09D04-Sp09D03,GFAP,7.577154458346548,5.890783572758165e-13,1.8343900045568924e-9,9897,-1.1813763900188317,ENSG00000131095,,,
4,pairwise,Sp09D04-Sp09D03,SCD,7.107025091209972,1.0923743376198292e-11,2.06052176973615e-8,6353,-0.7400557795318186,ENSG00000099194,,,
5,pairwise,Sp09D04-Sp09D03,SEMA3C,7.087059047857786,1.2333470357023495e-11,2.06052176973615e-8,4712,-2.3187849351595236,ENSG00000075223,,,
6,pairwise,Sp09D04-Sp09D03,TLE4,6.912087034434444,3.539238270353107e-11,4.8983057661686995e-8,5664,-1.2390383482313823,ENSG00000106829,,,
7,pairwise,Sp09D04-Sp09D03,NNAT,6.8890449556123805,4.061084001230875e-11,5.0584862319331774e-8,11403,-0.9415424003441526,ENSG00000053438,,,
8,pairwise,Sp09D04-Sp09D03,LINC00844,6.505693012291021,3.82629013235221e-10,3.71528631162241e-7,6171,-0.9086688635294742,ENSG00000237949,,,
9,pairwise,Sp09D04-Sp09D03,NDRG1,6.304086327682308,1.2016740666962247e-9,9.97870144984545e-7,5420,-0.8454105226106634,ENSG00000104419,,,
10,pairwise,Sp09D04-Sp09D03,RPS27,6.17283850888679,2.497412088229035e-9,1.7823376178385165e-6,805,-0.5020871199351156,ENSG00000177954,,,
1,pairwise,Sp09D05-Sp09D03,METRN,16.896130966339168,5.409408036714514e-44,6.737958650531598e-40,8944,-1.3484794397805393,ENSG00000103260,,,
2,pairwise,Sp09D05-Sp09D03,GFAP,15.590078118961797,2.3523145702066823e-39,1.007869338971001e-35,9897,-2.4306948353154905,ENSG00000131095,,,
3,pairwise,Sp09D05-Sp09D03,CST3,15.586232610418861,2.427430970546727e-39,1.007869338971001e-35,11327,-1.4060632541413849,ENSG00000101439,,,
4,pairwise,Sp09D05-Sp09D03,FAM107A,15.495516356383382,5.095072863304134e-39,1.3053942215866312e-35,2376,-1.0939417888743055,ENSG00000168309,,,
5,pairwise,Sp09D05-Sp09D03,SPARC,15.49208377269854,5.240021762952117e-39,1.3053942215866312e-35,3674,-2.0632304227911646,ENSG00000113140,,,
6,pairwise,Sp09D05-Sp09D03,MT1F,15.301353611744927,2.489208396457166e-38,5.167596631045077e-35,9267,-1.7785206330526968,ENSG00000198417,,,
7,pairwise,Sp09D05-Sp09D03,MLC1,14.254398573391903,1.2574899601107593e-34,2.2376135633056595e-31,11974,-1.5641271225060418,ENSG00000100427,,,
8,pairwise,Sp09D05-Sp09D03,MT2A,13.84468833233844,3.473641814755235e-33,4.609647111455812e-30,9263,-1.5260996222839847,ENSG00000125148,,,
9,pairwise,Sp09D05-Sp09D03,MT1E,13.836853143330936,3.700744309132797e-33,4.609647111455812e-30,9264,-1.477753878837568,ENSG00000169715,,,
10,pairwise,Sp09D05-Sp09D03,CDK2AP1,13.810027512283606,4.5966105535136347e-33,5.2050346413241664e-30,7841,-1.3587022578466232,ENSG00000111328,,,
1,pairwise,Sp09D06-Sp09D03,CRYAB,21.90599940693698,1.816919479720596e-61,2.2631549039399743e-57,7107,-2.8993583517243957,ENSG00000109846,,,
2,pairwise,Sp09D06-Sp09D03,SOX2-OT,21.611168175888626,1.8314195377774716e-60,1.1406080881278094e-56,2690,-2.706647314772238,ENSG00000242808,,,
3,pairwise,Sp09D06-Sp09D03,GFAP,21.532291172859214,3.403277983016589e-60,1.413041018548488e-56,9897,-3.357162712528064,ENSG00000131095,,,
4,pairwise,Sp09D06-Sp09D03,SELENOP,20.800576027969395,1.0990475999056353e-57,2.212215457980665e-54,3319,-2.7961286786679764,ENSG00000250722,,,
5,pairwise,Sp09D06-Sp09D03,QKI,20.79452539719475,1.1530744341186098e-57,2.212215457980665e-54,4416,-1.9036964543577195,ENSG00000112531,,,
6,pairwise,Sp09D06-Sp09D03,SCD,20.78503565408694,1.243216779533129e-57,2.212215457980665e-54,6353,-2.164349438220876,ENSG00000099194,,,
7,pairwise,Sp09D06-Sp09D03,CNP,20.721819672475725,2.0530553397143245e-57,3.1966071639352036e-54,9841,-2.7219427130605984,ENSG00000173786,,,
8,pairwise,Sp09D06-Sp09D03,GPRC5B,19.47294371652196,4.438156562344627e-53,5.528167814056467e-50,9106,-1.9751116320651256,ENSG00000167191,,,
9,pairwise,Sp09D06-Sp09D03,RNASE1,19.252842593122807,2.6108114697474286e-52,2.7420891488995767e-49,8120,-2.834153113753646,ENSG00000129538,,,
10,pairwise,Sp09D06-Sp09D03,PPP1R14A,19.251382937973688,2.6417043823695345e-52,2.7420891488995767e-49,10883,-3.2894822308050804,ENSG00000167641,,,
1,pairwise,Sp09D07-Sp09D03,GFAP,16.158508756037325,2.252536236428922e-41,2.8057591360958656e-37,9897,-2.5193205242460674,ENSG00000131095,,,
2,pairwise,Sp09D07-Sp09D03,S100B,11.9794804737827,9.968767050850819e-27,6.2085481192698896e-24,11687,-1.3039904237609719,ENSG00000160307,,,
3,pairwise,Sp09D07-Sp09D03,LINC00844,11.899405709800064,1.8651039683588298e-26,1.1062730966608373e-23,6171,-1.6620242367065563,ENSG00000237949,,,
4,pairwise,Sp09D07-Sp09D03,SELENOP,11.884929762843512,2.0884785603726923e-26,1.1824585885455569e-23,3319,-1.597638109115647,ENSG00000250722,,,
5,pairwise,Sp09D07-Sp09D03,CRYAB,11.876821049680604,2.2250557862558125e-26,1.2050128205914088e-23,7107,-1.571951119994229,ENSG00000109846,,,
6,pairwise,Sp09D07-Sp09D03,SCD,11.819193679272974,3.4889705922176224e-26,1.6941977795227494e-23,6353,-1.2307347278919973,ENSG00000099194,,,
7,pairwise,Sp09D07-Sp09D03,PLEKHB1,11.728482872157835,7.07345651704052e-26,2.5913815993016682e-23,6981,-1.2304518499090191,ENSG00000021300,,,
8,pairwise,Sp09D07-Sp09D03,DDR1,11.591956665056243,2.0427993364131797e-25,6.696081193253307e-23,3937,-1.2631927300637065,ENSG00000204580,,,
9,pairwise,Sp09D07-Sp09D03,SOX2-OT,11.568550770257383,2.449179638692346e-25,7.626745394887964e-23,2690,-1.4488798857739624,ENSG00000242808,,,
10,pairwise,Sp09D07-Sp09D03,RPS6,11.535829687017324,3.155661094995749e-25,8.933389681651602e-23,5540,-0.9892641004968024,ENSG00000137154,,,
1,pairwise,Sp09D08-Sp09D03,HBA1,23.38648663935723,1.9128636568809696e-66,2.3826629710109357e-62,8920,-5.635205912033991,ENSG00000206172,,,
2,pairwise,Sp09D08-Sp09D03,HBA2,22.281758427028336,9.686193349893293e-63,6.032561218313543e-59,8919,-6.024425631395177,ENSG00000188536,,,
3,pairwise,Sp09D08-Sp09D03,HBB,20.644670727135317,3.7886649497931597e-57,1.5730536871541198e-53,6560,-6.250145574415365,ENSG00000244734,,,
4,pairwise,Sp09D08-Sp09D03,B2M,19.242786144281062,2.8312212661964683e-52,8.816423022935803e-49,8646,-1.9650659735970901,ENSG00000166710,,,
5,pairwise,Sp09D08-Sp09D03,IFITM3,18.83613391425793,7.547811158068983e-51,1.880310715698145e-47,6511,-2.399033932862955,ENSG00000142089,,,
6,pairwise,Sp09D08-Sp09D03,VIM,17.7713090372634,4.2831811642593004e-47,8.891884097002307e-44,6075,-2.5289631201253124,ENSG00000026025,,,
7,pairwise,Sp09D08-Sp09D03,GFAP,17.412937625856866,7.951015044482404e-46,1.4148263342010403e-42,9897,-2.714902211000572,ENSG00000131095,,,
8,pairwise,Sp09D08-Sp09D03,AHNAK,17.27380124492609,2.4746301021358157e-45,3.852999069025465e-42,6791,-2.3199641409944514,ENSG00000124942,,,
9,pairwise,Sp09D08-Sp09D03,IGFBP7,17.00764710473722,2.1748435791352074e-44,3.009983513523127e-41,2947,-2.2174606489767674,ENSG00000163453,,,
10,pairwise,Sp09D08-Sp09D03,EEF1A1,16.93311646280941,3.9984465219448003e-44,4.980464987734443e-41,4160,-1.2163547153595484,ENSG00000156508,,,
1,pairwise,Sp09D09-Sp09D03,HOPX,6.886069742549355,4.133758181584467e-11,1.0298018381963224e-7,2943,-1.0122718226919485,ENSG00000171476,,,
2,pairwise,Sp09D09-Sp09D03,COL5A2,6.536248880941196,3.2100756026997955e-10,5.712100243889807e-7,1842,-2.125505553224949,ENSG00000204262,,,
3,pairwise,Sp09D09-Sp09D03,PRKCA,6.383589274812394,7.675053373812562e-10,1.195005810302616e-6,10040,-0.7207394340160205,ENSG00000154229,,,
4,pairwise,Sp09D09-Sp09D03,GPR6,6.273369058218877,1.4274475686289436e-9,1.975587434982458e-6,4251,-1.9169930653373355,ENSG00000146360,,,
5,pairwise,Sp09D09-Sp09D03,MET,6.245955248119842,1.6637081547065963e-9,2.0723148775025363e-6,4881,-2.2200974959135937,ENSG00000105976,,,
6,pairwise,Sp09D09-Sp09D03,CUX2,5.557363196535527,6.655363488927203e-8,5.1812004761298274e-5,7741,-1.9665155840421829,ENSG00000111249,,,
7,pairwise,Sp09D09-Sp09D03,CHST9,5.521016301780169,8.015857657774094e-8,5.873266057954949e-5,10296,-1.6881859545225308,ENSG00000154080,,,
8,pairwise,Sp09D09-Sp09D03,CBLN4,5.411030122741089,1.3995737387079385e-7,8.71654524467304e-5,11492,-1.7509896033087546,ENSG00000054803,,,
9,pairwise,Sp09D09-Sp09D03,GNAL,5.393411653709744,1.5290887361187286e-7,8.795589117501522e-5,10256,-0.7532483950877493,ENSG00000141404,,,
10,pairwise,Sp09D09-Sp09D03,CALB1,5.390255213256433,1.5534919764373273e-7,8.795589117501522e-5,5304,-1.6047810744446478,ENSG00000104327,,,
1,pairwise,Sp09D05-Sp09D04,AP1S2,13.463666412556513,7.505438968588663e-32,5.481644116279153e-28,12039,-1.51377995001892,ENSG00000182287,,,
2,pairwise,Sp09D05-Sp09D04,CXCL14,13.138344119437756,1.0223502965252404e-30,3.1835988233795984e-27,3574,-2.3552026049373964,ENSG00000145824,,,
3,pairwise,Sp09D05-Sp09D04,MT1F,12.722651824011313,2.822202730707948e-29,5.021908173385457e-26,9267,-1.4657040379362227,ENSG00000198417,,,
4,pairwise,Sp09D05-Sp09D04,SPARC,12.694227230432254,3.537892696731757e-29,5.508498928811346e-26,3674,-1.675651695164035,ENSG00000113140,,,
5,pairwise,Sp09D05-Sp09D04,MT1H,12.346335789423126,5.569032576785235e-28,6.936786977643689e-25,9269,-4.357143041901992,ENSG00000205358,,,
6,pairwise,Sp09D05-Sp09D04,CDK2AP1,11.995502635501392,8.793097645894707e-27,8.425140329020344e-24,7841,-1.1697358215560447,ENSG00000111328,,,
7,pairwise,Sp09D05-Sp09D04,CST3,11.603514208382538,1.8676663438570554e-25,1.6616894270773915e-22,11327,-1.0375112857660955,ENSG00000101439,,,
8,pairwise,Sp09D05-Sp09D04,SLC6A1,11.304895518751618,1.875196995389691e-24,1.1678726887286994e-21,2106,-1.0483760411848948,ENSG00000157103,,,
9,pairwise,Sp09D05-Sp09D04,METRN,11.239509337199232,3.0991179011581205e-24,1.8382196465155022e-21,8944,-0.8890864682108983,ENSG00000103260,,,
10,pairwise,Sp09D05-Sp09D04,RELN,11.053032781856874,1.2915350184588631e-23,6.994504430401566e-21,4843,-3.7860178190056173,ENSG00000189056,,,
1,pairwise,Sp09D06-Sp09D04,CRYAB,16.460553560525053,1.9043222901699947e-42,5.930059611589363e-39,7107,-2.159349034163717,ENSG00000109846,,,
2,pairwise,Sp09D06-Sp09D04,CNP,16.11594565500084,3.1905977397691267e-41,5.677440778080606e-38,9841,-2.098198010163883,ENSG00000173786,,,
3,pairwise,Sp09D06-Sp09D04,SOX2-OT,16.031034323747804,6.390042711549584e-41,8.91278588570014e-38,2690,-1.9900067814969544,ENSG00000242808,,,
4,pairwise,Sp09D06-Sp09D04,SIRT2,15.084953543467773,1.4564760012931716e-37,1.5118220893423122e-34,10896,-1.2680883355997628,ENSG00000068903,,,
5,pairwise,Sp09D06-Sp09D04,DBNDD2,15.03853839293713,2.1270341085131543e-37,1.9040668743512203e-34,11443,-1.9893782042784798,ENSG00000244274,,,
6,pairwise,Sp09D06-Sp09D04,SELENOP,14.816311770116345,1.3022573998161419e-36,1.0813945448073242e-33,3319,-1.9740651695873108,ENSG00000250722,,,
7,pairwise,Sp09D06-Sp09D04,QKI,14.757863202514455,2.096556370431865e-36,1.632169134381207e-33,4416,-1.3390961291056929,ENSG00000112531,,,
8,pairwise,Sp09D06-Sp09D04,CLDND1,14.722290250799082,2.8011678359688616e-36,1.938408142490452e-33,2425,-1.8889121154866597,ENSG00000080822,,,
9,pairwise,Sp09D06-Sp09D04,FEZ1,14.569920847935196,9.682545529008072e-36,5.743132719491645e-33,7195,-1.1480838345491478,ENSG00000149557,,,
10,pairwise,Sp09D06-Sp09D04,GFAP,14.07973592943619,5.183665527248374e-34,2.1522579269135247e-31,9897,-2.175786322509232,ENSG00000131095,,,
1,pairwise,Sp09D07-Sp09D04,GFAP,8.657973397191295,4.724533689330568e-16,1.4353363813244281e-13,9897,-1.3379441342272358,ENSG00000131095,,,
2,pairwise,Sp09D07-Sp09D04,SPARC,6.409375061729363,6.630850593436209e-10,1.7439741124471283e-8,3674,-0.846044425719894,ENSG00000113140,,,
3,pairwise,Sp09D07-Sp09D04,CRYAB,6.341829126063808,9.717714030710522e-10,2.3641376165337943e-8,7107,-0.8319418024335503,ENSG00000109846,,,
4,pairwise,Sp09D07-Sp09D04,S100B,6.254794386530061,1.58362383183159e-9,3.535057069766001e-8,11687,-0.6748217033735475,ENSG00000160307,,,
5,pairwise,Sp09D07-Sp09D04,HSPA2,6.059206973009879,4.663891439751391e-9,8.543151731403429e-8,8310,-0.9894863750152316,ENSG00000126803,,,
6,pairwise,Sp09D07-Sp09D04,PLEKHB1,5.939711368451969,8.915345976923431e-9,1.4592582061571388e-7,6981,-0.6176290477647637,ENSG00000021300,,,
7,pairwise,Sp09D07-Sp09D04,RPS6,5.917550178901641,1.00434557064036e-8,1.6142101197285576e-7,5540,-0.5029733202243847,ENSG00000137154,,,
8,pairwise,Sp09D07-Sp09D04,SOX2-OT,5.898750849620237,1.1108863683649341e-8,1.7428544916650904e-7,2690,-0.732239352498679,ENSG00000242808,,,
9,pairwise,Sp09D07-Sp09D04,SELENOP,5.821061661051374,1.6809524816800015e-8,2.440319826550827e-7,3319,-0.7755746000349815,ENSG00000250722,,,
