Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000167191,GPRC5B,112,-0.0524,477,2.47586,106,-0.1462,159,0.50852,167,0.58840,133,0.21711,31,-1.9544,48,-1.3329,28,-2.1984,39,-1.6309,67,-0.8311
ENSG00000066654,THUMPD1,112,2.09148,23,-0.5194,17,-1.0312,37,0.20564,30,-0.0943,39,0.28591,16,-1.0231,19,-0.7753,31,-0.0895,21,-0.6223,28,-0.2410
ENSG00000102897,LYRM1,112,1.50792,32,-0.4835,31,-0.5926,29,-0.6294,39,-0.1931,45,0.02888,42,-0.0817,71,0.74565,43,-0.0596,33,-0.4568,26,-0.7965
ENSG00000103316,CRYM,112,-0.8791,60,-1.8059,86,-1.3450,160,-0.3366,141,-0.5315,56,-1.8935,456,1.36373,226,0.20490,295,0.70149,413,1.19189,196,-0.0211
ENSG00000197006,METTL9,112,0.17074,106,0.08701,91,-0.1517,98,-0.0336,72,-0.5083,70,-0.5545,85,-0.2505,145,0.58505,124,0.37757,81,-0.3222,101,0.01803
ENSG00000140740,UQCRC2,112,-0.6447,104,-0.7585,99,-0.8746,181,0.10169,118,-0.5565,243,0.56713,262,0.69100,257,0.65692,187,0.16647,202,0.27427,157,-0.1272
ENSG00000185716,MOSMO,112,1.23549,44,-0.2559,23,-1.2852,46,-0.1866,26,-1.0548,67,0.39056,24,-1.1369,44,-0.2438,67,0.43753,89,0.85759,44,-0.2613
ENSG00000058600,POLR3E,112,2.74344,15,-0.7140,11,-1.2461,9,-1.4282,4,-2.3844,8,-1.6219,25,0.11554,37,0.70887,13,-0.9086,31,0.44505,17,-0.4549
ENSG00000140743,CDR2,112,2.60648,6,-1.9740,12,-1.1657,1,-3.9820,4,-2.6950,0,-6.7520,16,-0.6824,57,1.33446,40,0.80106,7,-1.8483,20,-0.3179
ENSG00000122254,HS3ST2,112,2.22878,7,-2.0659,8,-2.0779,45,0.63513,56,0.97491,11,-1.4588,60,1.10130,1,-4.7636,0,-7.6563,59,1.07439,27,-0.1775
ENSG00000103404,USP31,112,3.03115,13,-0.6961,7,-1.6332,11,-0.9462,16,-0.4348,8,-1.3755,19,-0.1458,11,-0.9266,17,-0.2898,20,-0.0616,12,-0.8418
ENSG00000168434,COG7,112,2.74426,11,-1.0861,9,-1.5306,22,-0.0853,8,-1.5290,33,0.54221,14,-0.7373,17,-0.5076,17,-0.5114,7,-1.7262,29,0.33215
ENSG00000103365,GGA2,112,2.58992,12,-1.1312,15,-0.8110,15,-0.7910,14,-0.8339,9,-1.4545,16,-0.6729,27,0.10047,37,0.64424,8,-1.6534,12,-1.1392
ENSG00000103353,UBFD1,112,1.48629,17,-1.4561,26,-0.9135,19,-1.2995,41,-0.1318,28,-0.7195,54,0.27627,48,0.08959,51,0.21699,76,0.82164,38,-0.2460
ENSG00000004779,NDUFAB1,112,-1.4444,204,-0.5380,227,-0.4072,350,0.29550,223,-0.4041,396,0.49531,412,0.55823,373,0.39717,384,0.49300,199,-0.5826,278,-0.0680
ENSG00000166847,DCTN5,112,0.94089,38,-0.7493,51,-0.3191,46,-0.4641,53,-0.2562,21,-1.6083,70,0.19023,49,-0.3526,68,0.15355,102,0.79418,78,0.35462
ENSG00000166501,PRKCB,112,-1.8743,275,-0.5271,181,-1.2280,315,-0.3239,1029,1.62077,263,-0.5976,271,-0.5522,201,-1.0001,196,-1.1041,1014,1.59313,806,1.19059
ENSG00000006116,CACNG3,112,-0.8433,55,-1.8853,143,-0.5083,112,-0.8445,124,-0.6803,130,-0.6131,222,0.20872,243,0.35402,385,1.27340,295,0.66707,173,-0.1805
ENSG00000122257,RBBP6,112,1.71722,24,-0.7804,18,-1.2339,30,-0.4064,29,-0.5003,35,-0.1818,20,-1.0180,45,0.18792,38,-0.0588,49,0.33111,59,0.62620
ENSG00000090905,TNRC6A,112,1.84200,35,-0.0648,19,-1.0740,32,-0.2344,36,-0.0363,29,-0.3489,48,0.39998,26,-0.5613,27,-0.5348,46,0.35446,26,-0.5555
ENSG00000205629,LCMT1,112,0.81804,56,-0.2820,51,-0.4464,45,-0.5978,55,-0.3069,78,0.24350,57,-0.2362,87,0.42119,72,0.12771,79,0.26159,54,-0.3357
ENSG00000182601,HS3ST4,112,1.33145,74,0.63336,10,-2.4767,57,0.22503,86,0.89591,31,-0.6942,10,-2.3971,1,-4.9178,0,-9.5663,235,2.77767,17,-1.6226
ENSG00000169189,NSMCE1,112,1.59644,63,0.61703,33,-0.4033,28,-0.6504,26,-0.7535,44,0.06753,51,0.28255,62,0.58949,26,-0.7717,26,-0.7679,22,-0.9865
ENSG00000077235,GTF3C1,112,0.89684,33,-0.9840,38,-0.8376,41,-0.6627,38,-0.7992,91,0.56310,84,0.44275,48,-0.4378,71,0.18151,93,0.59977,70,0.15308
ENSG00000169181,GSG1L,112,2.17090,22,-0.4946,7,-2.3355,7,-2.1672,20,-0.6845,13,-1.3285,0,-5.3155,14,-1.1657,48,0.78146,77,1.46893,30,-0.0720
ENSG00000169180,XPO6,112,1.22470,37,-0.5512,35,-0.6703,34,-0.6552,32,-0.7327,55,0.08822,61,0.23218,41,-0.3702,47,-0.1910,71,0.48374,75,0.56541
ENSG00000188322,SBK1,112,2.13459,7,-2.1137,28,-0.2317,27,-0.2714,10,-1.6495,27,-0.2475,23,-0.4585,46,0.60098,33,0.04814,16,-1.0377,23,-0.4780
ENSG00000188603,CLN3,112,3.27560,22,0.21360,4,-2.2860,2,-2.9649,9,-1.0825,17,-0.1447,12,-0.7218,21,0.20132,10,-1.0435,14,-0.4396,9,-1.1431
ENSG00000176046,NUPR1,112,2.78639,100,2.55452,20,-0.2714,9,-1.3412,6,-1.9911,1,-4.3553,6,-1.9012,8,-1.4679,8,-1.5604,2,-3.2443,0,-6.2426
ENSG00000196502,SULT1A1,112,1.42563,26,-0.8703,25,-0.9839,29,-0.7111,49,0.06450,19,-1.3208,51,0.13645,50,0.09604,48,0.05740,50,0.10048,74,0.73235
ENSG00000168488,ATXN2L,112,1.65022,18,-1.2411,17,-1.3707,22,-0.9172,24,-0.8351,50,0.29635,55,0.45735,58,0.55196,39,-0.0835,34,-0.2926,49,0.27328
ENSG00000178952,TUFM,112,-0.4019,165,0.20313,114,-0.3975,173,0.27777,100,-0.5720,190,0.42729,223,0.68801,156,0.11372,135,-0.1151,131,-0.1512,135,-0.1111
ENSG00000178188,SH2B1,112,1.57748,32,-0.4269,27,-0.7342,42,-0.0283,27,-0.6930,31,-0.4954,42,-0.0427,64,0.62371,35,-0.3541,45,0.09188,38,-0.1730
ENSG00000176953,NFATC2IP,112,2.65235,19,-0.3743,9,-1.5145,10,-1.2767,13,-0.9012,28,0.21712,25,0.04698,26,0.06005,9,-1.6044,25,0.00235,25,0.04245
ENSG00000169682,SPNS1,112,2.59884,20,-0.3872,13,-1.0169,15,-0.8059,8,-1.6167,7,-1.8230,18,-0.4721,21,-0.2605,25,-0.0426,34,0.45561,17,-0.5766
ENSG00000183336,BOLA2,112,1.92928,17,-1.1094,20,-0.9257,41,0.23915,26,-0.4380,15,-1.2542,43,0.29258,44,0.34115,27,-0.4142,12,-1.5558,54,0.67695
ENSG00000079616,KIF22,112,1.68993,57,0.55475,29,-0.5369,74,0.97031,22,-0.8858,31,-0.4111,12,-1.7775,38,-0.0873,30,-0.4849,20,-1.0590,39,-0.0330
ENSG00000103495,MAZ,112,-0.0043,113,0.01910,83,-0.4921,137,0.31839,123,0.15299,76,-0.5895,122,0.13596,97,-0.2156,97,-0.2448,172,0.68102,143,0.37971
ENSG00000167371,PRRT2,112,-0.4920,66,-1.2918,78,-1.0917,141,-0.1291,229,0.63071,75,-1.0989,261,0.85017,144,-0.0995,141,-0.1417,299,1.07356,233,0.66256
ENSG00000280789,PAGR1,112,2.47249,32,0.29909,9,-1.7369,26,-0.0533,15,-0.8438,44,0.79763,6,-2.1210,13,-1.0874,20,-0.4810,18,-0.6039,24,-0.1458
ENSG00000103502,CDIPT,112,0.16886,69,-0.5808,56,-0.9347,119,0.26302,100,0.00067,68,-0.5851,173,0.87469,116,0.23496,84,-0.2883,131,0.41687,134,0.45717
ENSG00000174938,SEZ6L2,112,-1.7540,181,-1.0374,185,-1.0651,304,-0.2491,274,-0.4130,524,0.60851,333,-0.1081,591,0.80654,344,-0.0645,599,0.82767,669,1.01148
ENSG00000174939,ASPHD1,112,-0.1648,106,-0.2441,130,0.07800,95,-0.4080,110,-0.1885,98,-0.3712,134,0.11835,115,-0.1154,172,0.56953,142,0.20859,99,-0.3446
ENSG00000174943,KCTD13,112,1.51587,25,-0.8530,28,-0.7571,38,-0.2359,25,-0.8784,48,0.11247,47,0.09609,47,0.09494,46,0.04603,27,-0.7310,61,0.49136
ENSG00000149932,TMEM219,112,-0.0836,180,0.67355,143,0.33380,181,0.67855,89,-0.4303,65,-0.9105,73,-0.7256,131,0.16037,106,-0.1731,88,-0.4562,116,-0.0256
ENSG00000149930,TAOK2,112,1.50840,34,-0.3973,31,-0.6070,53,0.28352,40,-0.1784,30,-0.5980,41,-0.1411,29,-0.6727,39,-0.2394,46,0.05427,56,0.35507
ENSG00000149929,HIRIP3,112,2.44112,35,0.40966,14,-1.0871,19,-0.5695,13,-1.0650,16,-0.8371,27,-0.0016,30,0.14784,20,-0.5155,22,-0.3418,13,-1.0764
ENSG00000169592,INO80E,112,1.57586,30,-0.5486,26,-0.8033,33,-0.3965,38,-0.1768,28,-0.6441,32,-0.4558,18,-1.2995,58,0.52783,47,0.15823,51,0.26701
ENSG00000149927,DOC2A,112,-0.5602,71,-1.2300,80,-1.1249,140,-0.2117,170,0.08438,62,-1.4316,192,0.27658,151,-0.0975,232,0.65160,245,0.66845,322,1.12623
ENSG00000149926,TLCD3B,112,1.54384,22,-1.0363,40,-0.1631,47,0.12611,47,0.11139,32,-0.4766,42,-0.0750,28,-0.6629,35,-0.3833,27,-0.7024,62,0.55336
ENSG00000149925,ALDOA,112,0.00467,71,-0.6967,77,-0.6004,107,-0.0616,60,-0.9500,167,0.63968,234,1.20441,160,0.57918,115,0.04931,75,-0.6149,79,-0.5208
ENSG00000149923,PPP4C,112,1.21312,33,-0.7112,28,-1.0223,57,0.11773,41,-0.3939,109,1.17880,56,0.09428,45,-0.2394,48,-0.1635,53,-0.0018,29,-0.9228
ENSG00000090238,YPEL3,112,-1.4490,206,-0.5315,236,-0.3486,380,0.42075,277,-0.0738,389,0.45921,395,0.48353,339,0.24057,337,0.25209,222,-0.4196,317,0.13407
ENSG00000102882,MAPK3,112,-0.2565,89,-0.6066,133,0.01332,91,-0.5754,70,-0.9621,164,0.33967,194,0.61512,93,-0.5439,222,0.93677,57,-1.2816,137,0.05920
ENSG00000102879,CORO1A,112,0.19837,44,-1.2156,72,-0.5105,67,-0.5965,45,-1.1763,22,-2.2298,212,1.25202,134,0.48578,162,0.89161,84,-0.2388,91,-0.1171
ENSG00000169627,BOLA2B,112,2.50330,28,0.10171,23,-0.2263,11,-1.2600,18,-0.5885,23,-0.2423,9,-1.5013,21,-0.3258,21,-0.3867,23,-0.1925,10,-1.4497
ENSG00000169217,CD2BP2,112,1.11956,46,-0.3034,29,-1.0640,31,-0.8973,36,-0.6670,31,-0.8927,53,-0.0753,94,0.83792,57,0.04313,67,0.29020,83,0.63516
ENSG00000169221,TBC1D10B,112,1.58809,53,0.34508,15,-1.6524,43,0.00995,16,-1.4892,16,-1.4454,36,-0.2651,44,0.06076,37,-0.2554,60,0.54481,71,0.81604
ENSG00000180035,ZNF48,112,2.95557,8,-1.5125,11,-1.1168,11,-0.9991,8,-1.5262,26,0.31551,18,-0.2713,12,-0.8852,15,-0.5757,24,0.19675,10,-1.1635
ENSG00000179965,ZNF771,112,1.29529,36,-0.5219,47,-0.1101,47,-0.1097,36,-0.5204,33,-0.6374,53,0.08999,68,0.47586,36,-0.5555,45,-0.1713,59,0.23688
ENSG00000179958,DCTPP1,112,1.15920,47,-0.2122,34,-0.7884,60,0.15175,54,-0.0018,34,-0.7327,58,0.08376,115,1.21676,50,-0.1461,37,-0.6052,24,-1.2015
ENSG00000179918,SEPHS2,112,1.14470,32,-0.8152,36,-0.6887,57,0.04887,22,-1.3836,22,-1.3452,99,0.94075,69,0.35431,53,-0.0560,60,0.12432,64,0.23766
ENSG00000169957,ZNF768,112,3.12595,11,-0.8969,16,-0.3249,7,-1.5033,9,-1.1741,19,-0.1030,18,-0.1745,12,-0.8091,12,-0.7832,14,-0.5293,2,-3.2274
ENSG00000229809,ZNF688,112,2.91689,26,0.25218,12,-0.9507,5,-2.1341,13,-0.8168,9,-1.3176,15,-0.5723,9,-1.3275,23,0.11278,17,-0.4071,9,-1.3022
ENSG00000156858,PRR14,112,2.95055,16,-0.4884,6,-1.8995,28,0.38397,14,-0.6115,11,-1.0241,9,-1.2070,12,-0.8594,20,-0.1495,13,-0.7270,14,-0.6939
ENSG00000156860,FBRS,112,2.79133,18,-0.3604,13,-0.8553,8,-1.5101,17,-0.5042,22,-0.0602,5,-2.3058,10,-1.2705,22,-0.1034,20,-0.2012,18,-0.3424
ENSG00000080603,SRCAP,112,2.04611,17,-1.0072,21,-0.7276,11,-1.6605,19,-0.8266,39,0.24311,22,-0.6196,35,0.06847,35,0.09508,34,0.01905,31,-0.0905
ENSG00000156873,PHKG2,112,2.05314,27,-0.2913,19,-0.8714,33,0.01851,26,-0.3855,12,-1.4827,44,0.43741,47,0.54527,28,-0.2469,19,-0.8385,15,-1.2039
ENSG00000196118,CCDC189,112,2.54733,12,-1.1775,10,-1.4300,24,-0.1107,9,-1.5246,15,-0.8197,28,0.14518,24,-0.1107,23,-0.1577,12,-1.1871,33,0.37187
ENSG00000103549,RNF40,112,1.56435,33,-0.4030,27,-0.7479,56,0.39989,24,-0.8625,5,-2.9697,31,-0.4834,30,-0.5515,43,-0.0149,74,0.86660,55,0.37345
ENSG00000099385,BCL7C,112,1.80826,57,0.66336,25,-0.6489,39,0.06152,31,-0.2996,85,1.31013,22,-0.8411,16,-1.3091,13,-1.6883,29,-0.4144,24,-0.6726
ENSG00000099364,FBXL19,112,1.77467,31,-0.3200,27,-0.5472,36,-0.0851,43,0.19119,46,0.27308,16,-1.2951,20,-1.0111,20,-1.0231,47,0.32794,52,0.48338
ENSG00000099381,SETD1A,112,3.17834,2,-3.1027,5,-2.0875,27,0.47729,4,-2.1012,9,-1.1259,14,-0.4831,22,0.14997,14,-0.5316,23,0.26345,4,-2.3551
ENSG00000099365,STX1B,112,-0.7872,108,-0.8380,175,-0.1088,153,-0.3059,225,0.29173,213,0.20313,201,0.11173,180,-0.0608,184,-0.0238,288,0.68762,231,0.33689
ENSG00000103496,STX4,112,1.64230,41,-0.0257,33,-0.3893,29,-0.5206,30,-0.5011,16,-1.4257,34,-0.3068,64,0.70022,34,-0.3091,43,0.06667,35,-0.2660
ENSG00000167397,VKORC1,112,1.55065,48,0.16576,30,-0.6190,35,-0.3382,35,-0.3144,38,-0.2268,50,0.23048,24,-0.8883,44,0.01288,32,-0.4714,44,0.01101
ENSG00000103507,BCKDK,112,1.27313,48,-0.0867,34,-0.6420,44,-0.2323,50,-0.0303,24,-1.1123,52,0.04349,62,0.30860,40,-0.3828,44,-0.2245,76,0.63885
ENSG00000103510,KAT8,112,1.63913,25,-0.7462,22,-1.0283,42,0.03988,31,-0.4223,19,-1.1409,35,-0.2680,47,0.21461,59,0.63127,27,-0.6249,36,-0.2150
ENSG00000089280,FUS,112,-0.4242,180,0.31428,92,-0.7629,139,-0.0835,93,-0.6977,154,0.07594,154,0.06924,208,0.55285,144,-0.0378,175,0.27425,224,0.66903
ENSG00000169900,PYDC1,112,1.83334,9,-2.1413,44,0.30461,47,0.35861,9,-2.0699,2,-3.8310,42,0.18817,8,-2.3007,76,1.33292,5,-2.8151,8,-2.1759
ENSG00000140691,ARMC5,112,2.95674,12,-0.8111,14,-0.6911,7,-1.6892,4,-2.4119,13,-0.7956,26,0.28207,14,-0.6076,20,-0.0961,10,-1.1308,13,-0.7149
ENSG00000140688,C16orf58,112,1.19130,27,-1.0572,24,-1.3054,43,-0.3442,49,-0.1381,51,-0.0607,73,0.48921,43,-0.3417,51,-0.0706,79,0.62580,69,0.40182
ENSG00000069329,VPS35,112,-0.9624,91,-1.2733,116,-0.9668,189,-0.1653,165,-0.3713,183,-0.2093,294,0.53615,425,1.14607,246,0.27229,324,0.69337,222,0.08680
ENSG00000155330,C16orf87,112,3.25997,9,-1.1081,12,-0.7732,3,-2.7159,4,-2.1709,8,-1.1889,24,0.35431,12,-0.7283,13,-0.6009,22,0.24441,3,-2.3856
ENSG00000166123,GPT2,112,1.49249,55,0.31320,32,-0.5428,59,0.43745,57,0.38453,31,-0.5879,31,-0.5743,34,-0.4324,40,-0.2063,28,-0.7118,33,-0.4493
ENSG00000069345,DNAJA2,112,0.03333,53,-1.0998,69,-0.7503,113,0.04778,82,-0.4344,144,0.43217,152,0.52343,152,0.52030,116,0.09835,133,0.30442,111,0.02207
ENSG00000171208,NETO2,112,1.38117,4,-3.6033,28,-0.8619,15,-1.7205,25,-0.9856,189,2.37687,47,-0.0229,8,-2.5620,48,0.02176,39,-0.3247,30,-0.6984
ENSG00000129636,ITFG1,112,-1.0531,77,-1.6050,129,-0.8896,109,-1.0868,142,-0.6957,530,1.42122,317,0.55809,236,0.09101,223,0.00356,410,0.97967,261,0.24894
ENSG00000102893,PHKB,112,1.89427,20,-0.8489,17,-1.1929,40,0.17783,34,-0.0690,39,0.12832,22,-0.7398,26,-0.5148,23,-0.7041,54,0.62873,40,0.16052
ENSG00000102910,LONP2,112,1.03556,45,-0.4204,38,-0.7082,50,-0.2559,60,0.03111,46,-0.3816,51,-0.2279,75,0.37592,58,-0.0271,62,0.08739,72,0.32905
ENSG00000196470,SIAH1,112,2.63509,24,-0.0542,14,-0.8927,10,-1.3321,15,-0.7800,15,-0.7053,23,-0.1114,27,0.14278,13,-1.0438,29,0.22083,14,-0.8895
ENSG00000102921,N4BP1,112,2.92082,20,-0.1610,14,-0.7027,6,-1.8377,5,-1.9899,7,-1.6943,12,-0.9283,28,0.41447,17,-0.4448,25,0.18253,8,-1.4974
ENSG00000121274,TENT4B,112,2.51237,13,-1.0432,16,-0.7761,17,-0.6275,15,-0.8322,24,-0.1434,20,-0.3831,18,-0.5415,14,-1.0382,42,0.75408,20,-0.4338
ENSG00000166164,BRD7,112,1.42872,80,0.86117,38,-0.3225,34,-0.4858,31,-0.6258,31,-0.6085,33,-0.5453,29,-0.7010,45,-0.0554,44,-0.0732,45,-0.0594
ENSG00000083799,CYLD,112,1.31147,28,-0.8810,24,-1.1694,26,-1.0007,49,-0.0288,48,-0.0471,33,-0.6109,35,-0.5278,51,0.03170,88,0.91527,79,0.73064
ENSG00000103449,SALL1,112,2.84280,56,1.46471,17,-0.4324,42,0.99948,14,-0.6750,8,-1.5234,1,-3.7708,7,-1.6692,6,-2.0871,4,-2.3163,3,-2.9820
ENSG00000177200,CHD9,112,2.22602,39,0.39797,15,-1.0671,26,-0.2186,22,-0.4548,1,-4.2064,18,-0.7676,30,-0.0035,28,-0.1153,33,0.15250,24,-0.3806
ENSG00000103479,RBL2,112,2.61383,31,0.31616,11,-1.2892,22,-0.1946,14,-0.9008,20,-0.3310,26,0.06346,12,-1.1081,5,-2.2963,30,0.26871,27,0.09988
ENSG00000166971,AKTIP,112,0.52901,70,-0.2149,50,-0.7567,91,0.20836,82,0.04516,80,0.00834,73,-0.1403,100,0.34968,58,-0.5148,142,0.91870,72,-0.1709
ENSG00000103494,RPGRIP1L,112,2.72578,4,-2.5691,13,-1.0046,2,-3.1940,12,-1.0240,8,-1.6080,32,0.44237,21,-0.2000,27,0.22069,25,0.08236,14,-0.7427
ENSG00000140718,FTO,112,0.67249,35,-1.0957,52,-0.5726,57,-0.3900,59,-0.3288,89,0.30480,90,0.33076,67,-0.1317,80,0.14857,90,0.31874,89,0.30804
ENSG00000087258,GNAO1,112,-2.0585,247,-0.8807,296,-0.6526,452,0.04239,534,0.30693,352,-0.3417,649,0.61985,486,0.15682,482,0.15975,625,0.55830,701,0.74549
ENSG00000159461,AMFR,112,0.53725,46,-0.8267,56,-0.5775,98,0.33318,74,-0.1177,86,0.11610,83,0.06554,98,0.32346,86,0.14204,83,0.07117,69,-0.2095
ENSG00000167005,NUDT21,112,0.35401,47,-0.9810,40,-1.3019,79,-0.1776,93,0.06191,120,0.46786,125,0.53794,79,-0.1848,97,0.15065,112,0.35499,118,0.44796
ENSG00000087263,OGFOD1,112,2.05118,17,-0.9898,21,-0.7635,10,-1.8174,18,-0.9309,69,1.18718,34,0.06036,28,-0.2666,30,-0.1848,19,-0.8596,24,-0.5100
ENSG00000125124,BBS2,112,1.76015,47,0.28699,26,-0.6317,38,-0.0252,45,0.24728,48,0.32364,17,-1.2414,32,-0.3052,35,-0.1784,26,-0.6066,17,-1.2059
ENSG00000087250,MT3,112,-5.0492,6362,0.99461,5183,0.73265,5154,0.64622,5496,0.75116,3427,-0.0041,2043,-0.7980,1892,-0.9139,2313,-0.6545,2486,-0.4998,2711,-0.3674
ENSG00000125148,MT2A,112,-1.7645,980,1.66725,525,0.66776,823,1.35565,439,0.31310,239,-0.6310,112,-1.7576,212,-0.8129,110,-1.8737,164,-1.1926,329,-0.1416
ENSG00000169715,MT1E,112,-1.4696,684,1.37972,455,0.77357,557,1.02751,665,1.33166,156,-0.9710,79,-1.9802,182,-0.7438,78,-2.0925,140,-1.1324,193,-0.6476
ENSG00000205364,MT1M,112,0.12721,207,1.13056,156,0.73435,191,0.99094,183,0.92112,78,-0.4311,23,-2.2431,61,-0.7934,34,-1.7611,53,-0.9951,52,-1.0286
ENSG00000198417,MT1F,112,0.74879,107,0.67445,113,0.86626,98,0.53814,74,0.09300,4,-3.9764,30,-1.2639,108,0.69587,44,-0.7467,21,-1.8087,38,-0.9074
ENSG00000125144,MT1G,112,0.23923,231,1.44384,177,1.12105,164,0.85487,100,0.06018,93,-0.0464,16,-2.6681,68,-0.5361,29,-1.8955,25,-2.0203,28,-1.8460
ENSG00000187193,MT1X,112,0.12787,225,1.27415,159,0.77783,236,1.35772,119,0.23075,52,-1.0350,43,-1.3340,58,-0.8849,40,-1.5207,55,-0.9577,41,-1.3758
ENSG00000102900,NUP93,112,2.33319,13,-1.2162,10,-1.6037,28,-0.0515,15,-0.9687,22,-0.4051,18,-0.7113,20,-0.5363,31,0.11937,45,0.70460,19,-0.6194
ENSG00000051108,HERPUD1,112,1.30058,39,-0.3701,32,-0.7541,50,-0.0002,34,-0.5704,26,-0.9849,67,0.44389,54,0.10693,60,0.31052,65,0.41674,21,-1.2841
ENSG00000140848,CPNE2,112,1.60295,75,0.92477,11,-2.1250,34,-0.3194,21,-1.0322,156,2.24033,2,-3.9463,1,-5.0539,3,-3.7528,97,1.35090,22,-0.9759
ENSG00000172775,FAM192A,112,0.49935,93,0.21224,57,-0.5965,111,0.49425,71,-0.2055,45,-0.9159,114,0.52770,94,0.22199,69,-0.2691,84,0.04828,83,0.02630
ENSG00000159579,RSPRY1,112,2.93975,11,-0.9553,7,-1.7699,26,0.25752,17,-0.3391,28,0.38876,11,-1.0052,4,-2.3548,8,-1.4621,20,-0.1003,22,0.01098
ENSG00000102931,ARL2BP,112,0.70277,52,-0.4880,58,-0.3439,94,0.42654,57,-0.3485,102,0.55382,91,0.37455,58,-0.3386,56,-0.3986,89,0.32934,49,-0.5823
ENSG00000102934,PLLP,112,1.50186,242,3.08146,24,-0.9676,19,-1.2565,13,-1.8429,31,-0.5441,5,-3.1929,26,-0.8123,13,-1.8795,22,-1.0548,35,-0.3867
ENSG00000006210,CX3CL1,112,-0.7016,83,-1.1477,76,-1.3622,139,-0.3668,166,-0.0934,117,-0.6313,178,0.01105,147,-0.2856,214,0.33463,459,1.58386,315,0.92864
ENSG00000005194,CIAPIN1,112,1.52432,27,-0.7549,31,-0.5924,29,-0.6189,23,-0.9911,48,0.13490,82,0.99585,48,0.12558,36,-0.3175,39,-0.2004,32,-0.4998
ENSG00000088682,COQ9,112,2.19092,37,0.28381,19,-0.8103,29,-0.0838,23,-0.4607,20,-0.6743,38,0.31675,23,-0.4691,19,-0.7848,15,-1.0457,29,-0.0679
ENSG00000102978,POLR2C,112,1.45683,35,-0.3921,20,-1.2884,27,-0.8148,28,-0.7628,38,-0.2964,48,0.07268,72,0.72555,49,0.10370,55,0.27167,43,-0.0873
ENSG00000125170,DOK4,112,2.46523,11,-1.2617,9,-1.6715,28,0.06930,14,-0.9504,39,0.57137,21,-0.3527,20,-0.4663,10,-1.4729,34,0.36652,31,0.22419
ENSG00000205336,ADGRG1,112,0.10063,111,0.09518,116,0.18279,280,1.63292,213,1.14895,46,-1.2532,23,-2.2490,59,-0.8655,67,-0.7326,52,-1.0685,98,-0.0980
ENSG00000140854,KATNB1,112,1.65868,13,-1.6459,27,-0.6795,31,-0.4479,20,-1.0495,40,-0.0191,56,0.50120,40,-0.0535,50,0.33255,34,-0.2668,32,-0.3684
ENSG00000140859,KIFC3,112,1.78099,16,-1.3046,21,-0.9429,36,-0.1143,28,-0.4495,42,0.13142,50,0.41237,21,-0.8869,23,-0.8543,49,0.39122,56,0.61008
ENSG00000103005,USB1,112,1.97233,22,-0.6954,18,-1.0757,29,-0.2904,33,-0.0706,54,0.70327,31,-0.1655,24,-0.5251,16,-1.2286,39,0.18838,39,0.17212
ENSG00000070761,CFAP20,112,1.03396,40,-0.5919,37,-0.7428,50,-0.2426,51,-0.2245,88,0.64557,65,0.14871,75,0.38930,50,-0.2646,68,0.23776,40,-0.5959
ENSG00000070770,CSNK2A2,112,1.76316,18,-1.1344,18,-1.2231,19,-1.0805,49,0.37540,49,0.37071,40,0.04579,28,-0.4883,33,-0.2518,40,0.06901,45,0.24379
ENSG00000103021,CCDC113,112,3.30202,7,-1.4423,7,-1.4782,8,-1.2521,21,0.21031,2,-2.8960,14,-0.4049,11,-0.8130,10,-0.9363,19,0.01498,13,-0.4869
ENSG00000103034,NDRG4,112,-2.5220,290,-1.1154,407,-0.6495,605,0.00656,639,0.09105,796,0.43929,858,0.55983,895,0.62960,580,-0.0653,896,0.63118,772,0.39136
ENSG00000125107,CNOT1,112,1.64986,41,0.00515,19,-1.2198,15,-1.5145,21,-1.0356,20,-1.1036,56,0.48663,40,-0.0451,37,-0.1881,58,0.53044,61,0.62738
ENSG00000103042,SLC38A7,112,2.73963,6,-2.0621,9,-1.5764,15,-0.6351,12,-0.9717,8,-1.5120,40,0.81892,20,-0.2568,14,-0.8313,17,-0.4720,32,0.45617
ENSG00000125166,GOT2,112,0.09576,48,-1.1958,53,-1.0964,67,-0.6951,56,-0.9466,138,0.42662,183,0.89324,141,0.46858,159,0.73101,103,-0.0318,94,-0.1686
ENSG00000150394,CDH8,112,0.13560,15,-2.8585,58,-0.9267,46,-1.1989,43,-1.2975,10,-3.3291,131,0.38527,368,2.19025,139,0.52991,48,-1.1349,164,0.75443
ENSG00000140937,CDH11,112,2.04973,26,-0.3946,11,-1.7051,27,-0.2855,23,-0.5544,35,0.07075,9,-1.8629,25,-0.4206,7,-2.3351,87,1.58330,51,0.67308
ENSG00000166548,TK2,112,1.77588,45,0.25559,31,-0.3676,35,-0.1309,30,-0.3511,36,-0.1122,14,-1.5111,20,-0.9502,41,0.10226,34,-0.1789,29,-0.4167
