bansky,cluster,cell_type,n,prop_of_cluster,prop_of_cell_type
k11,xSp11D10,Micro.4,51,9.622823072133437e-4,0.26254969722195665
k11,xSp11D10,Excit.L6b,50,9.434140266797486e-4,0.0159986802185952
k11,xSp11D10,Excit.L2_5.1,46,8.679409045453688e-4,0.004774959472975359
k11,xSp11D10,Inhib.Pvalb,38,7.16994660276609e-4,0.0073157365040672565
k11,xSp11D10,Inhib.Sst,32,6.037849770750392e-4,0.009021280005408167
k11,xSp11D10,Excit.L6_CT,27,5.094435744070643e-4,0.008632695246510932
k11,xSp11D10,Inhib.Chandelier,9,1.6981452480235477e-4,0.005696291193826361
k11,xSp11D10,Excit.L2,7,1.320779637351648e-4,2.7348216045694316e-4
k11,xSp11D10,OPC.3,5,9.434140266797486e-5,0.22935063581161488
k11,xSp11D10,Inhib.Pax6,5,9.434140266797486e-5,0.0027002964477106785
k11,xSp11D10,Excit.L5.1,4,7.54731221343799e-5,5.82076164626021e-4
k11,xSp11D10,Excit.L2_5.2,2,3.773656106718995e-5,3.4804781923417614e-4
k11,xSp11D10,OPC.1,1,1.8868280533594974e-5,0.019500907246364343
k11,xSp11D10,Excit.L5.2,1,1.8868280533594974e-5,3.3773314498308684e-4
k11,xSp11D10,Excit.L5_6_NP,1,1.8868280533594974e-5,0.0018001013624420166
k11,xSp11D11,Vasc.Endo,3791,0.24698677438269595,0.20455246334745134
k11,xSp11D11,Oligo.3,2114,0.1377288422698547,0.0876186365730508
k11,xSp11D11,Vasc.PC,1982,0.12912893348100854,0.12373411681941972
k11,xSp11D11,Astro.5,1254,0.0816991334940387,0.0777397309692817
k11,xSp11D11,Oligo.4,864,0.05629031207244772,0.0717287601569711
k11,xSp11D11,Micro.5,632,0.04117532086780898,0.105304006613099
k11,xSp11D11,Micro.2,492,0.03205420548569939,0.10594850452581674
k11,xSp11D11,Astro.2,489,0.03185875301322562,0.06064997910397161
k11,xSp11D11,Astro.1,479,0.03120724477164636,0.06361701896344558
k11,xSp11D11,Excit.L2,405,0.026386083783959867,0.05463533049089564
k11,xSp11D11,OPC.5,338,0.02202097856537885,0.07870133561424227
k11,xSp11D11,OPC.2,328,0.021369470323799596,0.0793706930252782
k11,xSp11D11,Vasc.VLMC,277,0.01804677829174539,0.051422138345315574
k11,xSp11D11,Oligo.1,225,0.01465893543553326,0.05751455031178091
k11,xSp11D11,Inhib.Vip,214,0.013942276369796077,0.048142179325891654
k11,xSp11D11,Excit.L2_5.1,198,0.012899863183269269,0.07096833849454541
k11,xSp11D11,Macro,144,0.009381718678741286,0.06866355806847486
k11,xSp11D11,Astro.4,127,0.008274154668056552,0.03571830988777772
k11,xSp11D11,Oligo.2,125,0.0081438530197407,0.0377222364028609
k11,xSp11D11,Excit.L2_5.2,125,0.0081438530197407,0.07511151529249503
k11,xSp11D11,Inhib.Lamp5_Lhx6,118,0.007687797250635221,0.07387377525782127
k11,xSp11D11,Excit.L5.1,110,0.007166590657371815,0.055271353368160685
k11,xSp11D11,Inhib.Pvalb,95,0.006189328295002932,0.06315178822383552
k11,xSp11D11,Inhib.Sst,67,0.0043651052185810155,0.06521996724836317
k11,xSp11D11,Excit.L5.2,66,0.00429995439442309,0.07696711517123389
k11,xSp11D11,Oligo.5,60,0.003909049449475536,0.0709219671115366
k11,xSp11D11,OPC.4,49,0.0031923903837383543,0.05474820776244905
k11,xSp11D11,Inhib.Pax6,38,0.002475731318001173,0.07086187288324053
k11,xSp11D11,Micro.3,35,0.002280278845527396,0.061984606166537275
k11,xSp11D11,Inhib.Chandelier,29,0.0018893739005798424,0.06337752276635102
k11,xSp11D11,Excit.L6_CT,25,0.0016287706039481399,0.027600073799585984
k11,xSp11D11,Astro.3,18,0.0011727148348426608,0.050505470016570346
k11,xSp11D11,Excit.L6b,18,0.0011727148348426608,0.019887227770272835
k11,xSp11D11,Excit.L5_6_NP,10,6.51508241579256e-4,0.06215621350450482
k11,xSp11D11,Micro.4,4,2.6060329663170237e-4,0.07110316391853581
k11,xSp11D11,Micro.1,2,1.3030164831585118e-4,0.03315012068844353
k11,xSp11D11,OPC.1,1,6.515082415792559e-5,0.0673352389829998
k11,xSp11D11,OPC.3,1,6.515082415792559e-5,0.15838627073268327
k12,xSp12D01,Excit.L2,4893,0.25489685351114816,0.4246929688171592
k12,xSp12D01,Excit.L5.1,3060,0.15940821004375913,0.8480140073542808
k12,xSp12D01,Excit.L2_5.2,2936,0.15294853094394664,0.9049209236752431
k12,xSp12D01,Inhib.Pvalb,1703,0.08871639924984372,0.6767645940670514
k12,xSp12D01,Excit.L2_5.1,1436,0.0748072515107314,0.3477591754750677
k12,xSp12D01,Inhib.Vip,1292,0.06730568868514274,0.23080523341991133
k12,xSp12D01,Excit.L5.2,882,0.04594707230673057,0.6670351224433408
k12,xSp12D01,Inhib.Lamp5_Lhx6,833,0.04339445717857887,0.3676634742383608
k12,xSp12D01,Inhib.Sst,824,0.04292560950197958,0.5057090486782025
k12,xSp12D01,Inhib.Chandelier,392,0.020420921025213586,0.5577208272927199
k12,xSp12D01,Excit.L5_6_NP,221,0.011512815169827047,0.7890924322026609
k12,xSp12D01,OPC.5,209,0.010887684934361326,0.03901941914807175
k12,xSp12D01,Excit.L6_CT,189,0.009845801208585123,0.16068324125990863
k12,xSp12D01,Inhib.Pax6,129,0.0067201500312565115,0.19385655599788149
k12,xSp12D01,OPC.2,97,0.005053136070014587,0.01889026450081859
k12,xSp12D01,Excit.L6b,86,0.004480100020837674,0.07662291710863758
k12,xSp12D01,OPC.4,9,4.688476765992915e-4,0.007917181220045968
k12,xSp12D01,OPC.1,3,1.562825588664305e-4,0.14694271643237108
k12,xSp12D01,OPC.3,1,5.209418628881017e-5,0.1279008464291835
k12,xSp12D01,Oligo.3,1,5.209418628881017e-5,3.3466691090208106e-5
k12,xSp12D01,Astro.1,0,0,0
k12,xSp12D01,Astro.2,0,0,0
k12,xSp12D01,Astro.3,0,0,0
k12,xSp12D01,Astro.4,0,0,0
k12,xSp12D01,Astro.5,0,0,0
k12,xSp12D01,Macro,0,0,0
k12,xSp12D01,Micro.1,0,0,0
k12,xSp12D01,Micro.2,0,0,0
k12,xSp12D01,Micro.3,0,0,0
k12,xSp12D01,Micro.4,0,0,0
k12,xSp12D01,Micro.5,0,0,0
k12,xSp12D01,Oligo.1,0,0,0
k12,xSp12D01,Oligo.2,0,0,0
k12,xSp12D01,Oligo.4,0,0,0
k12,xSp12D01,Oligo.5,0,0,0
k12,xSp12D01,Vasc.Endo,0,0,0
k12,xSp12D01,Vasc.PC,0,0,0
k12,xSp12D01,Vasc.VLMC,0,0,0
k12,xSp12D02,Oligo.3,9024,0.2087004787344758,0.134074739424148
k12,xSp12D02,Astro.5,6982,0.1614745946946044,0.1526449839449492
k12,xSp12D02,Vasc.Endo,4513,0.10437336663660121,0.07583462123136857
k12,xSp12D02,Astro.1,3624,0.08381322417262194,0.17307856886540415
k12,xSp12D02,Astro.2,3565,0.08244871528018687,0.1589129446410517
k12,xSp12D02,Oligo.4,2823,0.06528828141261361,0.08451733201522309
k12,xSp12D02,Micro.5,2694,0.06230486366474711,0.1555217799535555
k12,xSp12D02,OPC.5,2102,0.048613520201669785,0.17422173147440342
k12,xSp12D02,Micro.2,1912,0.04421933902264159,0.13143571521576633
k12,xSp12D02,Vasc.PC,1624,0.03755868544600939,0.03009175097858251
k12,xSp12D02,OPC.2,1515,0.03503781308540901,0.13098272984200643
k12,xSp12D02,Oligo.1,665,0.015379634126598672,0.061694457234482185
k12,xSp12D02,Excit.L2_5.1,616,0.014246397927796665,0.06622774526276459
k12,xSp12D02,Oligo.2,321,0.007423853465621314,0.03598623931416785
k12,xSp12D02,OPC.4,277,0.006406253613635838,0.1081789957211999
k12,xSp12D02,Oligo.5,276,0.006383126344272532,0.11813482893564752
k12,xSp12D02,Astro.3,110,0.00254399962996369,0.11192261203077912
k12,xSp12D02,Inhib.Vip,99,0.002289599666967321,0.007851514424652128
k12,xSp12D02,Excit.L5.1,96,0.0022202178588774024,0.011811034345027314
k12,xSp12D02,Inhib.Sst,93,0.0021508360507874833,0.025339121930379568
k12,xSp12D02,Inhib.Pvalb,54,0.001248872545618539,0.009526905155345386
k12,xSp12D02,Micro.3,49,0.0011332361988020075,0.028610816837603137
k12,xSp12D02,Macro,38,8.788362358056384e-4,0.003523184704380896
k12,xSp12D02,Excit.L2_5.2,32,7.400726196258008e-4,0.004378644204068715
k12,xSp12D02,Vasc.VLMC,30,6.938180808991882e-4,0.0014474584042822082
k12,xSp12D02,Inhib.Lamp5_Lhx6,30,6.938180808991882e-4,0.005878436618368633
k12,xSp12D02,Astro.4,19,4.394181179028192e-4,0.001696663982053827
k12,xSp12D02,Inhib.Chandelier,16,3.700363098129004e-4,0.010106153223078607
k12,xSp12D02,Excit.L2,12,2.775272323596753e-4,4.6239827057451374e-4
k12,xSp12D02,Micro.4,6,1.3876361617983765e-4,0.03354346476077009
k12,xSp12D02,OPC.1,6,1.3876361617983765e-4,0.13047075023177204
k12,xSp12D02,Inhib.Pax6,5,1.1563634681653137e-4,0.003335768373885237
k12,xSp12D02,Excit.L6b,4,9.25090774532251e-5,0.0015821779291815123
k12,xSp12D02,Micro.1,3,6.938180808991882e-5,0.013918453184811696
k12,xSp12D02,Excit.L5.2,2,4.625453872661255e-5,6.714987561578909e-4
k12,xSp12D02,Excit.L5_6_NP,1,2.3127269363306275e-5,0.0015851512391101463
k12,xSp12D02,Excit.L6_CT,1,2.3127269363306275e-5,3.77436485265079e-4
k12,xSp12D02,OPC.3,0,0,0
k12,xSp12D03,Astro.5,4761,0.2085322587709693,0.1971294825189131
k12,xSp12D03,Astro.4,2919,0.1278524812754588,0.49365898027048694
k12,xSp12D03,Oligo.3,2619,0.1147124523673952,0.07369433100070236
k12,xSp12D03,Oligo.4,2273,0.09955761902676186,0.1288798565358512
k12,xSp12D03,Astro.2,2003,0.08773159300950462,0.16909524588481967
k12,xSp12D03,Micro.5,1029,0.04507029915465814,0.11250186157678214
k12,xSp12D03,Vasc.Endo,993,0.04349349568569051,0.03160109592743428
k12,xSp12D03,Astro.1,960,0.04204809250580351,0.08683144869162396
k12,xSp12D03,Micro.2,924,0.04047128903683588,0.12029516808328711
k12,xSp12D03,Oligo.1,818,0.03582847882265341,0.14372374117001135
k12,xSp12D03,Oligo.2,681,0.029827865621304368,0.14458700127229204
k12,xSp12D03,OPC.2,622,0.02724365993605186,0.10184565288400961
k12,xSp12D03,Vasc.PC,488,0.021374447023783452,0.01712505455147486
k12,xSp12D03,OPC.5,360,0.015768034689676316,0.05650967661234099
k12,xSp12D03,Inhib.Vip,263,0.011519425342735755,0.0395025102191736
k12,xSp12D03,OPC.4,245,0.010731023608251938,0.18120908521795698
k12,xSp12D03,Inhib.Lamp5_Lhx6,220,0.009636021199246638,0.08164206357899506
k12,xSp12D03,Micro.3,190,0.008322018308440279,0.210106014786388
k12,xSp12D03,Astro.3,93,0.0040734089614997155,0.17920858378707336
k12,xSp12D03,Macro,63,0.0027594060706933555,0.011062239886513617
k12,xSp12D03,Vasc.VLMC,63,0.0027594060706933555,0.005756733094467726
k12,xSp12D03,Oligo.5,62,0.0027156059743331435,0.05025870238685208
k12,xSp12D03,Inhib.Pax6,61,0.0026718058779729315,0.07707373844180149
k12,xSp12D03,Excit.L2_5.1,18,7.884017344838159e-4,0.0036650716553578186
k12,xSp12D03,Micro.4,17,7.446016381236039e-4,0.17999328279857754
k12,xSp12D03,Inhib.Pvalb,15,6.570014454031799e-4,0.005011872892266109
k12,xSp12D03,Micro.1,12,5.256011563225439e-4,0.10543909548562444
k12,xSp12D03,Excit.L2,12,5.256011563225439e-4,8.757233069673425e-4
k12,xSp12D03,Excit.L5.2,9,3.9420086724190794e-4,0.005722798222977518
k12,xSp12D03,Inhib.Chandelier,9,3.9420086724190794e-4,0.010766117430561143
k12,xSp12D03,Inhib.Sst,9,3.9420086724190794e-4,0.0046441028531425815
k12,xSp12D03,Excit.L2_5.2,7,3.0660067452148394e-4,0.001814004775823018
k12,xSp12D03,Excit.L5.1,5,2.1900048180105997e-4,0.0011650308107321095
k12,xSp12D03,Excit.L6b,4,1.7520038544084797e-4,0.002996443058993448
k12,xSp12D03,OPC.1,2,8.760019272042399e-5,0.08236498283432746
k12,xSp12D03,OPC.3,1,4.380009636021199e-5,0.10753732416690494
k12,xSp12D03,Excit.L5_6_NP,1,4.380009636021199e-5,0.003002074128504385
k12,xSp12D03,Excit.L6_CT,0,0,0
k12,xSp12D04,Excit.L2,5683,0.2974146954155328,0.4955335000255289
k12,xSp12D04,Astro.1,1661,0.0869269415951434,0.17950855364001841
k12,xSp12D04,Inhib.Vip,1546,0.08090851999162654,0.27745217688336504
k12,xSp12D04,Astro.5,1201,0.06285325518107598,0.05941636915793866
k12,xSp12D04,Vasc.Endo,1111,0.0581431861000628,0.042245130507623324
k12,xSp12D04,Excit.L2_5.1,1078,0.056416160770357965,0.26226384684316445
k12,xSp12D04,Astro.2,992,0.051915428092945366,0.10006260888983533
k12,xSp12D04,OPC.2,833,0.04359430604982206,0.1629696807290601
k12,xSp12D04,OPC.5,740,0.03872723466610844,0.13879113980544863
k12,xSp12D04,Oligo.3,729,0.038151559556206825,0.024509576773090107
k12,xSp12D04,Micro.5,698,0.03652920242830228,0.09118207227773366
k12,xSp12D04,Vasc.PC,464,0.024283022817667994,0.01945538473882187
k12,xSp12D04,Micro.2,361,0.0188926104249529,0.056155605632754374
k12,xSp12D04,Inhib.Lamp5_Lhx6,327,0.017113250994347916,0.1449935711881877
k12,xSp12D04,Inhib.Sst,324,0.01695624869164748,0.19976253091079854
k12,xSp12D04,Inhib.Pvalb,286,0.01496755285744191,0.1141785500696102
k12,xSp12D04,Excit.L5.2,256,0.013397529830437514,0.19449820200133003
k12,xSp12D04,Oligo.4,157,0.008216453841323006,0.010636407365452388
k12,xSp12D04,Inhib.Chandelier,134,0.007012769520619635,0.19152748369302533
k12,xSp12D04,Excit.L5.1,128,0.006698764915218757,0.03563584635019441
k12,xSp12D04,Inhib.Pax6,116,0.006070755704416998,0.17512344035312075
k12,xSp12D04,OPC.4,90,0.004710069081013188,0.07953643013397656
k12,xSp12D04,Excit.L2_5.2,51,0.0026690391459074734,0.015791386516325112
k12,xSp12D04,Oligo.1,41,0.002145698136906008,0.0086073362250219
k12,xSp12D04,Oligo.5,23,0.0012036843207033703,0.022277021266609374
k12,xSp12D04,Oligo.2,19,9.943479171027841e-4,0.00481998227364128
k12,xSp12D04,Excit.L6b,9,4.710069081013188e-4,0.008055606595652536
k12,xSp12D04,Astro.3,8,4.186728072011723e-4,0.018419402902540044
k12,xSp12D04,Micro.3,8,4.186728072011723e-4,0.010570233296801613
k12,xSp12D04,Vasc.VLMC,8,4.186728072011723e-4,8.734443366514327e-4
k12,xSp12D04,Astro.4,7,3.6633870630102576e-4,0.0014144926276130638
k12,xSp12D04,OPC.1,6,3.140046054008792e-4,0.2952388930956453
k12,xSp12D04,Excit.L5_6_NP,5,2.616705045007327e-4,0.017934989121803333
k12,xSp12D04,Macro,3,1.570023027004396e-4,6.294097681574219e-4
k12,xSp12D04,Micro.4,2,1.0466820180029308e-4,0.025301546870262683
k12,xSp12D04,Excit.L6_CT,2,1.0466820180029308e-4,0.001708182560851659
k12,xSp12D04,OPC.3,1,5.233410090014654e-5,0.12848988109978055
k12,xSp12D04,Micro.1,0,0,0
k12,xSp12D05,Oligo.3,13406,0.2958206452182356,0.19004305195858845
k12,xSp12D05,Astro.5,5854,0.12917604483869544,0.12211255478155768
k12,xSp12D05,Oligo.4,4851,0.10704355885078777,0.1385705950246567
k12,xSp12D05,Vasc.Endo,3299,0.07279668123041617,0.05289192948264428
k12,xSp12D05,Astro.2,2506,0.055298115539079394,0.10658245363257877
k12,xSp12D05,Micro.5,2311,0.05099518954940642,0.12729122866663173
k12,xSp12D05,Micro.2,1906,0.04205834326316254,0.12501246173656044
k12,xSp12D05,Astro.1,1676,0.03698309722406108,0.07637197593743816
k12,xSp12D05,OPC.5,1589,0.035063330244053136,0.12566039408452317
k12,xSp12D05,Vasc.PC,1321,0.029149565294143608,0.02335442387157613
k12,xSp12D05,OPC.2,1257,0.02773732291804581,0.10369112551227817
k12,xSp12D05,Oligo.1,1212,0.026744339997352047,0.1072832764842887
k12,xSp12D05,Oligo.2,607,0.01339423628580255,0.06492695399276192
k12,xSp12D05,Excit.L2_5.1,600,0.013239772275916854,0.061548208190619146
k12,xSp12D05,Inhib.Vip,364,0.008032128514056224,0.027543842619571893
k12,xSp12D05,Inhib.Lamp5_Lhx6,290,0.006399223266693147,0.054217999524159635
k12,xSp12D05,Oligo.5,269,0.0059358312370360565,0.10985657653593643
k12,xSp12D05,OPC.4,263,0.005803433514276888,0.09799949349069202
k12,xSp12D05,Inhib.Pvalb,244,0.005384174058872854,0.04107265851804569
k12,xSp12D05,Inhib.Sst,225,0.00496491460346882,0.058491941524393326
k12,xSp12D05,Astro.4,188,0.004148461979787281,0.016017878497175262
k12,xSp12D05,Astro.3,156,0.0034423407917383822,0.15144490131744198
k12,xSp12D05,Excit.L2,143,0.003155479059093517,0.005257459051326386
k12,xSp12D05,Excit.L2_5.2,139,0.0030672139105874046,0.018147189959578754
k12,xSp12D05,Excit.L5.1,131,0.00289068361357518,0.015377753720892572
k12,xSp12D05,Micro.3,117,0.0025817555938037868,0.06518158923255762
k12,xSp12D05,Excit.L6b,91,0.002008032128514056,0.0343432688152005
k12,xSp12D05,Excit.L6_CT,65,0.001434308663224326,0.02340788322773487
k12,xSp12D05,Inhib.Chandelier,60,0.0013239772275916854,0.036159469681972055
k12,xSp12D05,Macro,54,0.0011915795048325168,0.004776947643301477
k12,xSp12D05,Vasc.VLMC,42,9.267840593141798e-4,0.0019334771066653817
k12,xSp12D05,Inhib.Pax6,40,8.826514850611236e-4,0.02546189835710733
k12,xSp12D05,Micro.4,14,3.0892801977139327e-4,0.07467747259761806
k12,xSp12D05,Excit.L5_6_NP,11,2.42729158391809e-4,0.016636742546156488
k12,xSp12D05,Excit.L5.2,9,1.9859658413875282e-4,0.002883119427794689
k12,xSp12D05,Micro.1,7,1.5446400988569664e-4,0.0309865100019603
k12,xSp12D05,OPC.3,1,2.206628712652809e-5,0.05417680939261677
k12,xSp12D05,OPC.1,0,0,0
k12,xSp12D06,Vasc.PC,637,0.20260814249363868,0.16232819913028998
k12,xSp12D06,Vasc.Endo,594,0.18893129770992367,0.13727192925056683
k12,xSp12D06,Macro,435,0.1383587786259542,0.5546693601281942
k12,xSp12D06,Vasc.VLMC,383,0.12181933842239186,0.25414215924593375
k12,xSp12D06,Oligo.3,282,0.08969465648854962,0.05762223340053212
k12,xSp12D06,Micro.2,166,0.052798982188295165,0.15693748798528553
k12,xSp12D06,Oligo.4,129,0.04103053435114504,0.05311506474801722
k12,xSp12D06,Astro.5,109,0.03466921119592875,0.03277346009999572
k12,xSp12D06,Micro.5,78,0.02480916030534351,0.06192718421793498
k12,xSp12D06,Astro.4,77,0.024491094147582698,0.09456405102186216
k12,xSp12D06,Astro.2,41,0.013040712468193385,0.025134873375472582
k12,xSp12D06,Oligo.1,35,0.0111323155216285,0.044656599644465236
k12,xSp12D06,Astro.1,24,0.007633587786259542,0.01576374685972063
k12,xSp12D06,OPC.2,21,0.006679389312977099,0.02496972752718969
k12,xSp12D06,Excit.L2,20,0.006361323155216285,0.010598833132618425
k12,xSp12D06,Oligo.2,18,0.0057251908396946565,0.02775217595964371
k12,xSp12D06,OPC.5,16,0.005089058524173028,0.018238230516487947
k12,xSp12D06,Micro.3,14,0.004452926208651399,0.112423037917223
k12,xSp12D06,Oligo.5,13,0.004134860050890585,0.07652535112721034
k12,xSp12D06,OPC.4,11,0.003498727735368957,0.0590811534386495
k12,xSp12D06,Excit.L2_5.1,8,0.002544529262086514,0.011828845202639859
k12,xSp12D06,Inhib.Lamp5_Lhx6,6,0.0019083969465648854,0.016169066217661662
k12,xSp12D06,Excit.L6_CT,5,0.0015903307888040711,0.025954160601744197
k12,xSp12D06,Micro.1,4,0.001272264631043257,0.25522476558866536
k12,xSp12D06,Excit.L2_5.2,3,9.541984732824427e-4,0.005645521133698926
k12,xSp12D06,Inhib.Pax6,3,9.541984732824427e-4,0.027525818457714457
k12,xSp12D06,Inhib.Vip,3,9.541984732824427e-4,0.0032721454257029587
k12,xSp12D06,Micro.4,2,6.361323155216285e-4,0.1537728872763929
k12,xSp12D06,Excit.L5.1,2,6.361323155216285e-4,0.003384073592853027
k12,xSp12D06,Inhib.Pvalb,2,6.361323155216285e-4,0.00485267472448378
k12,xSp12D06,Inhib.Sst,2,6.361323155216285e-4,0.007494311014991397
k12,xSp12D06,Excit.L6b,1,3.180661577608143e-4,0.005439868915384814
k12,xSp12D06,Astro.3,0,0,0
k12,xSp12D06,OPC.1,0,0,0
k12,xSp12D06,OPC.3,0,0,0
k12,xSp12D06,Excit.L5.2,0,0,0
k12,xSp12D06,Excit.L5_6_NP,0,0,0
k12,xSp12D06,Inhib.Chandelier,0,0,0
k12,xSp12D07,Astro.5,3566,0.16187017703132092,0.15301893539874414
k12,xSp12D07,Astro.1,3276,0.1487063095778484,0.3070860893023271
k12,xSp12D07,Astro.2,2673,0.12133454380390377,0.23386209933086205
k12,xSp12D07,Inhib.Vip,2143,0.09727644121652293,0.33358118993876307
k12,xSp12D07,Oligo.3,1524,0.06917839310031774,0.044442040022854075
k12,xSp12D07,Vasc.Endo,1441,0.06541080344984113,0.04752556771814147
k12,xSp12D07,OPC.2,1141,0.05179300953245574,0.19361909827982984
k12,xSp12D07,Micro.5,1051,0.047707671357240126,0.11908511680309376
k12,xSp12D07,OPC.5,890,0.040399455288243305,0.14478406463349952
k12,xSp12D07,Micro.2,692,0.03141171130276895,0.09336685786091542
k12,xSp12D07,Oligo.4,665,0.030186109850204267,0.0390766828787258
k12,xSp12D07,Vasc.PC,639,0.029005901044030866,0.023239321098739954
k12,xSp12D07,Inhib.Lamp5_Lhx6,449,0.02038129822968679,0.17268239779512323
k12,xSp12D07,Inhib.Pax6,295,0.013390830685428961,0.3862860660184749
k12,xSp12D07,OPC.4,235,0.010667271901951884,0.1801325440787843
k12,xSp12D07,Excit.L2_5.1,212,0.009623241034952337,0.04473590862020619
k12,xSp12D07,Excit.L2,181,0.008216068996822515,0.013689093004494716
k12,xSp12D07,Oligo.1,163,0.007399001361779392,0.029680639300951155
k12,xSp12D07,Inhib.Sst,112,0.005083976395823877,0.05989461527659761
k12,xSp12D07,Excit.L5.2,110,0.004993191103041307,0.07248848885443067
k12,xSp12D07,Oligo.2,103,0.004675442578302315,0.022663647161354064
k12,xSp12D07,Inhib.Pvalb,92,0.004176123467998184,0.03185715975277994
k12,xSp12D07,Inhib.Chandelier,78,0.0035406264185201997,0.09669892424702191
k12,xSp12D07,Astro.4,65,0.0029505220154334997,0.011392439746760763
k12,xSp12D07,Astro.3,61,0.0027689514298683614,0.12181930884229372
k12,xSp12D07,Oligo.5,48,0.0021788470267816613,0.04032471032267037
k12,xSp12D07,Micro.3,46,0.002088061733999092,0.05271729925342215
k12,xSp12D07,Vasc.VLMC,23,0.001044030866999546,0.0021780799526152873
k12,xSp12D07,Excit.L2_5.2,18,8.17067635043123e-4,0.004834185686159625
k12,xSp12D07,Excit.L5.1,15,6.808896958692692e-4,0.003622172279594842
k12,xSp12D07,Macro,11,4.993191103041308e-4,0.002001730675585901
k12,xSp12D07,Micro.1,3,1.3617793917385383e-4,0.027318202326739576
k12,xSp12D07,Micro.4,3,1.3617793917385383e-4,0.03291842652725688
k12,xSp12D07,OPC.1,3,1.3617793917385383e-4,0.12803959984728985
k12,xSp12D07,OPC.3,1,4.539264639128461e-5,0.11144732855445331
k12,xSp12D07,Excit.L6_CT,1,4.539264639128461e-5,7.408069081423854e-4
k12,xSp12D07,Excit.L6b,1,4.539264639128461e-5,7.763480649101157e-4
k12,xSp12D07,Excit.L5_6_NP,0,0,0
k12,xSp12D08,Vasc.PC,8938,0.4777635236262561,0.38278072858215406
k12,xSp12D08,Vasc.Endo,6880,0.3677571092580714,0.26720150920138064
k12,xSp12D08,Vasc.VLMC,1370,0.07323070344237759,0.1527754898110951
k12,xSp12D08,Astro.5,330,0.01763951250801796,0.01667496431048855
k12,xSp12D08,Oligo.3,276,0.014753046824887749,0.00947774974333265
k12,xSp12D08,Macro,197,0.010530254436604661,0.042214954109481645
k12,xSp12D08,Astro.4,153,0.0081783194355356,0.03157780586341867
k12,xSp12D08,Oligo.4,107,0.005719478298054309,0.007404009353769386
k12,xSp12D08,Micro.2,102,0.005452212957023733,0.016205929924645743
k12,xSp12D08,Micro.5,95,0.005078041479580928,0.012675512040792106
k12,xSp12D08,Astro.2,46,0.0024588411374812913,0.004739208903787536
k12,xSp12D08,OPC.5,27,0.0014432328415651058,0.005172275604299059
k12,xSp12D08,Oligo.1,27,0.0014432328415651058,0.005789439858608028
k12,xSp12D08,Oligo.2,23,0.0012294205687406457,0.005959468759632706
k12,xSp12D08,Astro.1,21,0.0011225144323284157,0.0023180493698466676
k12,xSp12D08,OPC.2,21,0.0011225144323284157,0.0041963236767951885
k12,xSp12D08,Micro.3,14,7.483429548856104e-4,0.01889341625036076
k12,xSp12D08,Inhib.Vip,13,6.948898866794954e-4,0.002382922240740705
k12,xSp12D08,Excit.L2_5.1,11,5.879837502672653e-4,0.0027333813240865996
k12,xSp12D08,OPC.4,10,5.345306820611504e-4,0.009026335180433944
k12,xSp12D08,Excit.L2,9,0.00048107761385503527,8.01541004705396e-4
k12,xSp12D08,Inhib.Lamp5_Lhx6,7,3.741714774428052e-4,0.0031702017792592995
k12,xSp12D08,Inhib.Pax6,5,2.672653410305752e-4,0.007709818725594599
k12,xSp12D08,Inhib.Pvalb,5,2.672653410305752e-4,0.0020388081748151867
k12,xSp12D08,Excit.L6_CT,4,2.1381227282446012e-4,0.0034894112008502782
k12,xSp12D08,Oligo.5,3,1.6035920461834508e-4,0.0029678258245417343
k12,xSp12D08,Excit.L2_5.2,3,1.6035920461834508e-4,9.487662200315064e-4
k12,xSp12D08,Excit.L5.2,3,1.6035920461834508e-4,0.0023280095187228227
k12,xSp12D08,Inhib.Sst,3,1.6035920461834508e-4,0.0018892009165436938
k12,xSp12D08,Excit.L5.1,2,1.0690613641223006e-4,5.687153825064099e-4
k12,xSp12D08,Astro.3,1,5.345306820611503e-5,0.002351654042800775
k12,xSp12D08,Micro.4,1,5.345306820611503e-5,0.012921262497246613
k12,xSp12D08,Inhib.Chandelier,1,5.345306820611503e-5,0.00145986997278135
k12,xSp12D08,Micro.1,0,0,0
k12,xSp12D08,OPC.1,0,0,0
k12,xSp12D08,OPC.3,0,0,0
k12,xSp12D08,Excit.L5_6_NP,0,0,0
k12,xSp12D08,Excit.L6b,0,0,0
k12,xSp12D09,Oligo.3,6567,0.28233018056749787,0.18137641859135242
k12,xSp12D09,Astro.5,2469,0.10614789337919174,0.10034360830136406
k12,xSp12D09,Oligo.4,2143,0.09213241616509028,0.1192677435813963
k12,xSp12D09,Astro.2,1201,0.051633705932932074,0.09951961318800771
k12,xSp12D09,Excit.L6b,1118,0.048065348237317285,0.8220591452547849
k12,xSp12D09,Vasc.Endo,1099,0.047248495270851246,0.03432936828695355
k12,xSp12D09,OPC.5,1069,0.04595872742906277,0.16470745249130195
k12,xSp12D09,Excit.L6_CT,1055,0.04535683576956148,0.7402224796486446
k12,xSp12D09,Micro.5,1019,0.043809114359415306,0.1093537653822068
k12,xSp12D09,Astro.1,788,0.03387790197764402,0.06995958988973522
k12,xSp12D09,Excit.L2_5.1,644,0.02768701633705933,0.12870963413699602
k12,xSp12D09,Micro.2,623,0.026784178847807396,0.07961217379405013
k12,xSp12D09,OPC.2,602,0.02588134135855546,0.09675286339512262
