Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000101294,HM13,45,-0.6857,53,-0.3677,43,-0.6809,83,0.38585,83,0.37392,106,0.80531,71,0.10984
ENSG00000125968,ID1,26,-1.9618,3,-4.6743,6,-3.8711,7,-3.7507,9,-3.4043,434,3.65098,162,1.14415
ENSG00000171552,BCL2L1,44,-0.9376,66,-0.1698,69,-0.1049,72,-0.0439,105,0.59064,111,0.69839,80,0.12629
ENSG00000088356,PDRG1,15,-0.7354,23,-0.0163,18,-0.4120,23,0.00771,39,0.89122,34,0.64754,17,-0.4519
ENSG00000101337,TM9SF4,31,-0.3026,22,-0.7862,13,-1.5660,84,1.47136,62,0.89340,22,-0.8134,28,-0.4262
ENSG00000101350,KIF3B,91,-0.0738,130,0.53998,140,0.66617,113,0.30173,106,0.19527,62,-0.6696,22,-2.2084
ENSG00000171456,ASXL1,13,-0.8830,30,0.54990,16,-0.4941,32,0.65637,33,0.72462,9,-1.2758,26,0.32069
ENSG00000197183,NOL4L,17,-0.4984,24,0.14862,26,0.30170,30,0.50126,37,0.88911,8,-1.5648,17,-0.3758
ENSG00000149600,COMMD7,45,-0.6309,83,0.44618,100,0.76625,66,0.05963,75,0.26658,59,-0.1316,37,-0.8619
ENSG00000101367,MAPRE1,30,-0.0844,17,-0.9277,23,-0.5150,16,-0.9955,27,-0.2165,45,0.61955,61,1.17391
ENSG00000101391,CDK5RAP1,8,-1.3892,11,-0.6519,12,-0.6126,28,0.81231,24,0.53586,29,0.84765,20,0.20857
ENSG00000101400,SNTA1,183,0.47184,133,-0.1334,122,-0.2709,86,-0.8305,104,-0.5222,63,-1.3088,281,1.17133
ENSG00000078699,CBFA2T2,16,-0.4036,26,0.38708,24,0.24064,27,0.45168,28,0.51864,4,-2.3278,22,0.13877
ENSG00000125967,NECAB3,23,-0.9520,63,0.80412,17,-1.3280,66,0.91139,41,0.07692,41,0.08159,39,0.00640
ENSG00000101421,CHMP4B,104,-0.2683,127,0.08934,159,0.47444,121,0.02056,194,0.82384,56,-1.2098,95,-0.3767
ENSG00000125970,RALY,38,-0.8504,19,-1.7782,51,-0.2991,31,-1.0836,79,0.41810,142,1.50480,92,0.69719
ENSG00000125977,EIF2S2,80,-0.3342,127,0.46498,95,-0.0206,86,-0.1905,101,0.07567,102,0.09779,99,0.03954
ENSG00000101444,AHCY,26,-0.3814,18,-0.8347,25,-0.3360,52,0.86389,25,-0.3627,38,0.30741,41,0.45613
ENSG00000078747,ITCH,14,-0.4247,11,-0.7564,25,0.51886,24,0.45881,29,0.75504,11,-0.8203,18,-0.0675
ENSG00000125971,DYNLRB1,340,-0.1477,423,0.23399,420,0.22134,429,0.25623,401,0.14196,385,0.07431,204,-0.9370
ENSG00000101460,MAP1LC3A,331,-0.1829,305,-0.2939,352,-0.0615,557,0.72279,609,0.88218,260,-0.5468,175,-1.1635
ENSG00000101464,PIGU,9,-1.2363,18,-0.1134,20,0.05949,35,1.00235,34,0.93627,8,-1.2588,21,0.14366
ENSG00000198646,NCOA6,19,-0.6724,18,-0.6625,33,0.25288,36,0.40192,57,1.23000,11,-1.4368,31,0.17501
ENSG00000078804,TP53INP2,37,-0.9142,12,-2.4303,79,0.41592,40,-0.7123,55,-0.1783,37,-0.7989,197,2.19613
ENSG00000131067,GGT7,36,-0.5434,51,0.11120,28,-0.8559,102,1.32654,71,0.66082,39,-0.3323,22,-1.2379
ENSG00000131069,ACSS2,7,-1.5083,16,-0.1548,8,-1.0865,29,0.91835,13,-0.4730,3,-2.5110,54,2.14988
ENSG00000100983,GSS,22,-0.7420,29,-0.2229,28,-0.2387,56,0.90960,46,0.57731,31,-0.1185,30,-0.1623
ENSG00000100991,TRPC4AP,33,-0.4266,23,-0.9077,42,0.02139,65,0.75087,59,0.58395,19,-1.2396,59,0.58692
ENSG00000126005,MMP24OS,130,0.05478,176,0.55450,158,0.37167,127,0.00546,152,0.30390,85,-0.6388,54,-1.3228
ENSG00000125966,MMP24,16,0.84744,11,0.07666,1,-2.7853,31,1.97726,2,-2.3580,6,-0.8817,1,-3.2493
ENSG00000242372,EIF6,41,-0.6548,53,-0.1689,36,-0.7497,84,0.61038,68,0.24967,82,0.57681,63,0.11944
ENSG00000101019,UQCC1,31,-0.1007,28,-0.2621,46,0.53728,43,0.43611,44,0.48445,23,-0.5874,18,-0.9391
ENSG00000125991,ERGIC3,66,-0.3680,64,-0.3712,56,-0.5970,92,0.21876,120,0.66292,88,0.13698,95,0.26163
ENSG00000214078,CPNE1,29,-0.2050,37,0.22408,15,-1.2156,27,-0.2947,41,0.41546,39,0.33279,41,0.39245
ENSG00000244462,RBM12,18,-0.2745,23,0.11217,26,0.30794,20,-0.1344,24,0.17633,29,0.51915,13,-0.7997
ENSG00000244005,NFS1,25,-0.1472,27,-0.0420,17,-0.7295,48,0.96514,18,-0.6195,34,0.36676,24,-0.2270
ENSG00000125995,ROMO1,199,0.02383,229,0.24977,141,-0.5383,127,-0.7038,116,-0.8422,250,0.40429,313,0.79562
ENSG00000131051,RBM39,66,-0.8433,106,0.00862,109,0.05305,97,-0.1383,82,-0.4039,183,0.94780,135,0.41749
ENSG00000025293,PHF20,30,-0.7555,59,0.42975,35,-0.4276,52,0.22054,56,0.34955,50,0.15089,52,0.23734
ENSG00000171222,SCAND1,129,-0.2854,151,0.01359,169,0.19816,208,0.55540,193,0.42560,58,-1.4806,162,0.13009
ENSG00000260032,NORAD,685,-0.1137,866,0.29019,832,0.22351,1155,0.79303,971,0.48737,251,-1.6633,375,-1.0533
ENSG00000088367,EPB41L1,132,0.04887,122,-0.0925,134,0.06467,158,0.33569,187,0.62427,88,-0.6092,79,-0.7839
ENSG00000131043,AAR2,13,-0.3132,10,-0.7701,8,-1.1094,17,0.08944,22,0.51904,13,-0.3026,31,1.17123
ENSG00000080845,DLGAP4,117,0.00090,96,-0.3205,97,-0.3110,150,0.41176,164,0.56538,155,0.46949,42,-1.6126
ENSG00000101335,MYL9,10,-4.6748,13,-4.0185,7,-4.9472,6,-5.1683,1,-7.3243,1422,5.83255,125,-0.7494
ENSG00000101084,RAB5IF,47,-0.5570,97,0.69218,49,-0.4242,65,0.01926,59,-0.1350,88,0.52645,61,-0.0766
ENSG00000101079,NDRG3,115,-0.4335,148,0.03632,99,-0.6067,317,1.39006,206,0.59473,111,-0.4315,49,-1.6740
ENSG00000149639,SOGA1,19,-0.6781,26,-0.0590,23,-0.2879,17,-0.7753,33,0.31633,40,0.61844,43,0.75561
ENSG00000101347,SAMHD1,14,-1.0657,35,0.50107,22,-0.2795,34,0.47475,23,-0.2007,51,1.16080,14,-0.9051
ENSG00000118705,RPN2,64,-0.5500,87,0.00621,80,-0.1386,81,-0.1113,80,-0.1320,153,0.97288,86,-0.0251
ENSG00000101363,MANBAL,55,-0.6913,72,-0.1792,103,0.42629,121,0.69783,114,0.59448,48,-0.8143,74,-0.1350
ENSG00000166619,BLCAP,147,-0.7055,283,0.45119,200,-0.1276,283,0.45336,410,1.11982,181,-0.2924,80,-1.5576
ENSG00000053438,NNAT,108,-2.6291,325,-0.7845,1440,1.84322,235,-1.2873,1126,1.33509,462,-0.2285,444,-0.2916
ENSG00000132792,CTNNBL1,13,-0.3574,16,-0.0726,18,0.15608,19,0.20825,15,-0.1843,27,0.85030,10,-0.7464
ENSG00000132821,VSTM2L,64,-0.8249,179,0.98149,79,-0.3924,209,1.27752,146,0.61511,45,-1.2826,25,-2.1470
ENSG00000101413,RPRD1B,13,-0.4222,20,0.39723,13,-0.3276,17,0.12272,29,0.99893,11,-0.5786,12,-0.4237
ENSG00000196756,SNHG17,34,-0.2671,51,0.46183,48,0.35087,37,-0.0961,36,-0.1225,39,-0.0144,33,-0.2570
ENSG00000174365,SNHG11,14,-0.0774,15,0.07509,22,0.72620,13,-0.1706,18,0.37306,0,-4.8092,19,0.45909
ENSG00000170471,RALGAPB,13,-1.4466,20,-0.7323,37,0.28702,56,0.97786,47,0.68592,48,0.70964,17,-0.9788
ENSG00000101438,SLC32A1,37,0.23275,62,1.10388,14,-1.2842,41,0.36148,22,-0.6154,48,0.63603,1,-4.5203
ENSG00000101445,PPP1R16B,53,0.17533,57,0.28446,54,0.19654,33,-0.5824,70,0.64463,3,-3.9323,61,0.40118
ENSG00000198900,TOP1,37,-0.2280,36,-0.2329,52,0.37683,49,0.28531,27,-0.6731,62,0.66990,33,-0.3964
ENSG00000124181,PLCG1,24,0.28236,22,0.10989,18,-0.1862,23,0.20718,30,0.63580,0,-5.3104,23,0.18378
ENSG00000174306,ZHX3,33,0.08801,25,-0.4022,11,-1.6594,22,-0.5916,42,0.45664,51,0.82494,37,0.24874
ENSG00000124177,CHD6,33,-0.3968,28,-0.6214,33,-0.3552,41,0.00121,36,-0.2241,77,1.07314,49,0.27490
ENSG00000196090,PTPRT,50,0.16781,20,-1.2654,16,-1.5985,159,2.38275,23,-1.1026,42,-0.1637,8,-2.5386
ENSG00000124193,SRSF6,22,-0.8746,46,0.42530,50,0.59222,27,-0.4208,33,-0.1315,33,-0.1353,51,0.63077
ENSG00000101052,IFT52,12,-0.5225,22,0.45284,22,0.52277,13,-0.3850,18,0.16144,21,0.38156,11,-0.6295
ENSG00000132823,OSER1,12,-0.6079,21,0.29546,12,-0.5902,28,0.78941,22,0.38998,18,0.06399,14,-0.3775
ENSG00000223891,OSER1-DT,17,-0.6235,32,0.44389,26,0.07527,20,-0.2790,35,0.59586,19,-0.3545,28,0.24976
ENSG00000124194,GDAP1L1,36,-0.4984,95,1.20679,63,0.47779,65,0.52956,45,-0.1036,32,-0.6496,9,-2.5760
ENSG00000197296,FITM2,17,0.21600,8,-0.9311,11,-0.5320,26,0.96296,21,0.59593,11,-0.4693,8,-0.8731
ENSG00000124120,TTPAL,14,-0.7224,13,-0.7415,23,0.09989,50,1.50235,48,1.44331,7,-1.6824,1,-3.8329
ENSG00000132824,SERINC3,135,-0.7450,211,0.06084,135,-0.6607,421,1.28528,315,0.74845,107,-1.0212,169,-0.2998
ENSG00000168734,PKIG,127,0.01453,196,0.75467,128,0.02658,121,-0.0684,106,-0.2743,148,0.26647,55,-1.3046
ENSG00000101098,RIMS4,36,0.40613,41,0.54372,24,-0.3276,31,0.06735,41,0.55797,20,-0.6409,7,-2.1503
ENSG00000166913,YWHAB,487,-0.7991,852,0.19466,1085,0.60865,1251,0.86342,1309,0.94694,341,-1.2597,250,-1.7286
ENSG00000025772,TOMM34,37,-0.6510,80,0.66646,52,-0.0430,94,0.97674,62,0.22960,50,-0.1034,16,-1.8542
ENSG00000101109,STK4,14,-0.9730,19,-0.4153,33,0.49334,25,0.03531,36,0.63065,39,0.76438,17,-0.5922
ENSG00000124145,SDC4,67,0.64361,62,0.40875,22,-1.2147,14,-1.8962,57,0.25066,2,-4.7122,99,1.24175
ENSG00000204070,SYS1,12,-0.5067,8,-1.0082,15,-0.0936,17,0.05261,24,0.66024,1,-3.7392,40,1.59718
ENSG00000244274,DBNDD2,76,-2.1098,103,-1.4887,253,-0.0752,131,-1.1157,162,-0.7912,73,-2.0021,1250,3.32015
ENSG00000124155,PIGT,29,-1.0177,52,-0.0146,44,-0.2714,64,0.33962,61,0.23990,61,0.25715,78,0.67422
ENSG00000101443,WFDC2,19,0.69641,3,-2.3130,3,-2.2201,30,1.35493,1,-3.3491,4,-1.8032,30,1.37845
ENSG00000101457,DNTTIP1,14,-0.5160,22,0.23592,21,0.15865,20,0.11618,13,-0.5225,12,-0.7505,35,1.03660
ENSG00000124104,SNX21,13,-0.6945,21,0.05086,25,0.40028,19,-0.0968,21,0.10579,23,0.19650,24,0.30389
ENSG00000101473,ACOT8,55,-0.3686,92,0.53212,94,0.56806,95,0.58847,84,0.36371,34,-1.0768,28,-1.3435
ENSG00000064601,CTSA,45,-0.5270,62,0.05198,50,-0.2981,93,0.72371,103,0.91816,10,-2.7662,75,0.36100
ENSG00000100979,PLTP,58,-0.6165,48,-0.8413,40,-1.1220,19,-2.2188,58,-0.5280,34,-1.3386,333,2.88013
ENSG00000100982,PCIF1,21,-0.4090,25,-0.0701,10,-1.4634,25,-0.0580,26,-0.0116,65,1.65108,16,-0.8003
ENSG00000198026,ZNF335,12,-0.5609,21,0.44922,17,0.10768,23,0.58333,14,-0.2541,16,0.00869,14,-0.2068
ENSG00000124140,SLC12A5,192,-0.4103,305,0.40872,211,-0.1992,575,1.58788,249,0.06981,152,-0.7265,36,-2.8732
ENSG00000124160,NCOA5,15,-0.4251,23,0.31710,25,0.47413,26,0.57739,29,0.71447,9,-1.1762,9,-1.1780
ENSG00000149654,CDH22,26,-0.0495,91,2.37321,5,-2.4648,50,1.09996,7,-2.0704,4,-2.6018,3,-3.1804
ENSG00000080189,SLC35C2,32,0.31372,30,0.14601,15,-0.9715,35,0.38569,34,0.37943,1,-4.3820,40,0.63785
ENSG00000062598,ELMO2,42,-0.0974,34,-0.4492,36,-0.3412,83,1.09283,60,0.50462,16,-1.5953,42,-0.0782
ENSG00000101040,ZMYND8,33,-0.9226,60,0.13922,28,-1.0394,89,0.81035,70,0.38665,108,1.16679,21,-1.4721
ENSG00000196562,SULF2,13,-2.5199,23,-1.4769,99,0.84566,21,-1.6537,199,2.27487,37,-0.7761,79,0.44478
ENSG00000124126,PREX1,62,-0.2954,30,-1.3718,65,-0.1848,28,-1.5110,54,-0.4873,3,-4.7360,280,2.67400
ENSG00000124198,ARFGEF2,17,-0.6686,10,-1.4297,32,0.35784,44,0.94384,34,0.46828,27,0.11923,22,-0.2592
ENSG00000124207,CSE1L,26,-0.8568,21,-1.1319,26,-0.8092,79,1.05715,73,0.92037,40,-0.1094,51,0.29434
ENSG00000124214,STAU1,45,-0.4386,68,0.27166,48,-0.2906,77,0.49553,62,0.11835,61,0.10528,53,-0.1248
ENSG00000124228,DDX27,17,-0.2017,13,-0.5978,8,-1.3898,23,0.31389,18,-0.0680,38,1.15485,19,0.00372
ENSG00000177410,ZFAS1,186,0.33112,114,-0.5196,229,0.63823,74,-1.1859,94,-0.8156,155,-0.0254,221,0.56835
ENSG00000158445,KCNB1,46,-0.5720,53,-0.2621,67,0.11860,118,1.10915,123,1.18286,34,-0.9499,13,-2.3748
ENSG00000158470,B4GALT5,32,-0.6419,49,0.11607,30,-0.6978,127,1.86403,73,0.77442,11,-2.1370,14,-1.8147
ENSG00000158480,SPATA2,23,-0.5146,33,0.08012,18,-0.8438,60,1.14944,43,0.52266,19,-0.7566,29,-0.1084
ENSG00000124226,RNF114,28,-0.5523,35,-0.1232,38,0.01454,18,-1.1268,37,-0.0282,77,1.26940,40,0.09400
ENSG00000244687,UBE2V1,86,-0.3099,113,0.18202,119,0.26422,136,0.49354,111,0.15290,119,0.27277,41,-1.4258
ENSG00000240849,TMEM189,22,-0.5909,14,-1.1739,20,-0.6510,43,0.55520,49,0.81256,2,-4.0980,73,1.54019
ENSG00000172216,CEBPB,34,-0.4317,79,1.05249,36,-0.2964,47,0.15750,29,-0.6129,41,-0.0869,44,0.03459
ENSG00000124243,BCAS4,35,0.46551,28,0.01215,18,-0.7190,62,1.41893,21,-0.4298,15,-0.9636,8,-1.8353
ENSG00000101126,ADNP,53,-0.3974,77,0.26100,45,-0.6194,84,0.40545,116,0.97028,34,-1.0358,65,-0.0149
ENSG00000000419,DPM1,20,-0.6850,24,-0.2924,26,-0.1571,50,0.93790,33,0.21123,43,0.65215,16,-0.9217
ENSG00000026559,KCNG1,28,-0.5491,47,0.37390,50,0.47860,51,0.48210,80,1.32668,7,-2.4473,11,-1.9118
ENSG00000054793,ATP9A,225,-0.3038,297,0.19347,214,-0.3413,471,1.00239,506,1.13871,118,-1.2709,59,-2.3126
ENSG00000064787,BCAS1,41,-1.2801,9,-3.3684,145,0.91525,20,-2.2124,123,0.61486,6,-3.8787,298,2.42665
ENSG00000101132,PFDN4,74,0.03380,93,0.42619,108,0.67823,83,0.22950,48,-0.6529,49,-0.6100,50,-0.5999
ENSG00000101134,DOK5,27,0.60971,11,-0.8861,8,-1.3922,58,1.93897,14,-0.6042,7,-1.6709,9,-1.2480
ENSG00000054803,CBLN4,62,0.47055,81,0.86609,0,-6.0013,135,1.86040,1,-5.7098,47,-0.0638,4,-3.7210
ENSG00000124098,FAM210B,31,-0.2246,55,0.79300,11,-1.6845,26,-0.4467,8,-2.1957,98,1.93280,16,-1.1869
ENSG00000022277,RTF2,69,-0.3730,81,-0.0620,92,0.15497,69,-0.3207,82,-0.0429,75,-0.1918,136,0.82638
ENSG00000101144,BMP7,44,0.58847,20,-0.7693,11,-1.6181,6,-2.5111,37,0.17459,20,-0.7464,80,1.60253
ENSG00000101146,RAE1,18,-0.6542,24,-0.1372,21,-0.3390,56,1.33833,39,0.65929,26,-0.0040,7,-1.9934
ENSG00000124225,PMEPA1,45,0.05926,23,-1.0274,58,0.47735,55,0.37549,88,1.22903,9,-2.4456,27,-0.7545
ENSG00000124209,RAB22A,50,0.08693,45,-0.1132,55,0.23254,64,0.49440,46,-0.0600,39,-0.3485,34,-0.5442
ENSG00000124164,VAPB,36,-0.9154,63,0.07810,83,0.53253,98,0.82364,75,0.34978,59,-0.0491,34,-0.9160
ENSG00000124222,STX16,37,0.21031,46,0.56851,37,0.19535,31,-0.0797,27,-0.3054,16,-1.1073,32,-0.0480
ENSG00000215440,NPEPL1,12,-0.3561,22,0.76952,21,0.67251,17,0.32046,10,-0.4778,0,-4.8088,19,0.44272
ENSG00000087460,GNAS,1657,-0.0362,2070,0.34103,1370,-0.3399,2940,0.96154,1423,-0.2788,1678,-0.0097,713,-1.3583
ENSG00000101158,NELFCD,19,-0.6965,27,-0.0669,19,-0.5792,29,0.08680,46,0.85786,20,-0.5180,44,0.75282
ENSG00000124172,ATP5F1E,1650,0.17864,1932,0.41896,2147,0.60222,1133,-0.4597,872,-0.8712,1539,0.03595,1122,-0.4750
ENSG00000101166,PRELID3B,18,-0.0387,22,0.23525,13,-0.5138,16,-0.2759,25,0.48850,5,-1.9455,32,0.91182
ENSG00000087495,PHACTR3,75,0.44482,43,-0.5374,52,-0.2284,53,-0.1838,60,0.01041,20,-1.6852,100,0.89209
ENSG00000196227,FAM217B,67,-0.1965,88,0.28406,77,0.05892,106,0.60585,147,1.18698,29,-1.4421,13,-2.6009
ENSG00000179242,CDH4,24,-0.0674,48,1.13704,27,0.14323,16,-0.6803,53,1.33169,0,-5.6076,6,-2.0180
ENSG00000149657,LSM14B,28,-0.4794,34,-0.1366,48,0.45869,67,1.03770,51,0.54222,0,-6.1567,37,0.02572
ENSG00000101182,PSMA7,168,-0.3372,302,0.69211,168,-0.2938,222,0.16862,163,-0.3343,246,0.33978,170,-0.2674
ENSG00000184402,SS18L1,25,-0.5342,37,0.14643,24,-0.5024,47,0.55236,53,0.77159,37,0.13763,21,-0.7227
ENSG00000101180,HRH3,32,-0.0824,17,-1.0174,36,0.13531,57,0.90130,83,1.65209,8,-2.1510,1,-4.2662
ENSG00000130703,OSBPL2,28,-0.2264,23,-0.5239,22,-0.5972,43,0.51187,52,0.82350,8,-2.0996,51,0.79223
ENSG00000130706,ADRM1,48,-0.7858,79,0.10691,77,0.05316,95,0.40726,64,-0.2339,109,0.65031,74,-0.0022
ENSG00000171858,RPS21,1934,0.22586,1898,0.15971,2088,0.32062,824,-1.1686,903,-1.0275,2337,0.51447,1872,0.13719
ENSG00000060491,OGFR,27,-0.4918,35,-0.0228,35,-0.0142,53,0.69464,35,0.00851,38,0.11710,32,-0.1567
ENSG00000092758,COL9A3,5,-2.6078,3,-2.8715,31,0.42618,27,0.20136,21,-0.1968,6,-1.9535,93,2.69471
ENSG00000101190,TCFL5,15,-0.0166,9,-0.8467,15,0.00058,20,0.41019,18,0.26563,2,-3.1591,29,1.07771
ENSG00000101191,DIDO1,15,-0.6647,20,-0.1656,22,0.01688,19,-0.2475,34,0.74206,19,-0.2197,32,0.59496
ENSG00000101193,GID8,33,-0.2801,52,0.50826,43,0.16738,55,0.60052,48,0.36411,3,-3.5033,41,0.08639
ENSG00000149658,YTHDF1,25,0.29872,27,0.38819,31,0.60573,26,0.31145,20,-0.1053,5,-2.2540,13,-0.7917
ENSG00000101198,NKAIN4,74,0.44526,48,-0.3444,76,0.41856,17,-1.9150,73,0.34070,30,-1.0869,82,0.55684
ENSG00000101199,ARFGAP1,26,-1.0075,40,-0.2336,29,-0.7386,76,0.86364,91,1.19769,34,-0.4671,45,-0.0158
ENSG00000101204,CHRNA4,30,-0.2595,19,-0.9466,24,-0.5706,54,0.71938,97,1.87040,4,-3.0177,21,-0.8260
ENSG00000075043,KCNQ2,177,0.01087,178,0.02258,232,0.46126,255,0.63009,231,0.45658,104,-0.8378,54,-1.8340
ENSG00000101210,EEF1A2,576,-0.0028,607,0.08660,630,0.14661,1006,0.96455,678,0.27041,415,-0.5294,124,-2.3603
ENSG00000125534,PPDPF,205,-0.4599,225,-0.2499,330,0.38169,179,-0.6191,235,-0.1776,386,0.65404,336,0.41492
ENSG00000197457,STMN3,357,-0.2126,452,0.20130,468,0.26231,744,1.08367,438,0.15219,271,-0.6279,112,-1.9686
ENSG00000101246,ARFRP1,40,-0.6429,62,0.11791,29,-1.0569,56,-0.0287,97,0.89742,61,0.11595,73,0.39938
ENSG00000125520,SLC2A4RG,20,-0.5002,17,-0.6754,27,0.04814,8,-1.8100,32,0.27887,32,0.31225,56,1.30554
ENSG00000101150,TPD52L2,43,-0.1764,56,0.29459,50,0.09660,59,0.37853,46,-0.0611,25,-0.9703,55,0.25438
ENSG00000101152,DNAJC5,122,-0.3346,181,0.36340,131,-0.1762,215,0.65970,242,0.86734,116,-0.3755,39,-2.0480
ENSG00000196700,ZNF512B,23,-0.3523,23,-0.3013,29,0.08820,30,0.12900,42,0.74025,25,-0.1581,25,-0.1231
ENSG00000101161,PRPF6,38,-0.4720,47,-0.0723,34,-0.5798,31,-0.7177,83,0.87935,79,0.78477,45,-0.1528
ENSG00000171703,TCEA2,141,-0.1261,156,0.05937,250,0.87603,150,-0.0045,130,-0.2319,84,-0.9221,151,0.00706
ENSG00000203880,PCMTD2,23,-0.9181,38,-0.0289,55,0.55819,45,0.22986,55,0.57468,34,-0.2062,39,-0.0088
ENSG00000280071,GATD3B,52,-0.1364,59,0.08748,52,-0.1209,80,0.60057,51,-0.1525,44,-0.3910,58,0.05506
ENSG00000155304,HSPA13,62,-0.3425,74,-0.0034,72,-0.0605,124,0.87851,149,1.21410,32,-1.3307,21,-1.9378
ENSG00000180530,NRIP1,19,-0.5666,39,0.71539,26,0.05143,38,0.68019,57,1.39328,0,-5.6196,7,-1.9646
ENSG00000155313,USP25,17,-0.7263,34,0.50130,40,0.78831,29,0.23341,22,-0.2494,28,0.14201,16,-0.7365
ENSG00000215386,MIR99AHG,21,0.10420,21,0.11275,16,-0.3328,9,-1.2684,28,0.58407,17,-0.2787,26,0.44516
ENSG00000154639,CXADR,36,-0.4642,37,-0.3924,29,-0.7462,114,1.59576,59,0.38721,29,-0.7794,35,-0.4794
ENSG00000154640,BTG3,16,-0.3713,43,1.44464,3,-2.7997,20,0.03446,3,-2.5382,24,0.34386,29,0.71461
ENSG00000224924,LINC00320,13,-0.9307,4,-2.4352,41,1.03364,14,-0.7283,19,-0.2840,0,-5.4365,75,2.29102
ENSG00000154654,NCAM2,60,-1.0086,280,1.78997,102,-0.0616,168,0.79534,75,-0.5388,54,-1.0423,45,-1.3305
ENSG00000154721,JAM2,20,-1.3750,23,-1.0171,24,-0.9957,9,-2.4663,36,-0.3258,141,2.17815,84,1.08978
ENSG00000154723,ATP5PF,362,-0.3015,517,0.32767,589,0.55156,329,-0.4149,353,-0.3046,498,0.26469,391,-0.1364
ENSG00000142192,APP,303,-0.9600,487,-0.1025,361,-0.5830,1116,1.36431,750,0.62625,247,-1.1707,581,0.18842
ENSG00000156253,RWDD2B,9,-1.0335,11,-0.6791,22,0.44584,22,0.46090,26,0.72600,22,0.45108,13,-0.4224
ENSG00000156256,USP16,20,-0.2241,19,-0.2101,41,1.05763,21,-0.0532,14,-0.7221,0,-4.9808,42,1.09370
ENSG00000156261,CCT8,59,-0.2907,108,0.78336,80,0.26682,145,1.32155,67,-0.0454,11,-2.6967,19,-1.9535
ENSG00000171189,GRIK1,18,-0.1618,32,0.84918,7,-1.5093,20,0.08671,17,-0.1637,35,1.03531,7,-1.5452
ENSG00000156299,TIAM1,44,-0.2222,79,0.78709,48,-0.0669,70,0.57179,83,0.86762,7,-2.8818,23,-1.1866
ENSG00000142168,SOD1,486,-0.4683,751,0.30523,899,0.61439,701,0.18817,637,0.02808,658,0.08318,389,-0.7601
ENSG00000159079,CFAP298,28,-0.4789,39,0.10855,31,-0.2441,48,0.46612,29,-0.3562,58,0.81586,29,-0.3667
ENSG00000159082,SYNJ1,60,-1.1100,85,-0.4396,108,-0.0575,264,1.54380,212,1.11275,78,-0.5876,30,-2.0492
ENSG00000205927,OLIG2,17,-1.2468,26,-0.5201,39,0.15589,16,-1.2344,27,-0.4579,9,-2.0555,134,2.60087
ENSG00000184221,OLIG1,173,0.00288,144,-0.2943,196,0.21043,55,-1.7788,90,-1.0295,74,-1.3245,477,1.87675
ENSG00000142166,IFNAR1,32,-0.6713,35,-0.4445,19,-1.3299,61,0.49095,62,0.49821,79,0.94619,47,0.02888
ENSG00000159128,IFNGR2,39,-0.9089,52,-0.3552,82,0.38252,89,0.52624,76,0.25405,123,1.11905,20,-1.8242
ENSG00000142188,TMEM50B,35,-1.0466,42,-0.6500,51,-0.3620,95,0.66609,117,1.05710,64,-0.0044,71,0.17631
ENSG00000159140,SON,93,-0.2455,120,0.21183,125,0.27841,136,0.42049,148,0.55777,15,-2.9474,117,0.16989
ENSG00000205758,CRYZL1,42,-0.1406,37,-0.2876,74,0.84841,36,-0.3655,52,0.24764,52,0.23122,25,-0.9239
ENSG00000205726,ITSN1,53,-0.1740,95,0.82516,68,0.24439,65,0.16162,70,0.30188,34,-0.8516,30,-1.0547
ENSG00000241837,ATP5PO,368,0.11564,453,0.44947,396,0.22372,336,-0.0491,288,-0.3019,312,-0.1731,252,-0.5156
ENSG00000243927,MRPS6,58,-0.4256,85,0.24834,101,0.53386,64,-0.2212,108,0.65207,61,-0.3044,52,-0.5566
ENSG00000198743,SLC5A3,21,-0.5496,35,0.30326,27,-0.1063,28,-0.0693,66,1.46118,12,-1.3526,21,-0.4889
ENSG00000159200,RCAN1,30,-0.8132,56,0.28155,51,0.14842,61,0.42916,51,0.13642,27,-0.8903,70,0.69010
ENSG00000159228,CBR1,66,-0.8721,57,-0.9972,83,-0.4245,60,-0.9166,99,-0.1303,41,-1.5203,389,2.51616
ENSG00000142197,DOP1B,13,-0.3924,2,-2.5961,20,0.43240,32,1.24000,41,1.74061,3,-2.1840,0,-4.3679
ENSG00000159256,MORC3,8,-1.0309,22,0.67171,17,0.25960,22,0.71200,20,0.53724,4,-1.9733,15,0.08864
ENSG00000185808,PIGP,16,-0.1915,13,-0.5072,18,0.03775,18,0.05040,25,0.59116,14,-0.3210,21,0.26197
ENSG00000182670,TTC3,259,-0.0332,251,-0.0800,267,0.02602,395,0.69122,410,0.75690,177,-0.6414,89,-1.6878
ENSG00000157538,VPS26C,11,-1.0736,17,-0.2985,12,-0.8333,23,0.13625,25,0.26659,46,1.41044,21,0.03159
ENSG00000157540,DYRK1A,39,-0.6107,66,0.30960,44,-0.3410,77,0.57113,73,0.48358,78,0.60211,21,-1.4627
