Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000088970,KIZ,24,0.33879,22,0.21371,9,-1.2054,12,-0.6623,34,0.94522,18,-0.1518,12,-0.7636,25,0.44171
ENSG00000088930,XRN2,34,0.79787,9,-1.3402,23,0.12632,23,0.16314,22,0.07105,18,-0.2604,29,0.50311,14,-0.6786
ENSG00000125812,GZF1,16,-0.3074,12,-0.7796,19,-0.0697,24,0.32268,19,-0.0114,20,0.07989,21,0.09233,24,0.36788
ENSG00000125814,NAPB,114,-2.3744,356,-0.6649,483,-0.1833,680,0.37637,730,0.49722,503,-0.1343,794,0.63971,706,0.44102
ENSG00000101439,CST3,3892,1.12091,3520,0.93891,3205,0.77299,1718,-0.2628,516,-2.0978,768,-1.6317,2922,0.61304,897,-1.2695
ENSG00000101463,SYNDIG1,32,-0.1514,17,-1.0778,19,-0.9306,27,-0.3828,60,0.89006,56,0.91860,8,-2.1779,41,0.23521
ENSG00000101474,APMAP,68,-0.9501,89,-0.5358,96,-0.4184,94,-0.4542,175,0.56546,148,0.31981,146,0.25615,159,0.40310
ENSG00000154930,ACSS1,57,1.20282,37,0.45170,55,1.12751,25,-0.2072,10,-1.6165,17,-0.8366,29,0.02158,7,-2.0826
ENSG00000197586,ENTPD6,50,-1.8507,112,-0.6378,145,-0.2349,194,0.23594,189,0.19621,167,-0.0063,213,0.39476,272,0.81168
ENSG00000100994,PYGB,97,-0.4083,91,-0.5039,121,-0.0595,128,0.03472,142,0.19701,143,0.25054,178,0.57691,86,-0.6008
ENSG00000100997,ABHD12,95,-0.4609,106,-0.2956,121,-0.0871,106,-0.3004,139,0.13642,140,0.16979,172,0.48921,130,0.03588
ENSG00000101294,HM13,47,-0.3628,30,-1.0467,86,0.61945,44,-0.4714,73,0.34602,56,-0.0962,68,0.22851,72,0.31780
ENSG00000125968,ID1,82,2.10693,33,0.38405,64,1.57925,13,-1.0184,2,-3.2835,6,-2.2125,15,-0.8150,10,-1.4896
ENSG00000171552,BCL2L1,63,-0.1634,51,-0.4953,72,0.05235,112,0.79322,48,-0.5993,58,-0.3361,61,-0.2105,105,0.68240
ENSG00000088356,PDRG1,15,-0.5111,12,-0.8735,31,0.61804,22,0.03897,21,-0.0507,17,-0.3873,36,0.85828,21,-0.0309
ENSG00000101337,TM9SF4,20,-1.1964,29,-0.6677,31,-0.5647,36,-0.3228,51,0.20689,70,0.89364,40,-0.1786,54,0.31105
ENSG00000101350,KIF3B,45,-1.2022,83,-0.2433,110,0.21525,118,0.33180,132,0.51500,89,-0.1476,89,-0.1317,114,0.27399
ENSG00000171456,ASXL1,26,0.21732,17,-0.5107,17,-0.4746,15,-0.6646,30,0.40396,31,0.58614,15,-0.6852,25,0.16092
ENSG00000197183,NOL4L,29,0.45866,19,-0.1998,18,-0.2621,21,-0.0255,18,-0.3032,20,-0.1441,25,0.22703,25,0.21150
ENSG00000149600,COMMD7,46,-0.2808,35,-0.7203,87,0.76924,60,0.15208,37,-0.6342,50,-0.1615,51,-0.1135,78,0.57550
ENSG00000101367,MAPRE1,49,1.28918,21,-0.1395,13,-0.9272,27,0.27772,23,-0.0116,18,-0.4134,24,0.09342,14,-0.8182
ENSG00000260257,AL035071.1,9,-0.7153,23,0.71446,21,0.53458,21,0.57579,11,-0.4169,17,0.23582,4,-1.9821,11,-0.5105
ENSG00000101391,CDK5RAP1,21,0.12333,10,-1.0571,8,-1.3011,11,-0.8370,21,0.15709,22,0.28891,28,0.61104,29,0.69630
ENSG00000101400,SNTA1,127,0.43417,126,0.42745,124,0.40060,143,0.64416,53,-0.9600,54,-1.0162,129,0.46994,65,-0.6285
ENSG00000078699,CBFA2T2,24,0.07320,19,-0.2690,16,-0.5653,19,-0.2435,25,0.16746,24,0.08517,25,0.16502,28,0.35432
ENSG00000125967,NECAB3,16,-1.6324,30,-0.6886,30,-0.6508,57,0.35620,66,0.58984,51,0.17165,51,0.15820,64,0.53533
ENSG00000101417,PXMP4,20,1.03811,15,0.56216,0,-3.8003,3,-1.8333,11,0.04787,8,-0.5400,8,-0.4273,23,1.28472
ENSG00000101421,CHMP4B,62,-0.8891,73,-0.6333,139,0.39305,135,0.33615,124,0.20351,121,0.18961,83,-0.4413,127,0.24495
ENSG00000125970,RALY,122,1.42735,47,-0.2212,52,-0.0503,48,-0.1871,33,-0.7510,48,-0.2178,41,-0.4247,45,-0.2796
ENSG00000125977,EIF2S2,178,0.61635,79,-0.6907,216,0.95389,103,-0.2768,134,0.14294,67,-1.0576,111,-0.1692,152,0.34282
ENSG00000101444,AHCY,37,-0.4697,41,-0.3084,46,-0.1096,46,-0.1067,57,0.21898,54,0.14805,47,-0.0784,65,0.43270
ENSG00000078747,ITCH,28,0.23802,11,-1.1841,15,-0.7631,31,0.41292,28,0.19979,23,-0.0841,22,-0.1365,37,0.69342
ENSG00000125971,DYNLRB1,244,-0.7624,351,-0.1928,595,0.68070,325,-0.3140,474,0.29650,376,-0.0958,292,-0.4841,529,0.47977
ENSG00000101460,MAP1LC3A,259,-0.8736,379,-0.2798,455,0.01421,451,-0.0002,664,0.64397,481,0.11954,462,0.03887,428,-0.0834
ENSG00000101464,PIGU,27,0.46360,12,-0.8689,22,0.13430,15,-0.4873,19,-0.1396,23,0.20556,32,0.73938,12,-0.8697
ENSG00000198646,NCOA6,30,0.19507,14,-0.9778,19,-0.5210,15,-0.9296,21,-0.3492,38,0.65691,31,0.22965,35,0.44779
ENSG00000078804,TP53INP2,407,3.22426,61,-0.4893,42,-1.0628,47,-0.9139,34,-1.3862,43,-1.1366,45,-0.9680,30,-1.5821
ENSG00000131067,GGT7,15,-2.1175,30,-1.1540,59,-0.1047,46,-0.5008,100,0.77869,80,0.47908,57,-0.1420,96,0.71606
ENSG00000131069,ACSS2,47,1.51514,16,-0.3259,11,-0.9010,7,-1.6222,40,1.22003,17,-0.3041,17,-0.2303,6,-1.8023
ENSG00000100983,GSS,22,-1.0508,32,-0.4639,28,-0.6744,32,-0.4689,55,0.38198,64,0.76999,39,-0.1610,53,0.33633
ENSG00000100991,TRPC4AP,37,-0.5635,37,-0.5913,50,-0.1075,34,-0.6942,65,0.31823,67,0.41467,51,-0.0773,74,0.53298
ENSG00000126005,MMP24OS,127,-0.3964,163,0.00084,150,-0.1257,155,-0.0786,169,0.06560,168,0.05618,171,0.08167,193,0.28203
ENSG00000125966,MMP24,0,-4.7157,20,0.25264,11,-0.6215,11,-0.6645,28,0.82631,25,0.74854,13,-0.4655,20,0.23990
ENSG00000242372,EIF6,48,-0.4857,58,-0.2043,41,-0.7315,61,-0.1054,84,0.40709,80,0.37184,59,-0.1614,79,0.30078
ENSG00000101019,UQCC1,11,-2.3530,31,-0.8263,56,0.08488,60,0.20914,67,0.36770,57,0.13985,39,-0.4801,99,1.05698
ENSG00000126001,CEP250,13,0.02478,10,-0.3051,7,-0.8026,11,-0.2498,7,-0.9422,17,0.61113,17,0.44851,14,0.16195
ENSG00000125991,ERGIC3,78,-0.1135,71,-0.2617,56,-0.6481,64,-0.4349,106,0.37821,76,-0.1941,100,0.28690,130,0.72858
ENSG00000214078,CPNE1,28,-0.5172,22,-0.8744,32,-0.3306,51,0.41124,54,0.53318,39,-0.0156,45,0.22448,43,0.15169
ENSG00000244462,RBM12,19,-0.3242,12,-0.9795,27,0.27910,17,-0.4893,27,0.26733,27,0.27851,33,0.58907,18,-0.3426
ENSG00000244005,NFS1,7,-2.4144,20,-0.8862,24,-0.5510,36,0.06431,40,0.24605,45,0.50872,34,-0.0276,60,0.92855
ENSG00000125995,ROMO1,201,0.18213,186,0.05506,265,0.64368,166,-0.1275,170,-0.0930,163,-0.1828,164,-0.1467,142,-0.3849
ENSG00000131051,RBM39,173,0.86994,72,-0.5674,84,-0.3397,106,0.04468,109,0.08721,97,-0.1251,78,-0.4459,115,0.16982
ENSG00000025293,PHF20,46,-0.0570,35,-0.4893,44,-0.1269,25,-1.0154,52,0.14600,55,0.27993,44,-0.1333,72,0.69866
ENSG00000171222,SCAND1,154,0.01195,136,-0.1816,137,-0.1672,130,-0.2556,132,-0.2355,172,0.22626,148,-0.0442,191,0.37213
ENSG00000260032,NORAD,427,-1.1361,600,-0.6131,879,-0.0062,862,-0.0373,1157,0.44898,1068,0.36513,854,-0.0519,1024,0.24468
ENSG00000088367,EPB41L1,81,-0.8363,151,0.15135,164,0.28418,159,0.23381,118,-0.2540,160,0.27608,118,-0.2576,131,-0.0787
ENSG00000080845,DLGAP4,36,-1.5134,103,0.11441,96,0.00019,69,-0.5351,108,0.18074,121,0.43785,90,-0.1061,122,0.39480
ENSG00000101335,MYL9,107,4.19081,12,-0.5111,12,-0.5176,3,-2.4883,2,-3.0288,5,-1.9949,0,-5.1508,5,-1.7259
ENSG00000101084,RAB5IF,47,-0.8853,54,-0.6817,99,0.28139,124,0.67360,75,-0.1683,86,0.06085,72,-0.2229,105,0.37834
ENSG00000101079,NDRG3,50,-2.1590,122,-0.8073,153,-0.4536,193,-0.0913,346,0.89037,283,0.64060,206,0.01953,200,-0.0351
ENSG00000149639,SOGA1,22,0.08874,23,0.16075,25,0.32566,22,0.10312,18,-0.2111,21,0.02967,20,-0.0516,14,-0.6167
ENSG00000101347,SAMHD1,49,0.79706,30,0.00197,18,-0.7803,22,-0.5026,33,0.14207,22,-0.5505,34,0.19773,41,0.51518
ENSG00000118705,RPN2,75,0.00065,51,-0.5958,68,-0.1621,47,-0.7384,71,-0.0992,61,-0.3675,121,0.80489,120,0.78511
ENSG00000101363,MANBAL,39,-1.2212,92,0.09887,101,0.25520,51,-0.8407,117,0.49009,87,-0.0018,86,-0.0219,121,0.55356
ENSG00000197122,SRC,5,-1.4644,7,-0.9759,9,-0.6244,26,1.08430,11,-0.3741,24,1.15119,5,-1.4390,11,-0.3004
ENSG00000166619,BLCAP,92,-1.4874,131,-0.9506,287,0.29635,233,-0.0400,280,0.25951,206,-0.2741,358,0.67507,361,0.68620
ENSG00000053438,NNAT,197,-1.0292,259,-0.6045,693,1.02736,321,-0.2668,137,-1.5815,61,-2.9275,812,1.31908,871,1.45430
ENSG00000132792,CTNNBL1,20,-0.0905,6,-1.8385,23,0.15116,24,0.25090,13,-0.6883,30,0.72202,15,-0.4897,25,0.32940
ENSG00000132821,VSTM2L,21,-2.0582,61,-0.4594,51,-0.7274,78,-0.0598,109,0.49181,103,0.46314,125,0.72666,78,-0.0642
ENSG00000101407,TTI1,7,-0.8387,12,0.12151,3,-1.8305,7,-0.6719,18,0.71276,11,-0.1018,14,0.27929,21,0.96603
ENSG00000101413,RPRD1B,11,-0.6504,9,-1.0015,24,0.56895,11,-0.7117,15,-0.1749,19,0.21431,32,1.05321,13,-0.4184
ENSG00000196756,SNHG17,24,0.21445,23,0.12466,21,-0.0486,15,-0.5740,18,-0.2571,25,0.27201,20,-0.0800,21,0.00086
ENSG00000174365,SNHG11,12,-0.5071,11,-0.6596,21,0.38703,30,0.94490,18,0.10852,18,0.08789,5,-1.6442,18,0.14231
ENSG00000170471,RALGAPB,16,-0.9665,19,-0.6894,19,-0.7211,22,-0.5240,49,0.80630,34,0.24115,38,0.37991,40,0.44892
ENSG00000101438,SLC32A1,9,-2.2706,31,-0.5036,13,-1.8532,84,1.13991,24,-0.8903,89,1.56040,30,-0.5793,18,-1.3536
ENSG00000101445,PPP1R16B,87,0.77706,72,0.46710,60,0.16787,49,-0.1674,33,-0.8007,38,-0.6181,46,-0.2829,67,0.33141
ENSG00000198900,TOP1,36,-0.2484,44,0.07050,47,0.15740,30,-0.5542,45,0.11093,47,0.18694,20,-1.1227,65,0.70546
ENSG00000124181,PLCG1,26,0.18404,20,-0.2071,25,0.11300,16,-0.5764,16,-0.5802,36,0.91102,14,-0.7374,17,-0.4258
ENSG00000174306,ZHX3,32,0.24144,27,0.00407,15,-0.8684,14,-1.0034,32,0.27566,34,0.40284,21,-0.4324,36,0.45995
ENSG00000124177,CHD6,49,0.35485,35,-0.2096,28,-0.5249,27,-0.6040,28,-0.5654,49,0.37499,57,0.58676,37,-0.1317
ENSG00000196090,PTPRT,4,-3.9664,35,-0.9878,34,-1.0226,64,-0.0299,158,1.54025,126,1.37792,17,-2.0341,25,-1.4633
ENSG00000233508,AL021395.1,0,-4.6265,9,-0.6081,10,-0.5095,3,-2.2393,35,1.55844,25,1.15057,10,-0.4683,9,-0.6752
ENSG00000124193,SRSF6,60,0.60237,35,-0.2737,41,-0.0108,35,-0.2828,60,0.59789,33,-0.3937,47,0.19756,30,-0.5203
ENSG00000185513,L3MBTL1,13,-0.5546,9,-1.0135,20,0.11992,12,-0.6151,40,1.32511,17,-0.1369,15,-0.3284,22,0.29468
ENSG00000101052,IFT52,16,0.25238,14,0.06093,5,-1.4255,12,-0.2204,24,0.96656,12,-0.1955,12,-0.1371,14,0.06490
ENSG00000132823,OSER1,21,-0.0722,18,-0.2965,27,0.33785,11,-1.0641,25,0.21847,22,-0.0350,19,-0.2225,34,0.67882
ENSG00000223891,OSER1-DT,22,0.34918,17,-0.1073,13,-0.5139,11,-0.7024,15,-0.2886,17,-0.1146,23,0.40804,27,0.63922
ENSG00000124194,GDAP1L1,15,-2.0939,43,-0.5131,47,-0.3836,55,-0.1337,80,0.47255,79,0.53715,43,-0.5157,98,0.81250
ENSG00000197296,FITM2,7,-1.5072,6,-1.7191,23,0.32691,11,-0.7950,16,-0.2618,29,0.87748,17,-0.1456,30,0.79677
ENSG00000124120,TTPAL,7,-2.1018,29,-0.0699,33,0.17173,30,0.02176,49,0.82806,27,-0.2194,30,0.02109,37,0.35743
ENSG00000132824,SERINC3,140,-1.0903,161,-0.8758,202,-0.5238,206,-0.4904,478,0.90214,298,0.11387,314,0.18616,427,0.70261
ENSG00000168734,PKIG,65,-0.7823,90,-0.2720,116,0.13834,196,1.03699,138,0.42916,71,-0.7169,99,-0.1080,112,0.08826
ENSG00000101098,RIMS4,6,-2.2597,44,0.73862,24,-0.2582,27,-0.0708,24,-0.2852,38,0.59621,36,0.38006,17,-0.8129
ENSG00000166913,YWHAB,364,-1.4538,516,-0.9227,866,-0.1119,1061,0.21905,1266,0.51543,828,-0.2074,1113,0.29859,1509,0.81820
ENSG00000025772,TOMM34,12,-2.5781,45,-0.6579,53,-0.4131,51,-0.4663,129,1.07906,87,0.46668,54,-0.3612,97,0.57134
ENSG00000101109,STK4,21,0.57194,12,-0.3631,6,-1.2187,8,-0.9415,9,-0.7914,20,0.56349,19,0.45506,17,0.28439
ENSG00000124145,SDC4,95,1.49294,50,0.35336,67,0.85842,30,-0.4697,9,-2.2512,16,-1.5146,69,0.90506,10,-2.1004
ENSG00000204070,SYS1,24,0.44033,16,-0.1949,22,0.26240,28,0.71761,15,-0.2816,16,-0.2166,13,-0.5011,14,-0.4488
ENSG00000244274,DBNDD2,1428,3.13112,166,-0.9442,129,-1.3287,166,-0.9505,202,-0.6443,165,-1.0566,117,-1.4822,192,-0.7209
ENSG00000124155,PIGT,103,0.84369,31,-1.0763,50,-0.3668,26,-1.3348,79,0.38408,65,0.08200,54,-0.2467,89,0.58031
ENSG00000101443,WFDC2,2,-3.9565,44,0.26736,22,-0.8258,30,-0.3704,71,1.08251,71,1.32506,14,-1.4603,12,-1.6921
ENSG00000101457,DNTTIP1,20,-0.2960,22,-0.1221,14,-0.8629,26,0.14011,32,0.47676,26,0.13221,27,0.20825,23,-0.0706
ENSG00000124104,SNX21,18,-0.1882,25,0.32053,20,-0.0591,16,-0.4119,18,-0.1891,20,0.00778,12,-0.8556,35,0.87531
ENSG00000101473,ACOT8,35,-1.4810,75,-0.3323,95,0.03836,103,0.17051,131,0.57023,102,0.18925,105,0.19872,85,-0.1379
ENSG00000064601,CTSA,61,-0.4493,45,-0.9094,62,-0.4285,131,0.81584,112,0.54056,73,-0.1953,78,-0.0611,93,0.23000
ENSG00000100979,PLTP,86,1.46762,42,0.21929,66,0.98876,36,-0.0460,13,-1.6267,8,-2.4655,48,0.41967,26,-0.5636
ENSG00000100982,PCIF1,23,0.27308,11,-0.8987,21,0.10220,18,-0.1205,19,-0.0162,22,0.23464,24,0.37511,14,-0.4579
ENSG00000198026,ZNF335,29,0.79880,20,0.15507,9,-0.9720,10,-0.9452,19,0.06559,16,-0.1390,15,-0.3136,27,0.66344
ENSG00000124140,SLC12A5,35,-3.3718,158,-1.1503,351,0.10579,269,-0.3197,607,1.04266,479,0.74054,253,-0.4172,331,0.00813
ENSG00000124160,NCOA5,10,-1.0166,12,-0.7553,8,-1.2958,28,0.60221,19,-0.0228,15,-0.4365,43,1.34717,25,0.37835
ENSG00000149654,CDH22,1,-4.0739,19,-0.3648,16,-0.5768,23,-0.0446,54,1.41760,32,0.58613,21,-0.2314,15,-0.6878
ENSG00000080189,SLC35C2,18,-0.8778,21,-0.5932,38,0.30209,19,-0.7922,35,0.17011,35,0.20612,59,1.07426,22,-0.5357
ENSG00000062598,ELMO2,37,-0.8631,44,-0.5981,66,0.02747,53,-0.3230,104,0.79866,83,0.47424,71,0.15856,41,-0.7229
ENSG00000172315,TP53RK,13,-0.1409,6,-1.3187,8,-0.7893,9,-0.7660,20,0.52373,17,0.32692,24,0.83757,15,0.06705
ENSG00000101040,ZMYND8,42,-0.2899,30,-0.7983,24,-1.1264,30,-0.8120,72,0.60842,60,0.35247,69,0.53808,62,0.36415
ENSG00000196562,SULF2,46,-0.3307,27,-1.1526,120,1.31169,72,0.39664,2,-4.6616,4,-3.8890,66,0.27314,164,1.93358
ENSG00000124126,PREX1,213,2.61812,52,-0.0675,42,-0.3883,33,-0.7818,32,-0.8312,30,-1.0165,30,-0.8914,25,-1.1957
ENSG00000124198,ARFGEF2,18,-1.2188,27,-0.6368,23,-0.8839,45,0.17741,56,0.56920,47,0.31795,56,0.56902,40,0.01052
ENSG00000124207,CSE1L,47,-0.6189,44,-0.7115,44,-0.7070,76,0.15482,103,0.65059,68,-0.0312,66,-0.0729,108,0.73051
ENSG00000124214,STAU1,72,0.21926,42,-0.6390,50,-0.3555,66,0.08188,80,0.39280,76,0.36884,46,-0.4937,57,-0.1572
ENSG00000124228,DDX27,20,-0.0240,11,-0.9990,18,-0.1959,18,-0.1840,36,0.94270,23,0.25387,10,-1.0953,24,0.27089
ENSG00000124201,ZNFX1,20,0.43905,14,-0.0927,14,-0.1504,11,-0.4542,13,-0.2572,17,0.21338,14,-0.1669,17,0.14787
ENSG00000177410,ZFAS1,296,1.48930,154,0.32592,107,-0.2628,135,0.11233,70,-0.9223,82,-0.7577,128,0.02266,82,-0.6821
ENSG00000158445,KCNB1,3,-4.3327,33,-1.1291,53,-0.3982,72,0.08364,82,0.29888,94,0.62111,75,0.15238,108,0.76926
ENSG00000158470,B4GALT5,14,-2.1949,29,-1.1321,55,-0.1611,79,0.41837,109,0.97470,84,0.62576,40,-0.6771,55,-0.1684
ENSG00000158480,SPATA2,12,-1.9817,15,-1.6638,67,0.63926,32,-0.5401,53,0.26775,61,0.56508,52,0.21692,55,0.31377
ENSG00000124226,RNF114,64,0.82620,28,-0.5291,35,-0.1930,63,0.80241,28,-0.5272,27,-0.6541,48,0.33176,32,-0.3045
ENSG00000244687,UBE2V1,60,-0.9319,95,-0.2212,100,-0.1451,82,-0.4606,136,0.36388,138,0.44470,134,0.33410,100,-0.1357
ENSG00000240849,TMEM189,52,0.96418,18,-0.7744,19,-0.6361,27,-0.1367,41,0.56411,23,-0.4610,29,-0.0041,32,0.13395
ENSG00000172216,CEBPB,37,0.42219,27,-0.0760,22,-0.3743,17,-0.8010,41,0.61480,29,0.01454,20,-0.5222,33,0.26934
ENSG00000124243,BCAS4,6,-2.7721,47,0.20514,39,-0.0829,34,-0.2887,50,0.32759,58,0.67036,38,-0.1099,39,-0.0804
ENSG00000101126,ADNP,46,-0.3839,41,-0.5793,73,0.36082,71,0.31371,62,0.08195,56,-0.0848,41,-0.5542,82,0.55403
ENSG00000000419,DPM1,16,-1.0040,32,0.04002,24,-0.4306,33,0.07722,38,0.32176,36,0.23370,23,-0.4923,45,0.58466
ENSG00000026559,KCNG1,2,-4.2901,25,-1.0007,39,-0.3058,37,-0.3880,76,0.76937,43,-0.1892,118,1.58103,46,-0.0516
ENSG00000054793,ATP9A,149,-0.6912,163,-0.5574,188,-0.3328,197,-0.2586,300,0.42812,270,0.29846,252,0.14241,291,0.37798
ENSG00000020256,ZFP64,7,-0.8168,8,-0.6263,5,-1.2728,10,-0.3375,19,0.73212,10,-0.3504,21,0.90431,20,0.76320
ENSG00000064787,BCAS1,890,3.98928,118,-0.3694,75,-1.0720,68,-1.2131,24,-2.7620,40,-2.1534,42,-1.9171,38,-2.0647
ENSG00000101132,PFDN4,50,-0.9959,85,-0.1711,113,0.28049,105,0.15563,117,0.34046,100,0.08777,92,-0.0562,94,-0.0135
ENSG00000101134,DOK5,5,-2.6235,29,-0.0770,9,-1.8400,30,-0.0342,87,1.88449,42,0.64410,18,-0.7986,11,-1.5795
ENSG00000054803,CBLN4,0,-7.6588,50,-0.7322,5,-4.0941,23,-1.9214,308,2.55566,150,1.29928,35,-1.2755,3,-4.7479
ENSG00000124098,FAM210B,31,-0.0217,30,-0.0682,17,-0.9986,32,0.02600,50,0.75146,47,0.77165,20,-0.7144,11,-1.6012
ENSG00000101138,CSTF1,7,-1.0889,5,-1.5443,20,0.43661,10,-0.6016,27,0.93937,20,0.46199,9,-0.8393,20,0.39934
ENSG00000022277,RTF2,132,0.57408,82,-0.2090,71,-0.4400,82,-0.2114,83,-0.1839,88,-0.1113,136,0.61384,80,-0.2545
ENSG00000101144,BMP7,24,0.59454,27,0.84821,20,0.31502,11,-0.6554,6,-1.4745,12,-0.5532,19,0.22794,17,0.06587
ENSG00000101146,RAE1,20,-0.8338,17,-1.0883,31,-0.1929,27,-0.3907,46,0.46362,33,-0.0982,49,0.56546,57,0.80767
ENSG00000256222,MTRNR2L3,39,1.14751,38,1.07929,25,0.35603,15,-0.4019,8,-1.3581,15,-0.4434,15,-0.4746,8,-1.3354
ENSG00000132819,RBM38,17,0.18550,10,-0.5837,29,1.07962,10,-0.6695,21,0.56048,13,-0.2324,10,-0.6207,12,-0.3331
ENSG00000124225,PMEPA1,62,0.38213,42,-0.2708,29,-0.8447,37,-0.4624,57,0.24357,47,-0.1012,55,0.18695,69,0.54194
ENSG00000124209,RAB22A,39,-0.7228,38,-0.7678,89,0.59044,41,-0.6471,62,-0.0136,89,0.71033,51,-0.3033,60,-0.0435
ENSG00000124164,VAPB,48,-0.8629,57,-0.6024,73,-0.1992,75,-0.1606,110,0.46258,92,0.19196,118,0.57921,82,-0.0091
ENSG00000124222,STX16,65,0.71692,31,-0.5026,29,-0.5765,33,-0.3794,58,0.52745,45,0.13462,33,-0.3692,39,-0.1098
ENSG00000215440,NPEPL1,24,0.80925,9,-0.6991,6,-1.2281,10,-0.6136,18,0.34138,12,-0.2789,20,0.47803,20,0.46380
ENSG00000087460,GNAS,868,-1.4966,1774,-0.3975,1932,-0.2618,2423,0.10385,2681,0.27055,3339,0.76170,1896,-0.2921,2212,-0.0447
ENSG00000101158,NELFCD,39,0.28004,24,-0.4460,12,-1.4554,36,0.18295,37,0.19942,38,0.29029,31,-0.0678,37,0.19697
ENSG00000101160,CTSZ,26,1.05020,4,-1.8489,26,1.04265,21,0.69602,2,-2.6223,7,-1.1230,9,-0.6496,22,0.79281
ENSG00000124172,ATP5F1E,1279,-0.0528,1452,0.15422,1645,0.36092,1336,0.01831,1073,-0.3332,1413,0.12622,1263,-0.0735,1017,-0.4190
ENSG00000101166,PRELID3B,30,0.81995,18,-0.0604,16,-0.1986,25,0.49280,14,-0.4043,14,-0.4895,20,0.12672,15,-0.3574
ENSG00000087495,PHACTR3,120,1.14603,70,0.20962,41,-0.6158,53,-0.2267,55,-0.1690,46,-0.5077,70,0.22619,50,-0.3353
ENSG00000196227,FAM217B,44,-1.1540,58,-0.7477,77,-0.3063,76,-0.3108,118,0.39205,119,0.47474,105,0.19615,120,0.42603
ENSG00000179242,CDH4,27,0.54966,26,0.48612,10,-1.0382,13,-0.5897,19,-0.0361,10,-1.0354,39,1.19620,19,-0.0366
ENSG00000149657,LSM14B,27,-0.9448,27,-0.9371,67,0.48946,46,-0.1169,58,0.23908,66,0.54782,42,-0.2708,48,-0.0454
ENSG00000101182,PSMA7,202,-0.3413,171,-0.6021,231,-0.1270,150,-0.7992,318,0.39963,267,0.12373,287,0.22834,354,0.58294
ENSG00000184402,SS18L1,13,-1.3509,19,-0.7380,24,-0.3622,27,-0.1822,48,0.75561,34,0.18129,34,0.15308,43,0.55016
ENSG00000101181,MTG2,16,0.41713,12,-0.0156,1,-2.9958,5,-1.3303,14,0.20715,21,1.14206,7,-0.8134,11,-0.0928
ENSG00000101180,HRH3,8,-2.3461,31,-0.2617,51,0.51752,49,0.46263,28,-0.4152,61,0.99632,16,-1.2627,28,-0.4355
ENSG00000130703,OSBPL2,22,-0.8720,30,-0.4026,34,-0.1912,50,0.45686,33,-0.2078,52,0.58152,39,0.03439,32,-0.2701
ENSG00000130706,ADRM1,58,-0.2801,58,-0.2847,57,-0.3023,58,-0.2788,87,0.38163,82,0.31977,65,-0.1126,76,0.14749
ENSG00000171858,RPS21,2284,1.05316,1668,0.50230,1341,0.13862,1177,-0.0746,607,-1.1095,1129,-0.1601,837,-0.6142,917,-0.4719
ENSG00000060491,OGFR,23,-0.9894,31,-0.5461,35,-0.3460,39,-0.1971,67,0.69596,47,0.14467,44,-0.0101,61,0.55573
ENSG00000092758,COL9A3,87,2.70494,16,-0.4424,11,-1.0028,9,-1.3512,17,-0.3404,15,-0.6088,9,-1.3348,12,-0.8124
ENSG00000101190,TCFL5,45,1.43014,19,-0.0738,15,-0.3850,12,-0.6903,13,-0.6629,20,0.05520,8,-1.3563,23,0.30781
ENSG00000101191,DIDO1,11,-0.6465,18,0.04675,11,-0.7072,9,-0.9666,18,0.06429,18,0.05813,23,0.50479,29,0.86039
ENSG00000101193,GID8,37,-0.3288,38,-0.2816,47,0.04875,48,0.07102,48,0.09602,49,0.12575,47,0.03620,48,0.07795
ENSG00000225978,HAR1A,5,-1.6100,11,-0.3925,20,0.52756,18,0.30371,13,-0.1536,20,0.54126,18,0.28449,8,-0.9557
ENSG00000149658,YTHDF1,21,-0.6091,21,-0.5878,24,-0.3782,35,0.21907,42,0.49859,37,0.37187,31,-0.0086,28,-0.1352
ENSG00000101198,NKAIN4,95,1.88372,53,0.79326,30,-0.1237,29,-0.2223,12,-1.4703,12,-1.7030,46,0.55437,8,-2.1360
ENSG00000101199,ARFGAP1,43,-0.0172,41,-0.0965,17,-1.4540,38,-0.1914,55,0.38465,39,-0.1975,53,0.31472,66,0.69991
ENSG00000101204,CHRNA4,18,-1.2061,28,-0.5194,42,0.11220,51,0.43129,42,0.10585,43,0.15450,38,-0.0683,49,0.36618
ENSG00000075043,KCNQ2,50,-1.6074,136,-0.0760,175,0.33894,84,-0.8321,178,0.36951,134,-0.1151,230,0.80086,162,0.20408
ENSG00000101210,EEF1A2,191,-2.1244,641,-0.2808,884,0.24090,681,-0.1828,963,0.38338,979,0.48087,765,0.00315,786,0.04677
ENSG00000125534,PPDPF,323,0.68804,259,0.31046,181,-0.2698,233,0.14022,225,0.08288,152,-0.6014,224,0.07181,176,-0.3092
ENSG00000197457,STMN3,130,-2.0888,383,-0.4440,489,-0.0567,335,-0.6553,696,0.52822,651,0.48470,672,0.46837,550,0.13500
