Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000214941,ZSWIM7,53,0.37615,44,0.07926,35,-0.2676,34,-0.3418,31,-0.4840,66,0.74063,36,-0.2601,45,0.13353,31,-0.4611,41,-0.0324
ENSG00000011295,TTC19,27,-1.5737,86,0.20800,60,-0.3609,55,-0.4882,101,0.46997,87,0.23769,91,0.30172,112,0.73540,47,-0.7238,50,-0.6185
ENSG00000141027,NCOR1,313,0.86187,88,-1.1372,92,-1.0693,102,-0.9181,258,0.53500,270,0.61009,219,0.26833,204,0.17064,147,-0.3614,139,-0.4500
ENSG00000108474,PIGL,7,-0.4993,12,0.37870,14,0.65320,5,-0.9429,11,0.29449,13,0.45793,15,0.73466,9,-0.1135,4,-1.2000,5,-0.9645
ENSG00000166582,CENPV,40,-0.0942,38,-0.1458,46,0.14901,32,-0.4214,35,-0.2838,73,0.90366,45,0.11143,44,0.09475,32,-0.4021,32,-0.4317
ENSG00000170315,UBB,1571,0.05048,1295,-0.2540,1474,-0.0512,1535,0.01359,1107,-0.4975,2155,0.56264,1631,0.10957,1688,0.18468,1380,-0.1550,1219,-0.3486
ENSG00000187688,TRPV2,1,-3.2444,8,0.02309,5,-0.8470,4,-1.0648,7,-0.3322,11,0.41560,20,1.42808,14,0.93720,2,-2.0552,7,-0.3292
ENSG00000175061,SNHG29,223,0.61995,129,-0.2544,128,-0.2770,163,0.10568,148,-0.0441,169,0.16368,110,-0.5022,104,-0.6456,220,0.59385,177,0.23744
ENSG00000181350,LRRC75A,13,-0.4137,10,-0.8427,11,-0.6569,23,0.41172,17,-0.0289,25,0.54723,17,-0.0727,15,-0.2574,28,0.73753,19,0.10430
ENSG00000170160,CCDC144A,50,1.20187,6,-1.9457,11,-1.2102,17,-0.5186,96,2.47294,6,-2.0110,9,-1.5304,15,-0.7657,17,-0.5365,23,-0.0830
ENSG00000133030,MPRIP,105,-0.1450,122,0.09655,121,0.08380,142,0.34365,132,0.21727,60,-0.9904,166,0.60009,121,0.09760,77,-0.6174,95,-0.3015
ENSG00000179598,PLD6,3,-1.4410,13,0.68441,12,0.45709,7,-0.2547,10,0.15903,8,-0.1728,12,0.48555,8,-0.1298,6,-0.4368,8,-0.0944
ENSG00000154803,FLCN,32,0.55140,27,0.28344,22,-0.0116,19,-0.2607,30,0.45108,12,-0.9253,21,-0.1300,24,0.11073,17,-0.3763,19,-0.2547
ENSG00000141030,COPS3,33,-0.8096,97,0.88341,50,-0.1913,53,-0.0934,46,-0.3222,75,0.44045,49,-0.2202,74,0.48093,32,-0.8848,39,-0.5639
ENSG00000205309,NT5M,10,-0.4529,17,0.39654,11,-0.3174,11,-0.3182,13,-0.0360,11,-0.3060,18,0.46168,15,0.22496,11,-0.2634,14,0.13976
ENSG00000141026,MED9,13,-0.5943,26,0.45290,25,0.39105,18,-0.1546,17,-0.2054,23,0.27459,18,-0.1245,24,0.32626,13,-0.5796,14,-0.4831
ENSG00000108551,RASD1,11,-3.6029,254,1.09657,219,0.83990,74,-0.8761,93,-0.5297,100,-0.4258,173,0.44571,193,0.71404,58,-1.2372,72,-0.9137
ENSG00000133027,PEMT,22,-0.2039,25,0.00739,25,0.00498,26,0.08064,15,-0.7436,32,0.39793,23,-0.1354,27,0.13377,32,0.37425,21,-0.3032
ENSG00000108557,RAI1,24,-1.1100,52,0.05774,62,0.34373,51,0.02868,41,-0.2966,54,0.11881,70,0.53920,66,0.49551,29,-0.8060,35,-0.5604
ENSG00000072310,SREBF1,152,2.38861,17,-1.2974,23,-0.8088,26,-0.6661,16,-1.3571,38,-0.0729,25,-0.7152,17,-1.3951,84,1.22783,24,-0.7958
ENSG00000175662,TOM1L2,65,-0.4848,72,-0.3209,63,-0.5389,93,0.07218,102,0.22537,96,0.11681,120,0.47894,104,0.28832,85,-0.0604,72,-0.3259
ENSG00000171953,ATPAF2,12,0.66849,5,-0.8118,4,-1.1358,18,1.24944,9,0.20649,1,-2.5554,10,0.29505,8,-0.1041,8,-0.0755,8,-0.0898
ENSG00000141034,GID4,5,-0.8756,12,0.41282,10,0.11715,5,-0.8080,10,0.12819,15,0.74533,14,0.66498,7,-0.5619,12,0.43461,5,-0.9229
ENSG00000108591,DRG2,12,-1.2481,40,0.61689,25,-0.1041,27,0.01450,30,0.13600,42,0.69290,31,0.18968,28,0.07936,23,-0.2481,12,-1.2102
ENSG00000091542,ALKBH5,88,0.17211,100,0.37656,75,-0.0782,87,0.15884,81,0.04477,91,0.22227,76,-0.0600,69,-0.2226,71,-0.1733,61,-0.4110
ENSG00000131899,LLGL1,48,2.78545,1,-2.6655,6,-0.7666,5,-1.0801,2,-2.3035,13,0.29699,9,-0.1349,2,-2.4125,20,1.01396,6,-0.7837
ENSG00000177731,FLII,22,-0.2371,23,-0.1047,19,-0.4080,24,-0.0863,12,-1.1595,44,0.90157,24,-0.0611,33,0.47196,28,0.19924,15,-0.8024
ENSG00000177427,MIEF2,4,-1.7217,18,0.43602,13,-0.1433,11,-0.3451,11,-0.3390,29,1.19738,15,0.07638,14,0.07951,10,-0.4850,13,-0.1367
ENSG00000176994,SMCR8,8,-0.8838,8,-0.7646,13,-0.0775,11,-0.2906,18,0.40299,24,0.89679,22,0.74814,15,0.15147,8,-0.8693,10,-0.5617
ENSG00000273018,FAM106A,20,0.31957,43,1.61513,40,1.48801,8,-0.9739,8,-1.1013,6,-1.4227,11,-0.6477,14,-0.2311,5,-1.6613,10,-0.7335
ENSG00000141127,PRPSAP2,48,0.45316,36,0.00269,27,-0.4648,34,-0.0918,30,-0.2943,57,0.72958,27,-0.4358,32,-0.2347,55,0.68524,20,-0.8861
ENSG00000072134,EPN2,111,1.01053,42,-0.5674,38,-0.6987,70,0.24671,46,-0.4227,74,0.33021,64,0.11616,50,-0.3270,78,0.41234,38,-0.6952
ENSG00000108641,B9D1,7,-2.4277,77,1.27492,63,0.91538,24,-0.6029,32,-0.1812,43,0.30178,17,-1.1333,40,0.22497,20,-0.8613,29,-0.3291
ENSG00000128482,RNF112,6,-2.5327,43,0.39205,34,0.00691,14,-1.3593,25,-0.4732,71,1.25396,52,0.71490,46,0.56330,16,-1.1610,17,-1.0060
ENSG00000072210,ALDH3A2,42,0.26678,40,0.19919,26,-0.5008,29,-0.2848,40,0.20051,33,-0.0989,38,0.12311,38,0.12201,38,0.09809,27,-0.4174
ENSG00000083290,ULK2,61,0.71208,42,0.11506,37,-0.0799,30,-0.4437,40,0.00490,46,0.25786,39,-0.0039,31,-0.3851,43,0.12180,32,-0.3154
ENSG00000108599,AKAP10,19,-0.2891,30,0.45817,25,0.16841,19,-0.2925,16,-0.5567,27,0.29464,31,0.50743,28,0.37876,15,-0.5910,10,-1.1452
ENSG00000128487,SPECC1,120,1.63798,43,-0.0879,50,0.13390,33,-0.4860,41,-0.1452,33,-0.4773,28,-0.7559,22,-1.1877,64,0.55661,44,-0.0483
ENSG00000124422,USP22,108,-1.2867,206,-0.3087,196,-0.3832,350,0.53923,262,0.07221,247,-0.0203,329,0.43993,338,0.54802,189,-0.4449,192,-0.4136
ENSG00000109016,DHRS7B,14,-0.4624,24,0.35952,18,-0.1050,17,-0.2190,19,0.01489,25,0.41486,27,0.53918,20,0.04304,15,-0.3992,13,-0.6127
ENSG00000178307,TMEM11,20,0.02014,16,-0.3140,34,0.89662,28,0.57974,13,-0.6503,33,0.83821,11,-0.8286,15,-0.3896,15,-0.4350,14,-0.4606
ENSG00000034152,MAP2K3,7,-0.5297,18,1.01126,11,0.25205,4,-1.0495,12,0.32656,6,-0.5836,8,-0.3034,10,0.15962,10,0.16975,7,-0.4998
ENSG00000184185,KCNJ12,0,-3.6919,18,0.76220,13,0.23403,10,-0.0777,10,-0.1056,11,0.04799,12,0.09372,14,0.44267,7,-0.6588,11,-0.0366
ENSG00000212719,LINC02693,10,-2.0235,53,0.49536,51,0.43781,33,-0.2564,43,0.17895,33,-0.2546,38,-0.0253,48,0.39318,31,-0.3306,37,-0.0546
ENSG00000256618,MTRNR2L1,155,0.01095,115,-0.4618,125,-0.3315,196,0.38650,187,0.30432,110,-0.5256,104,-0.6172,81,-1.0793,225,0.60933,320,1.21080
ENSG00000109046,WSB1,209,2.23748,33,-0.8825,40,-0.5979,44,-0.4543,39,-0.6271,64,0.12104,63,0.09333,38,-0.7481,51,-0.2290,30,-1.0083
ENSG00000141068,KSR1,21,0.50266,9,-0.7323,7,-1.1365,16,0.06646,19,0.33004,20,0.48832,22,0.61206,15,0.02922,12,-0.3829,9,-0.7133
ENSG00000232859,LYRM9,17,-2.4955,105,0.25554,105,0.25543,90,0.00691,62,-0.5613,144,0.76390,120,0.46588,106,0.29059,49,-0.9390,84,-0.1116
ENSG00000087095,NLK,32,-1.7449,193,1.05512,167,0.81585,70,-0.5677,131,0.40448,45,-1.2489,83,-0.3183,149,0.70620,35,-1.6313,64,-0.7199
ENSG00000109084,TMEM97,6,-1.0465,18,0.52091,20,0.61968,17,0.38247,10,-0.4635,12,-0.1298,12,-0.1928,14,0.14092,10,-0.4566,12,-0.1381
ENSG00000109083,IFT20,25,0.18924,15,-0.5759,29,0.40510,28,0.32571,18,-0.3342,22,-0.0427,21,-0.1002,26,0.24363,16,-0.4861,21,-0.1204
ENSG00000109079,TNFAIP1,17,-0.9681,46,0.58290,25,-0.4022,27,-0.2665,21,-0.6354,47,0.60409,42,0.41491,43,0.50701,20,-0.7083,23,-0.4948
ENSG00000004142,POLDIP2,47,-0.2490,48,-0.1918,49,-0.1760,43,-0.3857,51,-0.0993,46,-0.2683,54,-0.0205,74,0.54845,65,0.27884,51,-0.1209
ENSG00000244045,TMEM199,19,-0.1952,16,-0.3865,29,0.48494,27,0.37071,18,-0.2517,30,0.56004,16,-0.4103,19,-0.1913,20,-0.0412,19,-0.1266
ENSG00000004139,SARM1,14,0.37122,11,0.01723,7,-0.5880,6,-0.8428,8,-0.4066,12,0.11981,16,0.55103,10,-0.1228,16,0.54182,10,-0.0904
ENSG00000109103,UNC119,4,-3.2514,36,-0.1442,42,0.11661,44,0.18270,65,0.82258,36,-0.1405,34,-0.2192,52,0.52625,35,-0.1897,31,-0.3819
ENSG00000087111,PIGS,28,-0.2079,37,0.26970,37,0.24485,20,-0.6751,23,-0.5076,23,-0.4635,22,-0.5671,41,0.49329,53,0.84405,21,-0.6265
ENSG00000109107,ALDOC,397,-0.7424,326,-1.0400,489,-0.4208,939,0.62140,598,-0.1082,752,0.25775,503,-0.3783,443,-0.6263,1563,1.51083,589,-0.1314
ENSG00000007202,KIAA0100,15,-1.4289,28,-0.4913,32,-0.2845,55,0.57489,43,0.16865,51,0.44828,45,0.26035,43,0.21902,36,-0.0787,30,-0.3619
ENSG00000132581,SDF2,39,-0.0189,58,0.60786,34,-0.2287,27,-0.6071,26,-0.6223,82,1.19455,36,-0.1422,37,-0.1011,38,-0.0604,21,-0.9803
ENSG00000109111,SUPT6H,29,-0.5594,37,-0.2086,44,0.06130,31,-0.4539,59,0.53829,49,0.24857,70,0.81238,41,-0.0343,33,-0.3857,29,-0.5843
ENSG00000109113,RAB34,10,0.05965,2,-1.9559,10,-0.0120,11,0.20590,4,-1.0981,16,0.84300,0,-3.9651,2,-2.2440,35,2.25884,12,0.38170
ENSG00000198242,RPL23A,1729,1.68207,333,-1.0244,686,0.09459,586,-0.1561,494,-0.4230,594,-0.1332,448,-0.5722,311,-1.2119,993,0.69811,628,-0.0467
ENSG00000173065,FAM222B,11,-0.3819,24,0.83589,13,-0.1373,17,0.28591,11,-0.4082,16,0.21187,14,0.00990,16,0.19224,7,-0.9812,11,-0.4274
ENSG00000132591,ERAL1,20,-0.3361,20,-0.3870,21,-0.3007,23,-0.1492,15,-0.8226,42,0.80389,35,0.48662,31,0.33773,18,-0.4986,24,-0.0631
ENSG00000132589,FLOT2,32,-1.3592,84,0.11726,50,-0.6916,64,-0.3014,72,-0.1282,133,0.86853,109,0.53571,93,0.31248,55,-0.5313,73,-0.0979
ENSG00000109118,PHF12,14,0.27981,8,-0.5551,13,0.20682,8,-0.6381,10,-0.1871,12,0.01189,15,0.39433,11,-0.0927,14,0.30258,12,0.04341
ENSG00000063015,SEZ6,17,-1.8127,25,-1.2712,27,-1.1430,45,-0.3513,85,0.64945,125,1.32070,102,0.95965,60,0.10525,38,-0.6182,40,-0.5441
ENSG00000108256,NUFIP2,53,-0.0746,61,0.14588,37,-0.6342,53,-0.0731,52,-0.0983,82,0.62963,68,0.32967,58,0.10031,51,-0.1305,36,-0.6691
ENSG00000160551,TAOK1,112,0.23327,106,0.14274,82,-0.2570,79,-0.3203,105,0.12427,116,0.28936,85,-0.2003,115,0.31047,73,-0.4533,77,-0.3517
ENSG00000167543,TP53I13,20,1.33292,6,-0.5925,11,0.24452,3,-1.3893,4,-1.2363,10,0.21877,1,-2.6134,3,-1.5669,32,2.18318,5,-0.9028
ENSG00000108262,GIT1,72,-0.6463,152,0.52918,105,-0.0658,120,0.15230,129,0.27171,145,0.45939,102,-0.1021,97,-0.2100,65,-0.8000,117,0.10865
ENSG00000198720,ANKRD13B,29,0.71027,23,0.33411,22,0.24343,15,-0.3450,10,-0.9324,16,-0.2452,22,0.25256,14,-0.4364,27,0.58483,13,-0.5702
ENSG00000167549,CORO6,0,-8.3602,22,0.67053,16,0.17199,12,-0.2329,23,0.79150,15,0.12410,17,0.32476,17,0.31413,5,-1.4465,11,-0.3293
ENSG00000141298,SSH2,36,0.85908,26,0.32320,18,-0.2007,12,-0.8773,28,0.43097,15,-0.4717,20,-0.0975,24,0.21529,9,-1.2208,20,-0.0907
ENSG00000126653,NSRP1,110,1.59495,27,-0.7047,22,-1.0175,44,0.04924,47,0.15740,38,-0.2057,41,-0.0528,32,-0.5103,48,0.16719,31,-0.5155
ENSG00000108578,BLMH,17,0.07016,17,0.06922,20,0.28604,23,0.53128,15,-0.1418,23,0.54926,20,0.35694,15,-0.0893,5,-1.7184,8,-0.9715
ENSG00000108582,CPD,47,0.17722,41,-0.0496,33,-0.3927,37,-0.1982,20,-1.1135,41,-0.0365,48,0.20283,74,1.05304,29,-0.5717,21,-1.1020
ENSG00000108587,GOSR1,16,-0.0245,14,-0.2248,13,-0.3633,25,0.66833,14,-0.2402,10,-0.7200,18,0.15074,18,0.15417,18,0.14341,16,-0.0253
ENSG00000176390,CRLF3,6,-0.5063,11,0.30792,6,-0.4474,6,-0.5777,7,-0.2844,14,0.73819,16,0.94996,8,-0.1529,9,0.07939,5,-0.9235
ENSG00000196712,NF1,62,-0.1682,70,0.01010,53,-0.4084,82,0.26231,75,0.11772,90,0.41217,95,0.50259,63,-0.1822,60,-0.2372,52,-0.4493
ENSG00000126861,OMG,230,1.05595,105,-0.2203,73,-0.7785,79,-0.6583,83,-0.5925,202,0.83317,190,0.73234,100,-0.3380,114,-0.0967,57,-1.1456
ENSG00000126860,EVI2A,565,5.40092,2,-4.9220,1,-5.5175,12,-2.4156,1,-5.8277,54,-0.2548,32,-1.0584,3,-4.6260,17,-1.9254,5,-3.6233
ENSG00000131242,RAB11FIP4,99,-0.2455,88,-0.4249,99,-0.2377,158,0.51077,168,0.60472,108,-0.1062,95,-0.2983,133,0.24701,96,-0.2938,93,-0.3300
ENSG00000172301,COPRS,92,-1.3833,188,-0.2917,180,-0.3626,325,0.58261,335,0.63147,207,-0.1419,220,-0.0465,286,0.41980,193,-0.2501,182,-0.3463
ENSG00000108651,UTP6,13,-0.2054,12,-0.2408,11,-0.4436,9,-0.6912,11,-0.4356,15,0.04875,25,0.86474,19,0.52978,11,-0.4474,14,-0.0605
ENSG00000178691,SUZ12,35,0.35096,25,-0.1284,35,0.36114,36,0.40377,31,0.17640,18,-0.6143,35,0.37340,22,-0.3954,31,0.15825,15,-0.9274
ENSG00000126858,RHOT1,35,-0.7500,79,0.53346,79,0.53939,48,-0.2455,48,-0.2605,59,0.07044,41,-0.4855,77,0.56668,40,-0.5232,38,-0.6139
ENSG00000141314,RHBDL3,11,0.37138,7,-0.3682,5,-0.8362,12,0.41670,14,0.73392,2,-1.7986,13,0.54916,11,0.36763,6,-0.5851,6,-0.6672
ENSG00000108666,C17orf75,8,-1.3103,21,0.01145,15,-0.4831,17,-0.2434,24,0.27495,38,1.01991,18,-0.1717,22,0.16766,25,0.30988,13,-0.7287
ENSG00000010244,ZNF207,81,0.21630,62,-0.2032,72,0.03283,68,-0.0722,58,-0.3006,57,-0.3332,105,0.63344,77,0.15113,83,0.25329,38,-0.9567
ENSG00000108671,PSMD11,48,-0.2467,74,0.46041,38,-0.6022,49,-0.1931,51,-0.1315,76,0.50410,75,0.46872,66,0.29752,32,-0.8317,38,-0.5988
ENSG00000176749,CDK5R1,22,-3.2603,328,0.80650,310,0.71290,238,0.27407,177,-0.1904,186,-0.1166,166,-0.2917,275,0.57918,90,-1.2225,135,-0.6166
ENSG00000006042,TMEM98,136,4.83467,0,-4.4227,0,-4.8636,3,-2.3093,0,-4.3179,7,-1.3257,13,-0.3214,1,-3.5086,13,-0.3924,4,-2.0071
ENSG00000108684,ASIC2,4,-3.0147,22,-0.6409,19,-0.8221,18,-0.9228,21,-0.6749,166,3.01923,52,0.70951,15,-1.3423,18,-0.9038,16,-1.0742
ENSG00000198783,ZNF830,9,-0.5530,19,0.59605,12,-0.1303,8,-0.6443,12,-0.0762,16,0.34541,22,0.82202,13,0.05188,8,-0.7183,9,-0.4795
ENSG00000005156,LIG3,15,0.41631,13,0.10549,21,0.88320,18,0.61610,10,-0.2201,10,-0.3085,11,-0.1404,9,-0.4256,8,-0.4954,6,-0.8851
ENSG00000092871,RFFL,74,2.77918,4,-2.1687,12,-0.3976,8,-1.0374,10,-0.7422,28,0.85989,13,-0.2988,7,-1.3911,12,-0.5105,4,-1.9463
ENSG00000185379,RAD51D,16,0.13366,15,0.07603,10,-0.6180,16,0.18285,16,0.18400,13,-0.1298,10,-0.6382,21,0.60178,11,-0.3954,12,-0.3298
ENSG00000073536,NLE1,6,-0.7153,7,-0.4594,12,0.38129,5,-0.9370,9,-0.1403,8,-0.3419,7,-0.4245,9,-0.1424,20,1.18227,14,0.60123
ENSG00000267321,SNHG30,15,0.28696,10,-0.3658,15,0.24671,15,0.21166,12,-0.1311,7,-0.8806,7,-0.9264,12,-0.1854,25,1.06255,12,-0.0518
ENSG00000108733,PEX12,13,0.56746,7,-0.3129,5,-0.7575,6,-0.6551,5,-0.8213,13,0.53238,10,0.13927,9,-0.0987,21,1.32653,3,-1.7241
ENSG00000006125,AP2B1,97,-0.9095,165,-0.0881,122,-0.5572,131,-0.4521,186,0.10188,245,0.54636,257,0.62728,248,0.64490,108,-0.7460,114,-0.6622
ENSG00000270647,TAF15,51,0.09495,47,-0.0553,33,-0.6080,46,-0.0758,50,0.03659,62,0.38946,52,0.11901,59,0.35525,46,-0.0856,28,-0.8313
ENSG00000270885,RASL10B,10,-0.7825,14,-0.3229,18,0.11546,31,0.97426,21,0.33397,11,-0.6377,11,-0.6847,14,-0.3805,17,0.01634,27,0.70938
ENSG00000271447,MMP28,18,-0.0249,13,-0.5333,19,0.11686,12,-0.6642,5,-1.8252,15,-0.3171,18,-0.0262,7,-1.5025,64,2.21747,21,0.26639
ENSG00000273611,ZNHIT3,60,-0.3501,95,0.37895,77,0.03716,103,0.51176,90,0.28236,77,0.04711,66,-0.1986,69,-0.1443,58,-0.3923,61,-0.3255
ENSG00000278311,GGNBP2,70,-0.3242,87,0.00463,62,-0.5296,115,0.46044,91,0.07079,120,0.51785,106,0.32509,89,0.04516,78,-0.1749,47,-0.9380
ENSG00000278535,DHRS11,9,-1.5819,34,0.47621,13,-0.9330,30,0.30138,30,0.29885,24,-0.0589,31,0.32443,32,0.43733,21,-0.3028,20,-0.3797
ENSG00000275700,AATF,36,0.85905,19,-0.1223,19,-0.1717,22,0.07808,19,-0.1648,21,-0.0197,22,0.06895,18,-0.2905,19,-0.1136,18,-0.1950
ENSG00000278540,ACACA,27,-0.3914,30,-0.1916,28,-0.3273,39,0.18947,47,0.49312,44,0.40314,32,-0.1173,41,0.29847,15,-1.2407,35,0.03016
ENSG00000276234,TADA2A,12,-0.0597,12,0.00288,6,-1.0639,6,-1.0729,16,0.42999,8,-0.5963,19,0.63272,22,1.01267,5,-1.3356,9,-0.4622
ENSG00000276023,DUSP14,5,-2.3673,75,1.94995,49,1.16210,14,-0.7785,19,-0.3240,19,-0.3900,14,-0.7820,20,-0.2952,16,-0.6280,13,-0.9132
ENSG00000275066,SYNRG,30,0.55547,12,-0.9308,6,-1.8671,19,-0.1790,18,-0.2907,31,0.57507,34,0.72410,20,-0.0981,35,0.76870,11,-0.9350
ENSG00000278053,DDX52,26,0.54571,17,-0.0991,12,-0.7001,21,0.19945,20,0.13212,26,0.52061,20,0.12581,16,-0.2478,20,0.12502,9,-0.9982
ENSG00000278845,MRPL45,15,-0.7907,26,0.00488,32,0.35995,19,-0.4808,17,-0.6293,40,0.71756,42,0.78813,27,0.08831,29,0.18541,9,-1.6365
ENSG00000274211,SOCS7,10,-1.6859,30,-0.1138,27,-0.2741,32,-0.0164,44,0.49245,48,0.62154,47,0.60636,37,0.23949,21,-0.6348,22,-0.6026
ENSG00000275832,ARHGAP23,159,1.70607,37,-0.7046,29,-1.0660,41,-0.5432,38,-0.6486,98,0.84215,67,0.21125,32,-0.9934,67,0.22545,42,-0.5112
ENSG00000277363,SRCIN1,146,1.09032,26,-1.6003,28,-1.4747,80,0.09917,69,-0.1375,117,0.71709,122,0.78165,70,-0.1228,54,-0.5177,45,-0.7790
ENSG00000273604,EPOP,2,-3.2554,40,0.93310,32,0.56292,14,-0.6645,46,1.17712,4,-2.3652,16,-0.5321,30,0.50965,13,-0.8510,20,-0.1968
ENSG00000275023,MLLT6,67,0.44431,38,-0.4445,58,0.21226,43,-0.2744,46,-0.1377,55,0.13582,31,-0.7414,31,-0.8130,90,0.93240,67,0.45157
ENSG00000277972,CISD3,51,-0.0799,57,0.09279,60,0.18488,55,0.03024,54,0.00672,52,-0.0311,47,-0.2036,50,-0.1220,62,0.24136,51,-0.0721
ENSG00000277258,PCGF2,6,-1.0246,13,0.09582,6,-1.1588,12,-0.0975,11,-0.2429,20,0.76099,15,0.24779,15,0.29069,14,0.15689,12,-0.1014
ENSG00000277791,PSMB3,119,-0.3993,227,0.63374,123,-0.3485,150,-0.0409,136,-0.1967,148,-0.0618,178,0.23207,194,0.41856,116,-0.4331,106,-0.5713
ENSG00000276293,PIP4K2B,74,-1.2602,136,-0.3287,157,-0.1007,153,-0.1472,254,0.67071,172,0.03481,220,0.43823,195,0.26471,166,-0.0170,125,-0.4587
ENSG00000273559,CWC25,20,0.42251,13,-0.2776,10,-0.6597,12,-0.4102,12,-0.3675,12,-0.3634,29,0.98685,20,0.43863,9,-0.8718,14,-0.1374
ENSG00000125691,RPL23,643,0.59845,365,-0.3086,394,-0.1891,331,-0.4582,413,-0.1134,532,0.28814,416,-0.1041,378,-0.2771,594,0.46764,441,-0.0106
ENSG00000002834,LASP1,30,-1.3990,70,-0.1027,60,-0.3381,92,0.32333,64,-0.2616,87,0.22921,98,0.42990,91,0.34632,77,0.03872,66,-0.2075
ENSG00000263874,LINC00672,58,-0.3887,89,0.26904,77,0.03894,72,-0.0579,51,-0.6052,95,0.38287,86,0.22426,82,0.15177,60,-0.3453,73,-0.0499
ENSG00000161381,PLXDC1,5,-1.2531,11,-0.1662,4,-1.6355,11,-0.1652,14,0.25836,11,-0.1736,20,0.80782,15,0.37586,13,0.13048,14,0.23230
ENSG00000067191,CACNB1,5,-4.0916,77,-0.1779,89,0.04277,78,-0.1542,96,0.16735,84,-0.0439,91,0.07707,158,1.16168,47,-0.9461,67,-0.3900
ENSG00000108298,RPL19,1972,1.61422,575,-0.4458,584,-0.4233,871,0.20801,552,-0.5093,702,-0.1350,606,-0.3655,497,-0.7291,865,0.19696,690,-0.1611
ENSG00000141750,STAC2,3,-3.3945,8,-1.9342,3,-3.2496,45,0.62250,52,0.87591,36,0.26169,64,1.23365,42,0.57194,21,-0.5541,19,-0.7348
ENSG00000108306,FBXL20,16,-0.3748,22,0.13595,21,0.04594,17,-0.2978,28,0.51573,10,-1.0746,35,0.86638,24,0.27987,9,-1.3035,19,-0.1141
ENSG00000125686,MED1,24,1.02031,9,-0.5347,12,-0.0929,10,-0.3220,11,-0.1854,5,-1.2528,9,-0.4730,13,0.08880,26,1.12628,7,-0.9764
ENSG00000167258,CDK12,16,0.55506,9,-0.3032,9,-0.3125,10,-0.1145,7,-0.7976,15,0.44607,10,-0.2186,14,0.31914,16,0.51955,5,-1.1903
ENSG00000171532,NEUROD2,23,-3.4593,218,-0.1314,148,-0.7234,289,0.32145,238,0.01173,260,0.15002,427,0.97219,400,0.99574,72,-1.7967,126,-0.9678
ENSG00000131771,PPP1R1B,75,-0.5200,68,-0.6753,93,-0.1887,79,-0.4466,88,-0.2803,156,0.63668,123,0.24546,86,-0.3406,196,1.02502,106,0.01656
ENSG00000131748,STARD3,34,0.29471,33,0.26885,39,0.52763,22,-0.3830,16,-0.8138,33,0.27779,44,0.74022,26,-0.1371,18,-0.6666,16,-0.8219
ENSG00000141744,PNMT,0,-4.9822,30,1.18197,51,2.18741,7,-1.0026,12,-0.3193,6,-1.2897,8,-0.8034,8,-0.8986,10,-0.5786,18,0.37069
ENSG00000161395,PGAP3,8,-0.5110,16,0.60573,11,-0.0026,9,-0.2144,5,-1.1300,20,1.01011,8,-0.5300,10,-0.0831,17,0.70447,5,-1.1676
ENSG00000141741,MIEN1,98,0.18672,98,0.18061,114,0.42260,98,0.18418,80,-0.1461,65,-0.4638,61,-0.5462,99,0.22096,61,-0.5525,88,0.01326
ENSG00000172057,ORMDL3,26,-0.1481,31,0.13094,32,0.20394,26,-0.1481,29,0.04069,19,-0.6169,29,0.02356,29,0.04251,40,0.53891,22,-0.3526
ENSG00000108344,PSMD3,50,-0.5991,101,0.51307,64,-0.2006,87,0.27157,61,-0.2945,70,-0.0584,91,0.34616,86,0.29683,62,-0.2690,47,-0.6847
ENSG00000008838,MED24,22,-1.2132,46,-0.0750,55,0.18504,42,-0.2361,47,-0.0503,50,0.04190,72,0.63509,71,0.68953,36,-0.4752,24,-1.0906
ENSG00000126351,THRA,180,-0.2406,169,-0.3411,264,0.36263,146,-0.5709,189,-0.1711,289,0.51178,342,0.79195,144,-0.6454,260,0.34176,187,-0.1823
ENSG00000126368,NR1D1,6,-1.8307,17,-0.3676,21,-0.0289,23,0.13223,22,0.03073,14,-0.6211,32,0.64435,28,0.46858,29,0.51083,15,-0.5511
ENSG00000188895,MSL1,62,-0.5166,91,0.08870,96,0.17227,72,-0.2815,82,-0.0679,70,-0.3229,112,0.42000,104,0.34574,88,0.04226,65,-0.4418
ENSG00000108349,CASC3,82,0.83813,36,-0.5025,30,-0.7758,34,-0.5828,38,-0.4108,66,0.46632,76,0.70299,50,0.03842,53,0.12085,27,-0.9438
ENSG00000108352,RAPGEFL1,2,-4.1578,62,0.55841,75,0.87455,35,-0.3183,46,0.10146,35,-0.3229,47,0.11855,61,0.62558,21,-1.1289,33,-0.4323
ENSG00000171475,WIPF2,60,-0.5055,130,0.70806,98,0.24314,78,-0.1084,126,0.66143,81,-0.0610,86,0.04086,81,-0.0550,49,-0.8263,52,-0.7494
