Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000005882,PDK2,146,0.78365,83,-0.1618,95,0.10434,44,-1.1342,78,-0.2485
ENSG00000167100,SAMD14,146,2.43916,32,-0.3545,23,-1.3830,20,-1.0558,45,0.20862
ENSG00000108819,PPP1R9B,146,0.24883,42,-1.6854,151,0.66733,119,-0.0870,71,-0.8954
ENSG00000108826,MRPL27,146,0.79308,166,1.01620,77,-0.4892,30,-1.6900,92,0.01044
ENSG00000108829,LRRC59,146,1.76022,71,0.44730,40,-0.8259,37,-0.6245,33,-0.7684
ENSG00000006282,SPATA20,146,2.09417,53,0.21405,31,-1.0573,6,-2.9174,56,0.30591
ENSG00000154945,ANKRD40,146,0.65285,45,-1.2243,53,-1.5449,369,2.49316,64,-0.6881
ENSG00000108848,LUC7L3,146,0.17579,66,-1.0819,85,-1.1450,337,1.67013,207,0.76112
ENSG00000008294,SPAG9,146,0.70099,69,-0.5224,75,-0.7031,102,0.09990,172,0.98729
ENSG00000239672,NME1,146,0.11138,61,-1.2488,172,0.88423,80,-0.8332,83,-0.7796
ENSG00000243678,NME2,146,-1.1677,516,0.86398,304,-0.0564,287,-0.1180,314,0.02445
ENSG00000011260,UTP18,146,2.64711,31,-0.2441,26,-0.9216,16,-1.2532,6,-2.7688
ENSG00000154975,CA10,146,1.71282,0,-6.6488,68,0.73468,14,-2.0734,1,-4.9856
ENSG00000166260,COX11,146,1.80008,34,-0.7116,50,-0.1979,46,-0.2378,4,-3.8678
ENSG00000108924,HLF,146,0.84059,14,-2.7507,115,1.04797,29,-1.7281,33,-1.5303
ENSG00000108960,MMD,146,0.40137,12,-3.3353,161,1.48991,52,-1.2147,17,-2.8843
ENSG00000153933,DGKE,146,2.33368,0,-6.2365,38,-0.2465,4,-3.2425,32,-0.4152
ENSG00000121064,SCPEP1,146,1.91740,136,1.76633,28,-1.4372,12,-2.1712,17,-1.6586
ENSG00000121057,AKAP1,146,1.97214,77,0.75925,33,-1.0760,8,-2.7620,47,-0.0761
ENSG00000153944,MSI2,146,0.91038,109,0.40704,52,-1.2692,64,-0.4547,187,1.35667
ENSG00000181610,MRPS23,146,1.15967,17,-2.2023,87,0.57824,25,-1.6725,44,-0.8132
ENSG00000180891,CUEDC1,146,2.08505,62,0.46482,18,-2.1355,70,0.68185,49,0.09521
ENSG00000136450,SRSF1,146,1.56287,57,-0.0950,49,-0.5666,50,-0.2776,40,-0.6379
ENSG00000264364,DYNLL2,146,-1.4956,116,-1.8466,526,1.35197,388,0.01605,174,-1.2366
ENSG00000005379,TSPOAP1,146,1.47202,20,-1.7121,65,0.10764,57,-0.1561,17,-1.9655
ENSG00000213246,SUPT4H1,146,1.16335,22,-1.8608,75,0.02585,46,-0.7479,79,0.10835
ENSG00000108389,MTMR4,146,2.07732,11,-2.1680,41,-0.4128,14,-1.8107,46,-0.0320
ENSG00000108387,SEPTIN4,146,-0.7117,59,-2.0721,119,-1.6275,1034,2.99620,233,0.02536
ENSG00000108384,RAD51C,146,2.60209,0,-6.0772,29,-0.6927,12,-1.6847,31,-0.2831
ENSG00000175175,PPM1E,146,2.71852,0,-6.0126,34,-0.1760,6,-2.5879,0,-6.8708
ENSG00000108395,TRIM37,146,0.73180,24,-2.0555,127,1.23353,34,-1.5798,10,-3.2897
ENSG00000182628,SKA2,146,1.84212,45,-0.2254,30,-1.4318,37,-0.5219,93,0.97492
ENSG00000153982,GDPD1,146,2.68317,0,-6.0319,28,-0.7438,22,-0.7480,18,-1.0727
ENSG00000175155,YPEL2,146,2.80526,9,-2.0085,28,-0.5878,14,-1.3506,0,-5.4814
ENSG00000141367,CLTC,146,-1.1090,173,-0.8512,404,1.29591,126,-1.3314,211,-0.5461
ENSG00000062716,VMP1,146,1.28173,174,1.61774,45,-1.1541,12,-2.6569,69,-0.0079
ENSG00000062725,APPBP2,146,1.74169,25,-1.2135,45,-0.5999,31,-0.8851,69,0.36548
ENSG00000141376,BCAS3,146,2.23422,19,-1.2625,37,-0.4682,1,-4.9198,40,-0.1479
ENSG00000108510,MED13,146,2.35491,31,-0.4657,20,-1.6925,42,0.03721,50,0.31291
ENSG00000146872,TLK2,146,2.43162,37,-0.1078,26,-1.1540,17,-1.2872,30,-0.4300
ENSG00000170921,TANC2,146,1.87570,4,-3.6145,51,-0.0009,36,-0.5676,19,-1.5027
ENSG00000008283,CYB561,146,2.41024,14,-1.6484,41,0.02124,0,-6.4144,0,-6.1127
ENSG00000136485,DCAF7,146,1.50695,53,-0.2329,61,-0.0298,42,-0.6127,8,-2.9686
ENSG00000136463,TACO1,146,3.01285,0,-5.8587,27,-0.5206,5,-2.8405,3,-3.2635
ENSG00000266173,STRADA,146,2.41066,44,0.14386,32,-0.6601,13,-1.7116,0,-7.0308
ENSG00000136490,LIMD2,146,2.37911,55,0.48821,33,-0.5828,0,-7.0425,0,-7.0671
ENSG00000108588,CCDC47,146,1.01392,126,0.75330,64,-0.6649,73,-0.1459,59,-0.4833
ENSG00000198231,DDX42,146,1.10400,64,-0.2793,78,0.05252,66,-0.2264,23,-1.8379
ENSG00000087191,PSMC5,146,-0.4632,143,-0.4982,218,0.37520,208,0.09936,174,-0.1866
ENSG00000108622,ICAM2,146,1.07422,418,3.55078,14,-3.4381,8,-3.2849,57,-0.4987
ENSG00000266402,SNHG25,146,-1.0496,409,0.59485,147,-1.6446,576,1.20548,708,1.60055
ENSG00000136478,TEX2,146,1.86546,2,-4.3356,47,-0.3012,36,-0.5849,47,-0.1635
ENSG00000108654,DDX5,146,-1.1022,695,1.49613,240,-0.6063,173,-0.8466,449,0.69633
ENSG00000154229,PRKCA,146,-0.3838,76,-1.3979,228,0.77066,48,-2.0586,264,0.57944
ENSG00000198265,HELZ,146,2.42477,16,-1.4159,26,-1.1060,25,-0.7658,43,0.09495
ENSG00000197170,PSMD12,146,1.61287,72,0.33462,50,-0.4901,11,-2.5329,50,-0.2480
ENSG00000154217,PITPNC1,146,1.78077,35,-0.6946,40,-0.8297,22,-1.3527,82,0.69484
ENSG00000171634,BPTF,146,1.06271,91,0.24334,47,-1.2933,126,0.79858,104,0.47151
ENSG00000182481,KPNA2,146,1.63742,91,0.75884,56,-0.0753,1,-5.8789,0,-7.5596
ENSG00000196704,AMZ2,146,1.01648,0,-7.1752,82,0.05787,39,-1.1141,128,0.78556
ENSG00000108946,PRKAR1A,146,-1.0868,304,0.05853,361,0.79462,231,-0.3807,151,-1.0408
ENSG00000125398,SOX9,146,1.61097,7,-3.0966,19,-2.4512,13,-2.3025,264,2.99148
ENSG00000180616,SSTR2,146,1.53746,0,-6.7751,73,0.70395,33,-0.9356,0,-7.6332
ENSG00000166685,COG1,146,2.31610,20,-1.1482,33,-0.7121,13,-1.8055,36,-0.2411
ENSG00000179604,CDC42EP4,146,0.77891,126,0.52212,52,-1.4235,68,-0.4820,225,1.57381
ENSG00000172809,RPL38,146,-3.1748,1580,0.46261,1036,-0.4257,2233,1.06821,1610,0.49421
ENSG00000141540,TTYH2,146,0.81960,46,-1.0415,28,-2.5834,297,2.21063,181,1.19847
ENSG00000109062,SLC9A3R1,146,0.52680,112,0.08088,55,-1.6367,116,0.14262,310,1.93004
ENSG00000161509,GRIN2C,146,2.05797,13,-1.9803,28,-1.3448,20,-1.3260,107,1.41248
ENSG00000167861,HID1,146,1.56931,0,-6.2406,64,0.21350,43,-0.5040,29,-1.1019
ENSG00000180901,KCTD2,146,0.78614,81,-0.1995,98,0.21369,30,-1.7062,79,-0.2378
ENSG00000167863,ATP5PD,146,-0.5563,147,-0.5536,258,0.83276,127,-0.7776,159,-0.4251
ENSG00000125458,NT5C,146,2.08743,55,0.27811,19,-2.0213,47,0.02875,73,0.74212
ENSG00000189159,JPT1,146,0.23684,20,-2.7689,174,1.37018,47,-1.5233,55,-1.3015
ENSG00000188612,SUMO2,146,-0.7831,323,0.48965,247,0.08831,231,-0.0630,228,-0.0839
ENSG00000125447,GGA3,146,2.05994,31,-0.6795,47,-0.0320,13,-1.9982,1,-4.7661
ENSG00000125445,MRPS7,146,0.27901,86,-0.5746,130,0.16427,110,-0.1808,120,-0.0447
ENSG00000177885,GRB2,146,0.26061,94,-0.4447,153,0.77457,64,-1.0402,52,-1.3423
ENSG00000177728,TMEM94,146,1.13833,89,0.28265,60,-0.6606,42,-0.9224,101,0.48379
ENSG00000161526,SAP30BP,146,1.30764,75,0.14331,51,-0.8097,50,-0.4837,89,0.42921
ENSG00000132470,ITGB4,146,1.58016,67,0.18603,12,-3.2564,49,-0.2964,213,2.38721
ENSG00000132475,H3F3B,146,-1.5247,768,1.15522,206,-1.5912,528,0.49498,1049,1.76110
ENSG00000132471,WBP2,146,-1.3669,159,-1.2416,457,1.04627,222,-0.7315,358,0.02406
ENSG00000132481,TRIM47,146,2.07623,69,0.63661,18,-2.2179,18,-1.4447,100,1.30861
ENSG00000204316,MRPL38,146,1.15229,118,0.76680,62,-0.5269,45,-0.7860,50,-0.6229
ENSG00000161533,ACOX1,146,1.90276,22,-1.2936,35,-1.0263,40,-0.3694,75,0.65470
ENSG00000257949,TEN1,146,2.90785,12,-1.4832,21,-1.1572,24,-0.4834,9,-1.9222
ENSG00000167881,SRP68,146,1.88404,2,-4.6851,44,-0.4525,23,-1.2105,70,0.50682
ENSG00000182473,EXOC7,146,0.96125,95,0.22734,69,-0.5324,83,0.01075,75,-0.1512
ENSG00000141576,RNF157,146,1.10734,7,-3.4264,87,0.46706,34,-1.2703,64,-0.2746
ENSG00000185262,UBALD2,146,1.76357,68,0.37198,44,-0.5913,31,-0.8505,21,-1.4239
ENSG00000161542,PRPSAP1,146,2.27802,4,-3.5585,31,-0.9078,31,-0.5279,51,0.28850
ENSG00000175931,UBE2O,146,1.96584,8,-2.6872,51,0.09074,9,-2.5503,27,-0.9455
ENSG00000161544,CYGB,146,2.14753,67,0.64246,28,-1.2169,6,-2.9383,47,0.04964
ENSG00000163597,SNHG16,146,1.95168,50,0.03013,28,-1.4352,17,-1.6697,93,1.06202
ENSG00000182534,MXRA7,146,0.35816,204,0.93247,103,-0.4109,70,-0.8160,125,0.10380
ENSG00000161547,SRSF2,146,0.27511,131,0.09116,114,-0.2433,67,-0.9534,197,0.78149
ENSG00000167889,MGAT5B,146,2.25902,0,-5.8789,38,-0.3612,3,-3.8878,47,0.15221
ENSG00000129657,SEC14L1,146,1.44565,58,-0.1432,45,-0.9487,36,-0.8765,108,0.88473
ENSG00000184640,SEPTIN9,146,1.23890,99,0.54179,64,-0.3157,53,-0.4746,22,-1.8013
ENSG00000078687,TNRC6C,146,1.43702,6,-3.4389,51,-0.6333,100,0.75083,67,0.06578
ENSG00000141524,TMC6,146,2.16896,53,0.27834,9,-3.1858,92,1.22185,66,0.62898
ENSG00000108639,SYNGR2,146,1.17239,246,2.22951,14,-3.3604,119,0.80729,81,0.16132
ENSG00000183077,AFMID,146,2.71913,4,-3.2670,23,-1.1498,32,-0.1856,24,-0.5972
ENSG00000108669,CYTH1,146,1.53369,72,0.27038,38,-1.2522,70,0.23158,72,0.27173
ENSG00000035862,TIMP2,146,-1.0549,483,0.87917,261,-0.2875,211,-0.4919,436,0.69938
ENSG00000108679,LGALS3BP,146,0.73469,214,1.42666,30,-2.5255,91,-0.0619,248,1.71509
ENSG00000171302,CANT1,146,2.41543,23,-0.8612,28,-0.9421,3,-3.6196,48,0.27458
ENSG00000167281,RBFOX3,146,0.34434,17,-2.9356,166,1.49139,40,-1.6681,32,-1.9841
ENSG00000141582,CBX4,146,1.90397,34,-0.6489,47,-0.2615,19,-1.5365,25,-1.0837
ENSG00000167291,TBC1D16,146,2.29388,13,-1.7651,23,-1.4902,43,0.01596,63,0.65411
ENSG00000171298,GAA,146,1.33630,80,0.27773,45,-1.1032,83,0.33967,75,0.18065
ENSG00000141543,EIF4A3,146,2.07079,93,1.16587,22,-1.7872,48,0.03435,24,-1.0404
ENSG00000181045,SLC26A11,146,2.27422,18,-1.3218,32,-0.8364,22,-1.0315,41,-0.0738
ENSG00000173818,ENDOV,146,3.04363,17,-0.9778,20,-1.1688,19,-0.7573,1,-4.2371
ENSG00000171246,NPTX1,146,-1.3953,25,-3.9827,589,3.02800,108,-1.8515,8,-5.5654
ENSG00000141564,RPTOR,146,2.09532,34,-0.5009,37,-0.6133,28,-0.8069,22,-1.1218
ENSG00000176108,CHMP6,146,2.61147,34,-0.1428,27,-0.8756,14,-1.5267,6,-2.7349
ENSG00000226137,BAIAP2-DT,146,1.70459,0,-6.5887,57,0.07288,35,-0.7299,36,-0.7065
ENSG00000175866,BAIAP2,146,-0.1443,49,-1.8285,232,1.70504,64,-1.4154,24,-2.8837
ENSG00000181409,AATK,146,0.21159,14,-3.2750,106,-0.5605,311,1.55376,155,0.30295
ENSG00000224877,NDUFAF8,146,-0.2760,131,-0.4475,197,0.43576,144,-0.3056,160,-0.1340
ENSG00000157637,SLC38A10,146,1.54771,107,0.96886,32,-1.5441,41,-0.6024,87,0.60443
ENSG00000184009,ACTG1,146,-3.4020,2479,0.97568,1545,0.35434,771,-0.9350,1439,0.04942
ENSG00000185504,FAAP100,146,2.50021,30,-0.3996,22,-1.4508,36,-0.1017,28,-0.5026
ENSG00000182446,NPLOC4,146,1.65142,107,1.05791,44,-0.7619,28,-1.1179,17,-1.8846
ENSG00000204237,OXLD1,146,2.40418,0,-6.1933,33,-0.6017,24,-0.8013,30,-0.4940
ENSG00000214087,ARL16,146,1.39853,45,-0.6027,68,0.12418,29,-1.2445,29,-1.2699
ENSG00000185359,HGS,146,0.99797,81,-0.0075,78,-0.1385,67,-0.3080,48,-0.8186
ENSG00000262814,MRPL12,146,0.67278,105,0.11801,102,0.15430,89,-0.1527,27,-1.9408
ENSG00000225663,MCRIP1,146,-0.4780,261,0.45658,202,0.07656,165,-0.2893,195,-0.0190
ENSG00000185624,P4HB,146,0.08938,392,1.86875,100,-0.8915,75,-0.9576,132,-0.0737
ENSG00000141522,ARHGDIA,146,-1.1387,445,0.63926,350,0.51315,179,-0.8326,210,-0.5847
ENSG00000183684,ALYREF,146,2.42323,3,-3.8858,24,-1.3223,38,-0.0976,55,0.52436
ENSG00000141552,ANAPC11,146,-0.4071,267,0.57726,194,0.08937,138,-0.5033,178,-0.0939
ENSG00000185813,PCYT2,146,1.12836,73,-0.0523,70,-0.2199,55,-0.5072,54,-0.5374
ENSG00000197063,MAFG,146,1.46381,45,-0.5399,62,-0.0682,26,-1.3404,42,-0.6549
ENSG00000169696,ASPSCR1,146,1.71774,38,-0.6060,42,-0.7643,38,-0.6116,67,0.29784
ENSG00000169689,CENPX,146,1.15681,35,-1.1857,76,0.05708,63,-0.2732,47,-0.7116
ENSG00000169750,RAC3,146,2.01520,0,-6.4404,45,-0.2191,12,-2.0697,50,0.07232
ENSG00000169738,DCXR,146,0.26564,85,-0.5935,108,-0.4203,87,-0.5595,260,1.27070
ENSG00000169733,RFNG,146,1.91592,18,-1.5594,38,-0.7715,41,-0.3415,57,0.20984
ENSG00000169727,GPS1,146,0.61161,68,-0.6331,110,0.29270,45,-1.2696,101,-0.0040
ENSG00000169718,DUS1L,146,1.78737,82,0.69544,40,-0.8202,21,-1.4549,35,-0.6853
ENSG00000169710,FASN,146,-0.2108,185,0.16932,198,0.63485,93,-0.9197,86,-1.0394
ENSG00000141551,CSNK1D,146,0.96447,89,0.11443,80,-0.0919,51,-0.7546,56,-0.6044
ENSG00000178927,CYBC1,146,1.94039,87,0.93339,18,-2.2394,39,-0.3986,84,0.88122
ENSG00000141562,NARF,146,1.77746,49,-0.1453,51,-0.1719,29,-0.9814,6,-3.2496
ENSG00000141568,FOXK2,146,2.07623,75,0.77721,36,-0.7384,6,-3.0609,15,-1.7720
ENSG00000141580,WDR45B,146,1.18093,59,-0.3431,68,-0.2440,66,-0.1784,50,-0.5933
ENSG00000141542,RAB40B,146,0.65198,8,-3.7010,99,0.00235,196,1.16891,45,-1.2190
ENSG00000141560,FN3KRP,146,1.81708,42,-0.3752,46,-0.4197,21,-1.3909,37,-0.5677
ENSG00000141556,TBCD,146,1.38425,54,-0.3081,59,-0.3310,29,-1.2583,68,0.04461
ENSG00000101557,USP14,146,1.16472,4,-4.2453,88,0.64324,52,-0.5454,23,-1.8116
ENSG00000101577,LPIN2,146,1.79028,30,-0.9223,45,-0.5085,22,-1.3529,59,0.15143
ENSG00000101608,MYL12A,146,0.61025,467,3.05617,20,-3.3482,25,-2.1281,176,0.93514
ENSG00000118680,MYL12B,146,-0.8939,535,1.25415,263,0.05245,142,-0.9418,190,-0.4909
ENSG00000170579,DLGAP1,146,0.37281,0,-7.7107,168,1.67418,38,-1.7149,25,-2.3553
ENSG00000263753,LINC00667,146,1.69897,83,0.64349,41,-0.8658,46,-0.3079,25,-1.2663
ENSG00000082397,EPB41L3,146,0.42830,49,-1.2887,134,0.64415,94,-0.2945,54,-1.1470
ENSG00000173482,PTPRM,146,1.53456,81,0.47899,48,-0.7003,19,-1.8083,64,0.07732
ENSG00000206418,RAB12,146,2.23777,56,0.41779,31,-0.9022,6,-2.9462,27,-0.7480
ENSG00000178127,NDUFV2,146,0.12741,82,-0.7860,172,0.93204,52,-1.4725,78,-0.8561
ENSG00000101745,ANKRD12,146,-0.3020,103,-0.8494,224,0.92616,187,0.09187,34,-2.4888
ENSG00000017797,RALBP1,146,0.74684,130,0.54522,82,-0.3807,127,0.49968,27,-1.9029
ENSG00000168461,RAB31,146,0.84876,88,0.00116,61,-1.0151,118,0.47713,139,0.76017
ENSG00000101558,VAPA,146,-0.4520,163,-0.2824,216,0.37058,116,-0.8068,243,0.36473
ENSG00000154856,APCDD1,146,1.48057,23,-1.5080,34,-1.5016,68,0.12640,155,1.58680
ENSG00000134265,NAPG,146,1.15814,66,-0.1927,66,-0.3665,35,-1.1484,92,0.35278
ENSG00000141404,GNAL,146,1.26763,39,-0.8970,76,0.25797,20,-1.8856,46,-0.6478
ENSG00000255112,CHMP1B,146,1.19124,57,-0.4022,77,0.17792,49,-0.6183,20,-1.9915
ENSG00000141385,AFG3L2,146,1.79220,5,-3.5564,48,-0.3382,24,-1.2264,67,0.37472
ENSG00000134278,SPIRE1,146,1.35139,74,0.17097,56,-0.5142,32,-1.1449,69,0.05023
ENSG00000128789,PSMG2,146,1.61549,44,-0.4569,46,-0.6616,33,-0.8881,71,0.31938
ENSG00000085415,SEH1L,146,1.92507,29,-0.8638,49,-0.0451,6,-3.0230,23,-1.2215
ENSG00000168675,LDLRAD4,146,1.69390,19,-1.6198,40,-0.9068,39,-0.5636,99,0.95418
ENSG00000101654,RNMT,146,1.31340,42,-0.7614,75,0.33958,40,-0.8508,10,-2.8690
ENSG00000067900,ROCK1,146,1.69070,152,1.77236,17,-2.5943,55,-0.0446,68,0.30391
ENSG00000167088,SNRPD1,146,1.08689,59,-0.4379,63,-0.5786,44,-0.8901,130,0.87879
ENSG00000101752,MIB1,146,1.84810,29,-0.9031,50,-0.1486,21,-1.3953,24,-1.1991
ENSG00000134508,CABLES1,146,2.04386,1,-5.5203,47,-0.0455,35,-0.4909,11,-2.1318
ENSG00000141458,NPC1,146,2.25204,24,-0.9332,15,-2.3923,63,0.61793,83,1.10662
ENSG00000141447,OSBPL1A,146,0.87042,47,-0.9678,87,0.00114,73,-0.2864,83,-0.0884
ENSG00000134504,KCTD1,146,2.22799,25,-0.8711,39,-0.3723,29,-0.6429,0,-6.5585
ENSG00000171885,AQP4,146,-1.7113,157,-1.6056,163,-2.2832,322,-0.5092,2550,3.82205
ENSG00000170558,CDH2,146,1.70577,13,-2.1467,55,-0.0453,23,-1.3687,45,-0.3565
ENSG00000118276,B4GALT6,146,1.80703,0,-6.5824,61,0.49559,9,-2.6644,17,-1.6992
ENSG00000101746,NOL4,146,2.51995,0,-6.1252,32,-0.5589,10,-1.9972,32,-0.3158
ENSG00000134769,DTNA,146,-0.1787,55,-1.6817,131,-0.6336,241,0.64495,374,1.44075
ENSG00000166974,MAPRE2,146,-0.4060,45,-2.1796,260,1.38220,124,-0.6598,82,-1.2954
ENSG00000172466,ZNF24,146,1.72096,9,-2.6822,21,-2.1610,65,0.24976,171,2.05103
ENSG00000141429,GALNT1,146,2.44933,19,-1.1120,30,-0.8159,37,-0.0952,7,-2.6413
ENSG00000141425,RPRD1A,146,0.44877,0,-7.6453,134,0.67306,72,-0.6829,116,0.06299
ENSG00000141424,SLC39A6,146,2.15372,6,-2.8780,34,-0.7993,17,-1.4668,67,0.65638
ENSG00000134759,ELP2,146,2.20387,14,-1.7785,36,-0.5600,22,-1.0972,34,-0.4214
ENSG00000134775,FHOD3,146,2.56572,7,-2.5775,37,-0.0962,4,-3.1331,0,-6.8167
ENSG00000134779,TPGS2,146,0.84246,60,-0.6083,107,0.70758,15,-2.6417,40,-1.2391
ENSG00000101489,CELF4,146,-0.7650,0,-8.1414,373,2.42682,94,-1.4365,35,-2.9052
ENSG00000078142,PIK3C3,146,2.02076,0,-6.4367,40,-0.5008,22,-1.2049,61,0.39961
ENSG00000152214,RIT2,146,2.91516,0,-5.9081,30,-0.3148,3,-3.5948,0,-6.7662
ENSG00000132872,SYT4,146,-0.3179,0,-8.2917,284,2.58046,18,-3.4512,24,-3.0237
ENSG00000141469,SLC14A1,146,1.06667,12,-2.8209,38,-1.7361,83,0.10671,271,2.31603
ENSG00000152234,ATP5F1A,146,-1.4718,208,-0.9388,482,0.95663,164,-1.3024,474,0.37288
ENSG00000141622,RNF165,146,2.65332,0,-5.9866,32,-0.4257,2,-3.8126,22,-0.7998
ENSG00000101638,ST8SIA5,146,2.88380,0,-5.9245,30,-0.3645,7,-2.3257,0,-6.7821
ENSG00000078043,PIAS2,146,2.14628,11,-2.1057,36,-0.6487,46,0.02635,24,-0.9951
ENSG00000167220,HDHD2,146,1.46487,0,-6.8288,69,0.31258,59,-0.0956,16,-2.0437
ENSG00000134049,IER3IP1,146,1.80735,92,0.92369,28,-1.5731,27,-1.0650,73,0.51762
ENSG00000175387,SMAD2,146,1.34036,65,-0.0511,56,-0.5544,70,0.06241,46,-0.5901
ENSG00000134030,CTIF,146,1.01548,104,0.43110,81,0.03426,39,-1.1099,27,-1.6661
ENSG00000141627,DYM,146,2.39301,53,0.42991,24,-1.3649,12,-1.8982,37,-0.1642
ENSG00000177576,C18orf32,146,-0.3025,107,-0.7865,168,-0.1527,195,0.15778,301,0.89630
ENSG00000265681,RPL17,146,-3.0477,2333,1.31035,860,-0.6925,1561,0.58997,1518,0.54199
ENSG00000167315,ACAA2,146,1.54737,53,-0.2230,37,-1.2591,68,0.19116,92,0.68903
ENSG00000141644,MBD1,146,2.19164,33,-0.4750,33,-0.8559,2,-4.4799,56,0.38037
ENSG00000141639,MAPK4,146,2.38481,9,-2.2177,25,-1.2428,5,-2.9433,80,1.15071
ENSG00000134042,MRO,146,1.71615,30,-0.9337,29,-1.5793,85,0.70897,92,0.84020
ENSG00000082212,ME2,146,1.98056,14,-1.8461,46,-0.2190,19,-1.4613,33,-0.6282
ENSG00000141646,SMAD4,146,2.14142,28,-0.7498,19,-2.0431,43,-0.0780,97,1.31130
ENSG00000041353,RAB27B,146,1.71029,4,-3.8029,69,0.80814,6,-3.1643,0,-7.5083
ENSG00000196628,TCF4,146,-0.1568,125,-0.4008,200,0.81023,68,-1.3387,114,-0.5452
ENSG00000091164,TXNL1,146,0.53342,29,-1.9767,126,0.64374,76,-0.5344,72,-0.6200
ENSG00000091157,WDR7,146,1.21957,7,-3.3964,84,0.58245,32,-1.2450,39,-0.9460
ENSG00000177511,ST8SIA3,146,0.79141,9,-3.3845,126,1.40035,17,-2.5656,18,-2.4601
ENSG00000066926,FECH,146,2.57624,24,-0.6983,22,-1.3199,30,-0.3521,27,-0.5521
ENSG00000134440,NARS,146,0.62947,13,-3.0367,115,0.48469,61,-0.7800,107,0.10982
ENSG00000049759,NEDD4L,146,0.88626,26,-1.8522,105,0.74327,22,-2.0986,57,-0.6482
ENSG00000074657,ZNF532,146,2.02687,36,-0.4644,22,-1.8159,57,0.28346,80,0.86449
ENSG00000166562,SEC11C,146,-0.2746,73,-1.3380,139,-0.6398,176,0.02070,472,1.78829
ENSG00000176641,RNF152,146,2.42530,79,1.15810,24,-1.3116,5,-2.9726,10,-2.0356
ENSG00000134444,RELCH,146,2.47584,11,-1.8624,31,-0.6546,26,-0.6568,14,-1.5642
ENSG00000081913,PHLPP1,146,2.00805,17,-1.5796,29,-1.3144,49,0.02597,78,0.79168
ENSG00000119537,KDSR,146,1.93819,11,-2.2266,33,-1.0877,48,-0.0452,77,0.73001
ENSG00000119541,VPS4B,146,1.66414,34,-0.7933,46,-0.6406,24,-1.3056,80,0.56267
ENSG00000166479,TMX3,146,2.55141,59,0.73963,22,-1.3727,25,-0.6274,1,-4.9518
ENSG00000206052,DOK6,146,1.52490,0,-6.7846,69,0.42138,41,-0.6419,18,-1.8230
ENSG00000166347,CYB5A,146,2.18300,93,1.26665,24,-1.4976,5,-3.1473,34,-0.4107
ENSG00000187773,DIPK1C,146,2.55713,0,-6.1037,18,-1.7998,57,0.68562,49,0.41405
ENSG00000133313,CNDP2,146,0.59807,89,-0.2163,89,-0.4235,91,-0.1756,149,0.62595
ENSG00000150656,CNDP1,146,0.83082,1,-6.3237,51,-1.4015,314,2.35155,85,-0.0780
ENSG00000180011,ZADH2,146,2.68465,0,-6.0312,30,-0.5527,9,-2.0126,20,-0.9097
ENSG00000197971,MBP,146,-4.9295,348,-3.6755,680,-3.5805,29680,5.24383,2370,-0.8240
ENSG00000263146,LINC01896,146,2.57181,38,0.02475,24,-1.1564,14,-1.4885,20,-0.9980
ENSG00000122490,SLC66A2,146,0.56103,88,-0.2656,95,-0.2776,56,-0.9586,171,0.83194
ENSG00000226742,HSBP1L1,146,2.86950,0,-5.9314,24,-0.9357,8,-2.1640,30,-0.1989
ENSG00000141759,TXNL4A,146,-0.4762,129,-0.6722,249,0.89799,142,-0.5284,116,-0.8362
ENSG00000183186,C2CD4C,146,3.02914,9,-1.9497,24,-0.7303,9,-1.8858,0,-6.7085
ENSG00000129946,SHC2,146,0.84659,160,0.99977,81,-0.2792,30,-1.6707,57,-0.7026
ENSG00000141933,TPGS1,146,1.40073,68,0.06826,59,-0.3188,37,-0.8785,42,-0.6927
ENSG00000099804,CDC34,146,1.01641,58,-0.5094,75,-0.1934,53,-0.6450,88,0.14157
ENSG00000172270,BSG,146,-1.6660,1056,1.58411,376,-0.4005,190,-1.2697,596,0.54042
ENSG00000099822,HCN2,146,0.81263,25,-1.9461,98,0.28152,74,-0.3089,76,-0.2717
ENSG00000099821,POLRMT,146,1.69043,70,0.35200,45,-0.6331,38,-0.6209,27,-1.1451
ENSG00000070423,RNF126,146,1.39703,91,0.53790,57,-0.4004,28,-1.3090,38,-0.8629
ENSG00000099864,PALM,146,-0.7292,151,-0.6838,275,0.61503,218,-0.0981,201,-0.2312
ENSG00000011304,PTBP1,146,2.12691,105,1.44172,13,-2.6916,44,-0.0718,51,0.19205
ENSG00000129951,PLPPR3,146,1.07222,8,-3.3489,106,1.32414,10,-3.0454,4,-4.1528
ENSG00000175221,MED16,146,1.61845,81,0.55099,52,-0.3481,26,-1.2615,12,-2.4188
ENSG00000198858,R3HDM4,146,1.86363,77,0.66628,42,-0.6267,33,-0.7190,1,-5.0158
ENSG00000065268,WDR18,146,1.85262,32,-0.7553,43,-0.5574,30,-0.8654,45,-0.2262
ENSG00000182087,TMEM259,146,0.54981,127,0.31545,86,-0.5807,69,-0.6693,173,0.83724
ENSG00000099817,POLR2E,146,0.12372,88,-0.6826,161,0.64068,83,-0.7757,96,-0.5441
